Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2173	1	-7159.208	-7437.756	278.5481	0.5131222	88578.99	0.000718439	0.000958241	0.00376176	0.000574444	0.000681233	0.0019963	0.000774549	0.001121	0.0010151	0.00061387	0.0010241	0.000935776	0.000948964	0.00128323	0.00105671	0.0010596	0.000349493	0.000844072	0.000916472	0.000288743	0.000715517	0.000783487	0.000343561	0.000504852	0.000398505	0.00102841	0.00185389	0.000972659	0.000844149	0.00030554	0.000593584	0.00104228	0.0018366	0.00110329	0.00121143	0.00117277	0.000553161	0.0037631	0.00220158	0.00159308	0.000811306	0.000727796	0.000553671	0.000397816	0.000657249	0.000498709	0.00118499	0.000688142	0.00079048	0.00102227	0.00147447	0.000515841	0.00194601	0.00155391	0.000961074	0.1591086	0.13656	0.16863	0.1239	0.276852	0.164941	0.129117	0.0134357	-6.947459	0.995732	0.998906	1.00109	1.00427	0.354042	0.154382	0.146941	0.344635	0.1725443	0.07786809
2174	0	-7146.06	-7435.862	289.8013	0.2563468	699567.8	0.000832425	0.00230749	0.000839593	0.00242866	0.000577358	0.000753883	0.000495478	0.000945021	0.000720572	0.00100811	0.000626343	0.000397175	0.000987503	0.000854035	0.00177169	0.000914803	0.000393874	0.00170358	0.000538202	0.000861882	0.000479907	0.000601791	0.000187508	0.000392549	0.000392378	0.0003134	0.000922962	0.000803033	0.00177138	0.000741563	0.000535844	0.000402846	0.00139561	0.000300873	0.000293075	0.000590258	0.000981497	0.00249589	0.000959266	0.000940065	0.000801318	0.000860011	0.000558117	0.000633309	0.000950545	0.000829151	0.00143423	0.000350322	0.000820326	0.000532286	0.00092915	0.000400178	0.00108022	0.000667311	0.0007268154	0.06299952	0.0974163	0.174733	0.0834327	0.0955283	0.170401	0.378489	0.07520545	-7.226838	0.998481	0.999611	1.00039	1.00152	0.356718	0.157272	0.147438	0.338571	0.138205	0.5441588
2175	1	-7133.286	-7429.524	296.238	0.3277616	802007.8	0.000731706	0.000328238	0.00309017	0.00103843	0.000487012	0.000844513	0.000747642	0.00060539	0.000588615	0.000457393	0.000218757	0.000507646	0.000232635	0.000417199	0.000375259	0.000364583	0.000386874	0.000508849	0.00130085	0.000236006	0.000342027	0.000548878	0.000546484	0.00104685	0.000303826	0.000304767	0.000446725	0.000863554	0.000247216	0.000307741	0.00059795	0.000830521	0.000834826	0.000438049	0.00117358	0.00104715	0.000536583	0.00217107	0.000187665	0.000264929	0.000700024	0.00022229	0.00031339	0.000655435	0.00151987	0.00152539	0.000851417	0.00109428	0.000580607	0.00163295	0.000283567	0.000668488	0.00127426	0.000962786	0.0006071762	-0.0085301	0.197459	0.157937	0.0932635	0.175213	0.181965	0.194163	0.0473781	-7.406692	0.998581	0.999637	1.00036	1.00142	0.345175	0.15502	0.155299	0.344506	0.038848	1.219576
2176	0	-7167.676	-7436.506	268.8301	0.3755536	714770.8	0.000361047	0.00713642	0.000955675	0.00195417	0.000567797	0.00112775	0.00103416	0.00110305	0.000297931	0.00100586	0.000701214	0.00169983	0.000764537	0.000735523	0.00145816	0.00180919	0.00247852	0.00223498	0.000487411	0.000829052	0.000659913	0.000219397	0.000660991	0.00195131	0.000638618	0.000686054	0.000862363	0.00172455	0.0010834	0.000631081	0.000789042	0.000959412	0.000521999	0.000640693	0.000926887	0.000841752	0.00356617	0.00191006	0.000882253	0.00127178	0.00187824	0.00105448	0.00197002	0.00119671	0.0004825	0.00148595	0.000861732	0.00077801	0.000521348	0.000949686	0.00027079	0.00103149	0.000626537	0.000817106	0.000946061	-0.2729063	0.183093	0.154755	0.0677793	0.119951	0.236683	0.237738	0.3248201	-6.963203	0.998497	0.999616	1.00038	1.0015	0.344288	0.158176	0.15612	0.341416	0.05191381	6.256911
2177	1	-7152.922	-7437.05	284.128	0.1801669	741618.9	0.00137273	0.00137104	0.00350525	0.00078901	0.00119848	0.00150774	0.00133638	0.000315295	0.000524095	0.00113569	0.000460087	0.000734249	0.000544891	0.000644205	0.000422886	0.000318293	0.00141632	0.000439269	0.000608858	0.00160077	0.00102619	0.000833154	0.000563124	0.000618597	0.00102035	0.000649417	0.00060736	0.000799729	0.00228469	0.000536594	0.000522319	0.000683535	0.000273471	0.000921965	0.00083447	0.000525987	0.000339821	0.00258025	0.00105415	0.000518304	0.000349512	0.00031181	0.000966151	0.00115559	0.00251588	0.00136968	0.000772565	0.000700136	0.000307835	0.00144734	0.000874348	0.000662505	0.00169948	0.00103928	0.0007777573	-0.02428414	0.108038	0.167906	0.0869333	0.113926	0.193451	0.329746	0.02788477	-7.159096	0.998524	0.999623	1.00038	1.00148	0.339069	0.157701	0.155517	0.347713	0.003600633	7.744408
2178	0	-7138.351	-7429.274	290.923	0.4127716	351177.8	0.000207625	0.0025153	0.000730507	0.00106912	0.000383251	0.000610936	0.00102539	0.00115278	0.00355145	0.00115083	0.000286118	0.000426242	0.000592535	0.000421976	0.00046277	0.000628034	0.000202631	0.000650701	0.000333765	0.00211681	0.000379718	0.000309792	0.00036052	0.000838133	0.000927227	0.00061692	0.000225811	0.000983295	0.000985051	0.000718945	0.00066778	0.000710047	0.000951277	0.000451752	0.0010009	0.000521168	0.00219654	0.00157708	0.000463638	0.000843715	0.000247658	0.000592053	0.000542268	0.000692632	0.000601012	0.000645944	0.000727977	0.000466774	0.00134379	0.000429323	0.000500121	0.000487484	0.00112365	0.000772761	0.0006795599	-0.3079718	0.139263	0.119681	0.124192	0.115365	0.175072	0.326427	0.329386	-7.294065	0.997856	0.999451	1.00055	1.00215	0.349464	0.156025	0.156989	0.337522	0.02141413	15.38171
2179	1	-7152.717	-7438.487	285.7706	0.2815856	320956.9	0.00098699	0.000518304	0.00338758	0.00123125	0.000172457	0.000366886	0.000580148	0.00167997	0.000450658	0.00166145	0.000999815	0.000373747	0.000611804	0.000776011	0.000280955	0.000784119	0.000709741	0.00101395	0.000479843	0.000796971	0.000396396	0.000740505	0.000505219	0.000234214	0.000583419	0.000660613	0.000673718	0.000577546	0.000589333	0.000466211	0.00107202	0.000473843	0.000537408	0.000804817	0.000727334	0.000478103	0.00246023	0.00197915	0.00103469	0.00108451	0.000480875	0.000716377	0.00100134	0.00288131	0.00101358	0.000861836	0.0010571	0.00107008	0.000405741	0.00152994	0.00184856	0.000511825	0.00102668	0.000528645	0.0007471727	0.07141802	0.207739	0.222346	0.136794	0.158271	0.168172	0.106678	0.02101661	-7.199214	0.997757	0.999426	1.00057	1.00224	0.356891	0.153969	0.147686	0.341455	0.09243463	0.2273672
2180	0	-7147.48	-7428.965	281.4844	0.3905436	649748.9	0.000610137	0.00399625	0.00039733	0.00115996	0.00140369	0.0016261	0.000234672	0.000691534	0.00143914	0.00114699	0.000659	0.000294052	0.00118008	0.000909659	0.000958176	0.00100408	0.00169201	0.0005698	0.00132668	0.000473523	0.00041366	0.000514844	0.00069799	0.00049521	0.000984082	0.000347125	0.000622666	0.000293902	0.00032313	0.000550641	0.00111855	0.00126372	0.00164069	0.000341205	0.000516362	0.00175102	0.0028761	0.0014073	0.000550241	0.000837689	0.000685182	0.000435559	0.000663728	0.00100907	0.00234565	0.000444504	0.000476736	0.000748487	0.000931866	0.000973215	0.00188088	0.000377416	0.000608785	0.00115567	0.0008096727	-0.01385748	0.178484	0.228191	0.121795	0.119653	0.148659	0.203217	0.04756641	-7.11888	0.998424	0.999597	1.0004	1.00158	0.352028	0.149834	0.15814	0.339998	0.03370893	1.411092
2181	1	-7163.741	-7438.756	275.0145	0.3461346	354337.2	0.00118568	0.00113388	0.00168042	0.000612899	0.00147138	0.00220909	0.00150492	0.000595563	0.000326676	0.00130155	0.00100619	0.000599604	0.000561198	0.000942417	0.000587869	0.00204434	0.00161433	0.00137507	0.0012589	0.00117845	0.00111848	0.000391953	0.000634583	0.00243377	0.00168253	0.00111421	0.00072547	0.00125105	0.000800591	0.000684384	0.00225814	0.00116465	0.00094032	0.00131503	0.00118073	0.00108378	0.000767025	0.00296864	0.00180089	0.00118048	0.000904552	0.000550379	0.000631541	0.00060231	0.00185184	0.000655976	0.000806372	0.00242923	0.000615227	0.00173318	0.000982543	0.00056023	0.00228546	0.00065218	0.001185387	-0.002771032	0.187709	0.0839717	0.0721246	0.27115	0.167147	0.217897	0.04357345	-6.737686	0.997865	0.999454	1.00054	1.00214	0.349481	0.154592	0.149467	0.34646	0.04080242	1.067913
2182	0	-7153.217	-7435.692	282.4756	0.4371029	996693.6	0.00049875	0.00260614	0.000946665	0.000611657	0.000550319	0.000711855	0.00248806	0.000645934	0.00204999	0.000989457	0.000578257	0.00125456	0.000871558	0.000899207	0.000776764	0.000689425	0.000533226	0.000727087	0.000687606	0.000592649	0.000612138	0.000820139	0.000484987	0.00190131	0.00111853	0.000863696	0.000778767	0.000733135	0.00125687	0.000308433	0.000567077	0.000953658	0.00148662	0.00180889	0.000465287	0.00121371	0.00272413	0.00124525	0.00044877	0.00209246	0.00104348	0.000867168	0.00043563	0.000663832	0.000997574	0.000530487	0.000695564	0.000465596	0.000589407	0.00209436	0.000278123	0.000244858	0.00133676	0.00141021	0.0008170721	0.06972825	0.168618	0.230726	0.0976483	0.116869	0.112756	0.273382	0.04494279	-7.109783	0.998727	0.999675	1.00032	1.00127	0.353354	0.149249	0.145167	0.35223	0.114671	0.391928
2183	1	-7139.713	-7431.989	292.2763	0.5051438	557862	0.00165634	0.00062489	0.00255653	0.000766163	0.000472951	0.000530979	0.000581993	0.000634276	0.00118064	0.000863932	0.00127939	0.000567412	0.000970904	0.000342566	0.00049198	0.000725789	0.000305522	0.00100351	0.00057195	0.000793921	0.00188511	0.00121175	0.000696482	0.000471116	0.000570466	0.000520383	0.00153535	0.000554229	0.000615196	0.00132339	0.000812154	9.60285e-05	0.000274485	0.000956866	0.000873324	0.0008097	0.000619899	0.00193356	0.00059917	0.000975825	0.000516128	0.000387242	0.0008597	0.000354847	0.00104863	0.00103815	0.000585313	0.000917107	0.000363179	0.00043376	0.000636594	0.000710412	0.0013365	0.00121377	0.0007774487	-0.05046225	0.175142	0.200506	0.0776622	0.177855	0.165527	0.203309	0.05622545	-7.159493	0.998299	0.999565	1.00043	1.0017	0.354853	0.152145	0.152024	0.340978	0.005763194	9.755952
2184	0	-7138.276	-7429.833	291.5574	0.05919308	115880.7	0.000625696	0.00252128	0.000673446	0.000823506	0.000268324	0.000763528	0.000436122	0.000467873	0.000586628	0.000580973	0.000754075	0.000439733	0.000479268	0.000716666	0.000641247	0.00159077	0.000554248	0.000929339	0.000729487	0.00046031	0.00122425	0.000569735	0.000512845	0.000642786	0.000815504	0.000381016	0.000533922	0.000695319	0.000762173	0.000820769	0.000485342	0.000567718	0.000550161	0.000296482	0.000747033	0.00164293	0.00277081	0.00147002	0.000587659	0.000179362	0.000388552	0.00133289	0.000517722	0.00161037	0.000369738	0.000435009	0.00073648	0.000426102	0.00199237	0.000372601	0.00122183	0.000603043	0.000501397	0.00186796	0.0007297704	0.02836859	0.246436	0.163712	0.104321	0.164545	0.116995	0.203992	0.1728052	-7.222781	0.996268	0.999044	1.00095	1.00374	0.352856	0.149039	0.15396	0.344146	0.2011738	0.8589846
2185	1	-7159.185	-7436.014	276.8298	0.4487001	25235.23	0.000634064	0.00168003	0.00304798	0.000662753	0.00120722	0.000315568	0.0012443	0.00202921	0.000587162	0.00179885	0.000638722	0.00112677	0.00248783	0.000837053	0.000670774	0.000566238	0.000847944	0.000966971	0.000903769	0.000667191	0.000958848	0.00111823	0.000517073	0.000623683	0.000991876	0.000255744	0.000843876	0.000958125	0.00206503	0.000786026	0.000736732	0.000231963	0.000872565	0.000968641	0.000627456	0.00044759	0.000422842	0.00172349	0.000583308	0.00110848	0.000324085	0.000780906	0.000726093	0.00182997	0.00168064	0.000310962	0.00307848	0.00118369	0.000734569	0.000998948	0.00159853	0.000561237	0.00225288	0.000701533	0.0008409108	-0.1392417	0.261315	0.124782	0.115874	0.16185	0.171143	0.165037	0.189478	-7.081025	0.99201	0.997945	1.00203	1.00801	0.353648	0.144654	0.161877	0.33982	0.05023623	3.771739
2186	0	-7167.525	-7439.565	272.0402	0.4688911	663220.3	0.000359124	0.00352936	0.000241135	0.0006335	0.00122288	0.00103629	0.00147322	0.00132747	0.000369884	0.00117935	0.000942335	0.00545516	0.000762363	0.00167347	0.000749537	0.000760162	0.000667637	0.00103216	0.00118948	0.00071593	0.000557952	0.00142462	0.000360166	0.000229161	0.000704989	0.000639431	0.000391965	0.00213506	0.000873125	0.000694097	0.000838367	0.000893358	0.00165783	0.000995671	0.0010384	0.000888336	0.000959965	0.00290166	0.00113375	0.00106262	0.00079882	0.000291756	0.000235853	0.0008941	0.00068623	0.000331783	0.000627313	0.000439979	0.000718482	0.000287287	0.00196869	0.00118851	0.000510279	0.00231216	0.0008158057	-0.2606431	0.156847	0.121877	0.140988	0.177599	0.190348	0.21234	0.2802013	-7.111334	0.99844	0.999601	1.0004	1.00156	0.334597	0.166666	0.158925	0.339812	0.01955819	14.32654
2187	1	-7159.75	-7431.718	271.9678	0.456379	351572.6	0.00115257	0.00227699	0.00382043	0.000554835	0.00101807	0.000632021	0.00131315	0.000840171	0.000574878	0.000721264	0.000571352	0.00148627	0.00061146	0.00102482	0.000977555	0.00184013	0.000661262	0.000980195	0.000836982	0.000404282	0.000837941	0.00184468	0.000948401	0.000312159	0.000691833	0.000501854	0.000693027	0.000360233	0.000928072	0.000497789	0.000830913	0.000227272	0.000858079	0.000455749	0.000996727	0.00123432	0.00174744	0.00167697	0.000470942	0.00210203	0.000748454	0.000779056	0.00174999	0.00149676	0.00117379	0.000419069	0.00152862	0.000271155	0.00101223	0.0031893	0.000220972	0.00219682	0.00241861	0.0018615	0.0008659624	-0.0657899	0.201197	0.125123	0.116572	0.155252	0.254146	0.147709	0.06610626	-7.051669	0.997857	0.999452	1.00055	1.00214	0.352115	0.150225	0.162216	0.335444	0.0003163596	208.9592
2188	0	-7142.673	-7432.929	290.2553	0.3584111	777749.4	0.000794991	0.00223142	0.000276151	0.000389674	0.00286567	0.000324138	0.000267993	0.000345477	0.00064961	0.00069376	0.000478305	0.00065495	0.000645971	0.000328806	0.000850494	0.000624365	0.000549858	0.00140568	0.00112623	0.000694358	0.000137673	0.0014119	0.000749973	0.00021272	0.000868048	0.000985454	0.000686637	0.000718623	0.000601718	0.000299681	0.000261264	0.000255867	0.000485672	0.000736417	0.000152928	0.00100447	0.00153226	0.000866187	0.000484104	0.000986163	0.00142254	0.000927989	0.000445138	0.000938696	0.00138687	0.000781285	0.000565542	0.00126127	0.000511972	0.00068733	0.000589939	0.00075206	0.000877814	0.00163218	0.0006295539	0.02432429	0.202079	0.203846	0.0931344	0.135426	0.093688	0.271827	0.04016369	-7.370499	0.998559	0.999631	1.00037	1.00144	0.349128	0.158671	0.156842	0.335359	0.06448798	0.6228089
2189	1	-7165.328	-7430.6	265.2716	0.3312727	717171	0.00157294	0.000727094	0.00488007	0.00119219	0.0010062	0.00182644	0.0019116	0.00116537	0.000913505	0.002479	0.000697814	0.00249647	0.00088712	0.00157777	0.00151899	0.00236436	0.00073299	0.000441904	0.00129499	0.000964917	0.00209818	0.000865814	0.0004905	0.00165553	0.000819371	0.00246155	0.00165469	0.000991782	0.00113391	0.00153813	0.00148038	0.00187573	0.000266253	0.000853741	0.000937811	0.000573715	0.000683527	0.00431006	0.00183876	0.00162394	0.000460854	0.00130367	0.00147221	0.00137355	0.000920181	0.000701068	0.000544471	0.00146756	0.00147023	0.00167014	0.000432154	0.00141003	0.00122958	0.000841505	0.001220865	-0.03019834	0.142866	0.108304	0.103566	0.192871	0.180464	0.271929	0.05166003	-6.708196	0.998499	0.999616	1.00038	1.0015	0.346842	0.148842	0.160723	0.343593	0.0214617	2.40708
2190	0	-7161.886	-7436.464	274.5774	0.5399936	664626.3	0.000537265	0.00235179	0.00124319	0.000874679	0.00105991	0.000717385	0.000465524	0.00108123	0.00163975	0.000479098	0.000653311	0.000712464	0.000165417	0.00127279	0.00121258	0.000672038	0.000236037	0.00114266	0.00106047	0.000275681	0.000976802	0.00126832	0.00111805	0.000187619	0.000615568	0.000240539	0.00046548	0.00051029	0.00032829	0.000244181	0.00139388	0.000548184	0.000734021	0.000821965	0.000195058	0.0021271	0.00106689	0.00178837	0.000308887	0.00033559	0.000957922	0.000613789	0.00113108	0.000437263	0.00259043	0.000603515	0.000376932	0.00037795	0.000654059	0.00223167	0.00304804	0.000401427	0.00194195	0.00131722	0.0006283031	-0.01909305	0.112715	0.109222	0.0701158	0.326248	0.158979	0.22272	0.02993565	-7.372488	0.998441	0.999601	1.0004	1.00156	0.351588	0.151259	0.155649	0.341504	0.0108426	2.76093
2191	1	-7171.734	-7440.442	268.7076	0.3254442	117181.5	0.000640065	0.000580144	0.00316119	0.00127765	0.00186009	0.00113969	0.00116968	0.000702686	0.000542166	0.00064968	0.000420362	0.00130555	0.00122742	0.00123155	0.000827148	0.00194827	0.001598	0.00117916	0.000793861	0.00124528	0.00146821	0.00198776	0.00156703	0.000796442	0.000451593	0.000827895	0.00174509	0.000315069	0.000337617	0.000280571	0.00164914	0.00123384	0.00188071	0.000588892	0.000669989	0.00130474	0.000657666	0.00342411	0.000858785	0.00120596	0.000935366	0.000438922	0.00149542	0.00037341	0.00171615	0.000740585	0.000698512	0.00117203	0.000774691	0.00146307	0.00278695	0.00162384	0.00428402	0.000980462	0.001000232	-0.1241896	0.135861	0.166377	0.188919	0.108046	0.080444	0.320352	0.1318079	-6.907524	0.996289	0.999049	1.00095	1.00372	0.349053	0.158875	0.14779	0.344282	0.007618346	17.30139
2192	0	-7145.144	-7427.884	282.7394	0.04103889	252392.4	0.000454975	0.00336345	0.000489618	0.000867183	0.000378978	0.000202498	0.000561689	0.000609801	0.000699762	0.00110116	0.000269098	0.000288836	0.000941909	0.000645151	0.00114214	0.00135915	0.00196729	0.00126894	0.000471941	0.00163007	0.000914748	0.000564013	0.000444852	0.000948558	0.00041417	0.000564731	0.000464065	0.000855245	0.000536357	0.00107506	0.000805316	0.000564557	0.000502078	0.000418173	0.000298828	0.00122005	0.000591206	0.00379496	0.000801833	0.00077542	0.00133608	0.000450033	0.000745724	0.000872572	0.000585458	0.000744366	0.000322932	0.000593022	0.00135558	0.000280169	0.000704961	9.3047e-05	0.00214854	0.000912456	0.0006094913	-0.1819719	0.114231	0.154081	0.0887562	0.330635	0.161117	0.151179	0.2289469	-7.402886	0.997471	0.999353	1.00065	1.00253	0.345917	0.157199	0.152267	0.344617	0.04697501	4.873802
2193	1	-7163.766	-7430.808	267.0422	0.2159336	405995.7	0.00204618	0.0011086	0.00348673	0.000378186	0.0019971	0.00118913	0.000779191	0.000741482	0.000905873	0.00226753	0.00137214	0.000683221	0.000333918	0.000752692	0.000256463	0.00253909	0.00121317	0.000968831	0.00119993	0.00088836	0.00208563	0.000850369	0.00182487	0.000499632	0.00111852	0.000653301	0.00121651	0.00141645	0.000786232	0.000450272	0.00130283	0.000935026	0.0013801	0.000992925	0.00201341	0.000837266	0.00201878	0.00124481	0.00052989	0.000930051	0.00136229	0.000538978	0.00196617	0.001692	0.0015297	0.00124425	0.00367729	0.000329413	0.000914269	0.00147326	0.000837408	0.000546309	0.00136998	0.00189659	0.00099717	-0.2092572	0.177249	0.158516	0.0959224	0.166178	0.103358	0.298776	0.2734666	-6.910589	0.998006	0.99949	1.00051	1.002	0.353282	0.149113	0.158734	0.338871	0.06420948	4.258976
2194	0	-7157.165	-7430.507	273.3422	0.1257191	493800.4	0.00089982	0.00371576	0.00110545	0.000953351	0.000411902	0.00055946	0.000494855	0.00218102	0.000811624	0.00160387	0.000598491	0.00100347	0.000425514	0.00142702	0.00104269	0.00121357	0.000792199	0.00061411	0.000825654	0.00145921	0.00145744	0.00050583	0.000945081	0.00125384	0.00132448	0.000590106	0.00103615	0.00131669	0.00101307	0.000765329	0.000910309	0.000524397	0.000359231	0.000433069	0.000425043	0.000568246	0.00195406	0.00388483	0.00207449	0.000426234	0.00127426	0.000791843	0.000580404	0.00251923	0.000979236	0.000853883	0.00107197	0.000392497	0.000669696	0.000706936	0.00137731	0.00134322	0.00390048	0.000560709	0.001027615	0.06083614	0.186003	0.136168	0.111475	0.262916	0.0948907	0.208547	0.06719814	-6.880515	0.998192	0.999537	1.00046	1.00181	0.347602	0.1523	0.15783	0.342268	0.1280343	0.5248449
2195	1	-7148.644	-7432.77	284.1262	0.287931	671921.6	0.000446414	0.00114076	0.00187067	0.000652974	0.00069167	0.001075	0.00111062	0.000657127	0.00233644	0.00148607	0.00069419	0.000766525	0.000757991	0.000606818	0.000904644	0.00127702	0.000815055	0.000624883	0.000548828	0.000778969	0.00134643	0.00127272	0.00164793	0.000382252	0.000549084	0.0011145	0.00172835	0.000583633	0.000575195	0.00116512	0.0017649	0.000404695	0.000724402	0.000950879	0.000950398	0.000931128	0.000388955	0.0035312	0.000615691	0.00146002	0.000434184	0.000517749	0.00161346	0.000564354	0.00170516	0.000794009	0.000999813	0.000545783	0.000872054	0.000487345	0.00189864	0.000528314	0.00235278	0.000527926	0.0009085409	-0.07740503	0.163238	0.105578	0.183199	0.153042	0.164359	0.230584	0.09192801	-7.003671	0.99845	0.999604	1.0004	1.00155	0.346231	0.150803	0.161037	0.34193	0.01452298	6.329832
2196	0	-7152.621	-7432.232	279.6117	0.4212534	186293.6	0.000415448	0.00359575	0.000254826	0.00109705	0.000216873	0.000994589	0.000712095	0.000328788	0.000400559	0.000509346	0.000781936	0.00062551	0.000345648	0.000758465	0.000599958	0.00103679	0.000301482	0.00129994	0.000772504	0.000287739	0.00040779	0.000382933	0.000555013	0.00081365	0.000724691	0.000422877	0.000358261	0.000781999	0.00136352	0.000207232	0.00115572	0.000556055	0.00128091	0.00046549	0.000322813	0.000596999	0.00177025	0.00316733	0.000678799	0.000843006	0.00125283	0.000252829	0.00313035	0.00131452	0.000545419	0.000937811	0.000781339	0.000321676	0.00105604	0.000923965	0.00054933	0.00129548	0.00173916	0.00125179	0.0006596832	-0.1940629	0.195682	0.123075	0.0701731	0.159948	0.256877	0.194245	0.3677938	-7.323751	0.997057	0.999246	1.00075	1.00295	0.350432	0.14958	0.147265	0.352723	0.173731	2.117031
2197	1	-7161.396	-7437.817	276.4215	0.2734375	46866.78	0.00164762	0.00193214	0.00180383	0.000710605	0.00176279	0.00122067	0.0011485	0.00200679	0.00073997	0.000366536	0.000958335	0.000723662	0.000543034	0.000789449	0.00141384	0.0010018	0.00360163	0.000777791	0.00112416	0.000288846	0.000524344	0.00066411	0.000559351	0.00171463	0.00106747	0.000308317	0.000950592	0.000492487	0.00118006	0.000748139	0.000684072	0.000555692	0.000513072	0.00275741	0.0014648	0.00105032	0.000772364	0.000913099	0.000430186	0.00073306	0.000255802	0.000597392	0.00100733	0.000241472	0.000593895	0.000615897	0.000918506	0.00223952	0.0024953	0.000442211	0.000863379	0.000360498	0.00241373	0.00036699	0.0008284921	-0.1226951	0.221671	0.218739	0.102436	0.111602	0.194134	0.151419	0.1258169	-7.095903	0.994135	0.998494	1.00149	1.00588	0.350081	0.15099	0.150401	0.348528	0.003121751	40.30331
2198	0	-7149.697	-7429.529	279.8322	0.2765118	9366.524	0.000564365	0.00437581	0.000897095	0.00074062	0.000681586	0.0010714	0.000742229	0.000919311	0.000566412	0.000925538	0.00180228	0.00103396	0.000328609	0.00085687	0.000552364	0.00151875	0.000502226	0.000664921	0.000762465	0.00164746	0.000961805	0.00182192	0.000270637	0.000535107	0.000416347	0.000661394	0.00102281	0.000366273	0.000458918	0.000647511	0.000542034	0.00178283	0.00116545	0.000977733	0.000860225	0.000987603	0.00349458	0.00264637	0.000776615	0.000583762	0.00137029	0.000334544	0.000516396	0.00107531	0.000828302	0.000804926	0.0010478	0.000687838	0.000330646	0.000526615	0.00126934	0.00133032	0.00230688	0.000423889	0.0008645434	-0.399367	0.21188	0.190267	0.0885889	0.146497	0.235276	0.127491	0.408285	-7.053309	0.986897	0.996615	1.00332	1.01316	0.349667	0.151858	0.155206	0.343268	0.008918019	45.78203
2199	1	-7171.747	-7442.059	270.3124	0.4054979	960512.9	0.000852882	0.000473793	0.00355628	0.00109763	0.00065254	0.000535488	0.000389279	0.00121736	0.000625323	0.00102248	0.000812716	0.00155982	0.00132736	0.000483134	0.000829353	0.0010738	0.000793002	0.00103708	0.000295661	0.000739804	0.000745926	0.000707436	0.000566457	0.00469838	0.000567218	0.00112014	0.000211819	0.000210914	0.00104837	0.000755749	0.00105659	0.000529368	0.00131134	0.00237799	0.00061447	0.0012097	0.000420826	0.00108235	0.00194357	0.000453243	0.000273761	0.00138134	0.00130071	0.000671656	0.00158711	0.000416296	0.000419839	0.000724851	0.000335977	0.00353408	0.00269225	0.00162244	0.00228819	0.000770084	0.0008325394	-0.1358281	0.13705	0.220989	0.099701	0.200721	0.130738	0.2108	0.1397724	-7.09103	0.998703	0.999668	1.00033	1.0013	0.366318	0.146238	0.144162	0.343281	0.003944336	35.43624
2200	0	-7146.674	-7429.756	283.0826	0.1102261	509672.9	0.000631283	0.00375544	0.000288337	0.000669176	0.000668336	0.00132566	0.000899491	0.000727908	0.000406333	0.000906196	0.000918387	0.000384787	0.000242348	0.000377848	0.000257192	0.000987585	0.000275615	0.00101123	0.0012119	0.00284092	0.00173256	0.000578344	0.00026159	0.00054562	0.000231343	0.000332433	0.00109575	0.0006485	0.00101358	0.000946947	0.000546817	0.000415545	0.000441347	0.000865452	0.00118405	0.000729515	0.000999626	0.00219492	0.000354962	0.00144783	0.000240131	0.000498257	0.00112867	0.0016453	0.000280323	0.000902306	0.00143994	0.00079461	0.00055844	0.000656695	0.000477787	0.00191372	0.00076821	0.000255311	0.0007418708	-0.1952099	0.203899	0.169911	0.143544	0.113775	0.231499	0.137372	0.1994385	-7.206335	0.99822	0.999545	1.00045	1.00178	0.34987	0.151088	0.153992	0.34505	0.004228575	47.16447
