Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
822	0	-7155.412	-7432.693	277.281	0.2976131	533194.8	0.000118755	0.0031407	0.000861216	0.00143496	0.000541604	0.000296274	0.000877376	0.00056579	0.00120146	0.000368122	0.00107126	0.0014534	0.000604425	0.000801135	0.000744725	0.00184073	0.000651839	0.000762504	0.000249744	0.00083269	0.00087205	0.00153678	0.000610288	0.000894692	0.000820264	0.0013107	0.000309435	0.00164952	0.000909052	0.000978279	0.000681396	0.000537017	0.000377899	0.00086701	0.000541712	0.000845456	0.000457868	0.00274171	0.0050551	0.000552016	0.000311936	0.000598031	0.000855297	0.000584968	0.00117308	0.000372119	0.00233743	0.0009311	0.000260069	0.000966422	0.000414673	0.00124575	0.00117561	0.000453192	0.0008057412	-0.1141881	0.182947	0.0967811	0.0615217	0.386512	0.0862121	0.186026	0.115754	-7.123748	0.99826	0.999555	1.00044	1.00174	0.355897	0.150397	0.156084	0.337622	0.0015659	73.9217
823	1	-7161.193	-7440.387	279.1935	0.4514734	912488.1	0.00138243	0.000356689	0.00312209	0.00168284	0.000419567	0.000833767	0.000501642	0.00371576	0.000905051	0.000551472	0.000694804	0.000653276	0.000489381	0.000614764	0.000282512	0.000939725	0.000481141	0.000539803	0.000483801	0.0006237	0.000399388	0.000497173	0.000359626	0.000439945	0.000377484	0.00115464	0.000271252	0.000580706	0.000296665	0.000606217	0.00063718	0.000931805	0.00055526	0.00104119	0.00253663	0.000961813	0.000282438	0.000389594	0.000393826	0.00106177	0.000197742	0.0014151	0.00159239	0.000982059	0.00148732	0.000429779	0.00245136	0.000552447	0.000553715	0.00116711	0.000320935	0.0016104	0.00210492	0.000398034	0.0007561698	-0.6112815	0.202012	0.193445	0.122259	0.109525	0.133219	0.23954	0.6385726	-7.187245	0.99867	0.99966	1.00034	1.00133	0.352726	0.155591	0.145662	0.346022	0.02729111	23.39856
824	0	-7145.955	-7436.711	290.7562	0.4896754	357836.4	0.000268165	0.00446749	0.000976351	0.00153117	0.000267041	0.000874806	0.00091885	0.000370148	0.00119831	0.000334126	0.000583232	0.000325612	0.000545089	0.000779456	0.000410966	0.000860573	0.00032028	0.000783705	0.00043097	0.00076854	0.000623189	0.000363074	0.000390017	0.000685208	0.000989023	0.000223453	0.000460926	0.000848704	0.000335668	0.000319924	0.000448548	0.000438261	0.000719731	0.000693228	0.000423194	0.000490513	0.00150339	0.00250239	0.0017533	0.000857212	0.000397649	0.00103874	0.000307535	0.000599211	0.000189919	0.000187779	0.000704853	0.000465702	0.00171932	0.000233819	0.00057251	0.00086063	0.00051909	0.00118663	0.000705586	-0.1335942	0.241333	0.189683	0.0895946	0.159029	0.113726	0.206635	0.1537247	-7.256482	0.997876	0.999456	1.00054	1.00213	0.354749	0.147762	0.15728	0.340209	0.02013053	7.636397
825	1	-7153.367	-7435.567	282.2001	0.2852309	469356.4	0.000444102	0.000433502	0.00224508	0.0024867	0.000426159	0.00190429	0.000349737	0.000681616	0.000948691	0.000882901	0.00133614	0.000755594	0.000289728	0.000416204	0.000922813	0.000655915	0.000591825	0.00111699	0.000523719	0.00167562	0.00108105	0.000707636	0.000613769	0.00181187	0.00104945	0.000296377	0.000747779	0.00114215	0.000682678	0.000137116	0.00174856	0.000693108	0.000318143	0.000399708	0.00089526	0.000766822	0.0013066	0.000773381	0.00109067	0.000547778	0.000338412	0.00107739	0.000243391	0.000474437	0.00194883	0.000926144	0.00126262	0.00204004	0.00111489	0.000655134	0.000467181	0.00067307	0.00131532	0.00054011	0.0007019434	-0.2920919	0.170407	0.180073	0.119197	0.211697	0.146109	0.172518	0.3181637	-7.261658	0.998145	0.999525	1.00047	1.00186	0.349343	0.157354	0.154831	0.338472	0.02607178	12.20337
826	0	-7156.768	-7438.263	281.4945	0.6118903	996951.6	0.000472487	0.00562997	0.000866313	0.0011245	0.000722971	0.00108343	0.000491564	0.00222157	0.001849	0.000608024	0.000291977	0.00201703	0.000644551	0.000811015	0.000659209	0.00134842	0.000455061	0.000874578	0.000743258	0.000522789	0.000323626	0.00138268	0.000653721	0.000493843	0.000678939	0.000558818	0.000725949	0.00113894	0.000495824	0.00113207	0.000673349	0.00148548	0.000425946	0.000744838	0.000721814	0.00156104	0.000949708	0.00176951	0.000851966	0.00184123	0.000667296	0.000500742	0.00066057	0.00108706	0.000920006	0.00127027	0.000578262	0.001049	0.0020375	0.00104149	0.000471992	0.00143077	0.00110285	0.00152974	0.0008739672	-0.1340714	0.131757	0.242484	0.0995042	0.157864	0.138295	0.230097	0.1550656	-7.042468	0.998727	0.999675	1.00032	1.00127	0.356951	0.148679	0.152049	0.342321	0.02099418	7.386124
827	1	-7151.461	-7427.428	275.9673	0.1329425	625013.7	0.00108503	0.000763618	0.00261689	0.00204001	0.000894981	0.00177363	0.00204764	0.000770803	0.000939793	0.00022082	0.00117083	0.000508481	0.000550743	0.000229013	0.000927483	0.000751102	0.000242032	0.000938005	0.000384438	0.000696654	0.00117541	0.00111138	0.00064774	0.000753815	0.000303025	0.000769869	0.000991307	0.000341064	0.000430101	0.00073137	0.00121505	0.000758955	0.000669636	0.00110524	0.00211702	0.00140405	0.000630891	0.000868139	0.000528264	0.000535767	0.000356936	0.000390684	0.0013586	0.00094916	0.00157423	0.000137411	0.000906841	0.00097671	0.000374141	0.00110562	0.000659512	0.00121035	0.00383329	0.000633843	0.0009073155	0.0481383	0.17291	0.168771	0.0853117	0.260924	0.0916471	0.220436	0.09115612	-7.00502	0.998393	0.999589	1.00041	1.00161	0.355011	0.150906	0.158394	0.335689	0.1392944	0.6544133
828	0	-7150.251	-7445.448	295.1969	0.4128716	180562.2	0.000434092	0.00206849	0.000874292	0.00048748	0.000563487	0.00034309	0.000961712	0.0003371	0.000526048	0.000553761	0.00109052	0.0010019	0.00022329	0.00041101	0.000350454	0.00129506	0.000694133	0.00124228	0.00203252	0.000860807	0.00085379	0.000595599	0.000555457	0.000250258	0.000852251	0.00210864	0.000361892	0.000399547	0.000609992	0.00111931	0.000664887	0.000413885	0.000489569	0.000771814	0.000530754	0.000573686	0.000661049	0.00233211	0.00159399	0.00126162	0.000577834	0.000393337	0.000516815	0.00196423	0.000535072	0.00039823	0.000560336	0.000601043	0.00057148	0.000507515	0.000475635	0.00033505	0.00124149	0.000522963	0.00073182	0.07146872	0.136845	0.260565	0.128717	0.158476	0.125532	0.189866	0.01101477	-7.219976	0.99701	0.999234	1.00076	1.00299	0.339629	0.163794	0.161424	0.335153	0.08248349	0.1335391
829	1	-7146.122	-7431.626	285.5041	0.1795544	177949.1	0.000814267	0.00144763	0.00338629	0.000444126	0.000937624	0.000477314	0.000367946	0.00029757	0.000301191	0.000823389	0.0011519	0.000788939	0.000381918	0.000659874	0.00127899	0.000658846	0.000825043	0.00176398	0.000867	0.00121553	0.00107907	0.000578909	0.000296305	0.00146198	0.000500482	0.00100316	0.000260916	0.000401383	0.000768064	0.000464275	0.00306019	0.000727332	0.000787767	0.000652262	0.00043979	0.000713733	0.000449903	0.00172904	0.000908121	0.000462458	0.000481508	0.000724758	0.000569117	0.00049079	0.00129819	0.00149586	0.000749478	0.000509349	0.000779908	0.000871808	0.00066694	0.000170526	0.00243143	0.000415347	0.0008178675	-0.3435888	0.157969	0.16146	0.131923	0.184012	0.121723	0.242914	0.3482714	-7.10881	0.996988	0.999229	1.00077	1.00301	0.343943	0.161144	0.149712	0.345202	0.00468262	74.37533
830	0	-7149.658	-7433.805	284.1469	0.4582336	566063.9	0.00115104	0.00344876	0.000846761	0.00100285	0.00119112	0.000481085	0.00296418	0.000698558	0.000870708	0.000451181	0.000595458	0.000372986	0.00172188	0.000534207	0.000285643	0.000526177	0.00122763	0.00122909	0.000667378	0.00104595	0.000624748	0.000491108	0.00100688	0.000412335	0.000430046	0.000603272	0.0012729	0.000562628	0.000397082	0.00022196	0.000649174	0.000834433	0.000464104	0.0011466	0.00159308	0.000813905	0.000454113	0.0040103	0.00168857	0.00166587	0.00128835	0.000566347	0.000510068	0.00147822	0.000423707	0.00073294	0.000420141	0.000752225	0.000612398	0.000543736	0.000539165	0.00122513	0.0011766	0.000444198	0.0007515982	-0.05746435	0.140845	0.214813	0.136482	0.126435	0.168718	0.212708	0.06957578	-7.193309	0.998311	0.999568	1.00043	1.00169	0.349044	0.156721	0.149556	0.344678	0.01211143	5.744637
831	1	-7162.059	-7441.8	279.7406	0.2002851	77350.51	0.00196637	0.000839374	0.00279631	0.000856901	0.000532964	0.00167612	0.00106225	0.000621262	0.00117371	0.00129046	0.000791904	0.000920789	0.00027009	0.00106251	0.00113241	0.000853466	0.000593552	0.000531909	0.000677465	0.000364905	0.00256515	0.00120589	0.000694864	0.00122831	0.000696515	0.000811296	0.000547307	0.000625859	0.000360941	0.000490379	0.00187473	0.000746803	0.000440538	0.00128708	0.000958382	0.000302473	0.000601373	0.000854522	0.00059969	0.00138871	0.000677714	0.00106979	0.000762685	0.00264436	0.00151345	0.000877902	0.00166585	0.000492033	0.000996663	0.00183177	0.00199061	0.000724391	0.00231676	0.000890276	0.0009921859	-0.04429238	0.229895	0.0855891	0.0999175	0.214166	0.184503	0.185928	0.07733434	-6.9156	0.995433	0.998829	1.00116	1.00457	0.346393	0.151444	0.154503	0.34766	0.03304195	2.340489
832	0	-7154.167	-7438.761	284.5932	0.4085889	577841.1	0.000427176	0.00213945	0.00119418	0.000927843	0.000423596	0.00024103	0.000563025	0.00104754	0.000897686	0.00113539	0.000122902	0.000291547	0.000558847	0.000760724	0.00138014	0.00121415	0.00107551	0.000579703	0.000453343	0.000440898	0.00130591	0.000749227	0.00139846	0.000933157	0.00115387	0.00134548	0.000970395	0.000823705	0.000725912	0.000418433	0.000291093	0.00159069	0.000331496	0.000872989	0.000613953	0.00071427	0.000539324	0.00269875	0.00136995	0.000362408	0.000247388	0.000471396	0.000953656	0.00101574	0.000553683	0.00102904	0.000439029	0.000297572	0.000308445	0.000581448	0.000208218	0.00135117	0.00127022	0.000387177	0.0006401748	-0.448845	0.16055	0.108144	0.0773476	0.25154	0.13646	0.265958	0.5114818	-7.353769	0.998328	0.999572	1.00043	1.00167	0.349806	0.149034	0.151383	0.349776	0.06263679	8.165837
833	1	-7152.634	-7444.04	291.4062	0.4986796	946177.8	0.000344744	0.000794992	0.00272771	0.000454491	0.000856008	0.000759616	0.000484604	0.000584036	0.000368263	0.00054544	0.000769986	0.000684079	0.000558831	0.000288549	0.000637019	0.00037909	0.000659528	0.000943448	0.000180389	0.000756969	0.000393055	0.000747517	0.000229756	0.0011368	0.000480112	0.000657317	0.000291246	0.000470406	0.00077131	0.000505749	0.000579264	0.00114894	0.00063814	0.00113045	0.00120512	0.000352507	0.00105821	0.000631591	0.000404506	0.000744667	0.000875144	0.000568721	0.00125834	0.00139816	0.00151896	0.000388895	0.000884593	0.000868412	0.00105945	0.00114216	0.00029504	0.000402358	0.00603587	0.000847454	0.0007104807	-0.1804226	0.297232	0.232884	0.0683996	0.0693542	0.18856	0.14357	0.1881525	-7.249569	0.998694	0.999666	1.00033	1.00131	0.359738	0.14524	0.153947	0.341076	0.007729881	24.34093
834	0	-7145.393	-7438.962	293.5698	0.3446542	771586.5	0.00169564	0.00216893	0.000870104	0.00120276	0.00037512	0.000456523	0.00037998	0.000322885	0.000531947	0.000465986	0.000469021	0.000563858	0.000892352	0.000566859	0.0012295	0.000759768	0.00100735	0.000553261	0.000700296	0.00117024	0.000260567	0.000489161	0.000541143	0.00219196	0.000406502	0.000797477	0.000524608	0.0004239	0.000720824	0.000688189	0.000746708	0.000478554	0.00116984	0.000842171	0.000438997	0.00085879	0.000892162	0.0034388	0.00146761	0.000701617	0.000366542	0.000565086	0.000521576	0.000886163	0.00079438	0.000389163	0.000828923	0.000947348	0.000900923	0.000660383	0.000986393	0.000330629	0.000967855	0.000714647	0.0007913067	-0.3362357	0.205567	0.213014	0.0327886	0.308892	0.123465	0.116274	0.3845146	-7.141825	0.998553	0.99963	1.00037	1.00145	0.347778	0.151179	0.153295	0.347748	0.0482789	7.964444
835	1	-7167.771	-7441.024	273.2533	0.5391882	763548.8	0.00411262	0.000695277	0.00381961	0.000550317	0.00035541	0.00107502	0.000339591	0.00139004	0.000593671	0.00176214	0.00137889	0.000496912	0.00118019	0.000172701	0.000383825	0.00117968	0.000554506	0.00134303	0.00105516	0.000464863	0.000488501	0.000636703	0.00156579	0.000588298	0.000497534	0.00112685	0.000541765	0.000508333	0.000257786	0.000755144	0.000335552	0.00166181	0.000520992	0.000759181	0.00127151	0.000570208	0.000244857	0.000693477	0.000431082	0.000519616	0.000668796	0.00156023	0.00111061	0.000495749	0.0016614	0.000265776	0.00226938	0.000700399	0.000313267	0.0016572	0.00029025	0.000965519	0.00171168	0.000446444	0.0008987858	-0.1699831	0.115695	0.207945	0.0825406	0.19034	0.19159	0.21189	0.2256462	-7.014466	0.998546	0.999628	1.00037	1.00146	0.356297	0.14744	0.156832	0.339431	0.05566307	4.053786
836	0	-7150.853	-7434.392	283.5391	0.3846175	616751.9	0.000677656	0.00346795	0.000981626	0.000452545	0.000396585	0.000494997	0.000611137	0.00130516	0.000447924	0.000462528	0.000806994	0.000395338	0.00067635	0.000458374	0.000734619	0.00164683	0.000876965	0.0011057	0.000846225	0.00150481	0.000794781	0.00107128	0.00064793	0.0013358	0.000299267	0.000396376	0.00136652	0.000677641	0.000372373	0.000393536	0.00079774	0.00184018	0.000764746	0.000644969	0.00140426	0.000868522	0.00120196	0.00317388	0.00207713	0.000805083	0.000779484	0.000393494	0.000744498	0.00146315	0.000275681	0.00047211	0.000650262	0.00133662	0.000639064	0.00187062	0.000452348	0.00137239	0.00143553	0.00101196	0.0007403264	-0.08324471	0.222051	0.228602	0.0801844	0.0917307	0.101281	0.276151	0.08634695	-7.208419	0.998382	0.999586	1.00041	1.00162	0.354932	0.146382	0.159675	0.339011	0.003102239	27.83375
837	1	-7142.544	-7433.616	291.0721	0.1918391	38182.76	0.00115555	0.000388389	0.00333779	0.000613065	0.000878282	0.00084444	0.000546866	0.000683548	0.000377032	0.000763467	0.000783165	0.000230215	0.000370502	0.000807166	0.00024702	0.000382273	0.000989094	0.000784077	0.00100172	0.000601242	0.000817009	0.000281792	0.00061561	0.000736493	0.000442972	0.00123717	0.000652155	0.000527777	0.000376743	0.000638074	0.00112741	0.000318133	0.0005483	0.000796632	0.000332689	0.000374391	0.000256047	0.000622674	0.000830201	0.000306283	0.000292377	0.000395577	0.00162702	0.000705939	0.000676011	0.000890193	0.000769969	0.00054138	0.000493529	0.00224802	0.000305864	0.000796506	0.00643859	0.000405149	0.0007122574	-0.1293234	0.22126	0.145471	0.101091	0.247692	0.160801	0.123685	0.1432409	-7.247071	0.993502	0.998331	1.00165	1.00651	0.35091	0.141796	0.163734	0.34356	0.01391749	10.29215
838	0	-7163.779	-7429.165	265.3865	0.4205728	158004.8	0.00117366	0.00418179	0.000818464	0.00205133	0.000419237	0.000675467	0.00056273	0.00226287	0.00140064	0.00127596	0.000710651	0.0010374	0.000321377	0.0009813	0.00140179	0.000991163	0.000747833	0.00121848	0.0008694	0.000820034	0.000372623	0.000880604	0.00112413	0.00148784	0.00098134	0.00108559	0.000126348	0.00368406	0.000477378	0.000446018	0.000767727	0.000589396	0.000586645	0.000501199	0.000728599	0.0017603	0.000911069	0.00586062	0.0026575	0.000443262	0.000841831	0.000557257	0.0010422	0.0011516	0.00151858	0.000901965	0.00125335	0.000891137	0.000741834	0.00060807	0.0010958	0.000699102	0.00121073	0.00118072	0.0008135351	-0.597589	0.246314	0.162324	0.0880564	0.218217	0.118409	0.16668	0.6016317	-7.114122	0.996804	0.999181	1.00081	1.0032	0.351119	0.154695	0.15151	0.342676	0.00404267	148.8204
839	1	-7160.196	-7431.148	270.9513	0.4158259	485546.6	0.000178	0.00061551	0.00315778	0.00111016	0.00109313	0.00117018	0.000307508	0.000557501	0.000368232	0.000725892	0.00124314	0.00101875	0.00119216	0.000314751	0.000800995	0.000672494	0.00033761	0.00137746	0.00333315	0.000975303	0.000954677	0.000573967	0.000642661	0.00134071	0.00156704	0.000279316	0.000568279	0.000473033	0.000283451	0.000444836	0.00270079	0.000269152	0.000742681	0.000295694	0.00051884	0.00078263	0.0022528	0.000354983	0.00041118	0.000775099	0.000549671	0.000433446	0.000766803	0.000801715	0.00207325	0.000359846	0.00213909	0.000570095	0.000750156	0.000533098	0.000646517	0.00424733	0.00306612	0.000851166	0.0008713924	-0.09681818	0.191037	0.0840696	0.0594576	0.274779	0.160622	0.230036	0.1020119	-7.045418	0.998176	0.999533	1.00047	1.00182	0.352668	0.155537	0.159732	0.332063	0.005193723	19.64138
840	0	-7157.357	-7435.884	278.5268	0.7662536	958273.5	0.000907544	0.00318688	0.000663825	0.000870998	0.000181813	0.000166653	0.000351496	0.000405644	0.000319604	0.00097841	0.000644753	0.000246684	0.000344387	0.00103922	0.000779495	0.000529526	0.000236389	0.00140221	0.000425707	0.000501406	0.000268694	0.000283856	0.00111735	0.000402283	0.00148085	0.000825466	0.000982724	0.000160206	0.000309963	0.000232465	0.00033702	0.000664051	0.00111532	0.000793479	0.000771333	0.00087019	0.00117215	0.00137323	0.000257046	0.000884554	0.000553403	0.000374836	0.000206102	0.00564362	0.000327233	0.000412931	0.0019421	0.0005567	0.000632902	0.00089895	0.00077229	0.00109901	0.000598486	0.00226484	0.0006835983	0.05772442	0.219566	0.135131	0.105984	0.159356	0.0716782	0.308285	0.1167061	-7.28814	0.998702	0.999668	1.00033	1.0013	0.362768	0.150913	0.15202	0.334299	0.1744305	0.6690693
841	1	-7155.184	-7442.875	287.6916	0.5056813	403405.5	0.000731528	0.00073988	0.0056803	0.000602981	0.000116213	0.00139654	0.000255101	0.00130011	0.0010086	0.00207126	0.00121387	0.000644432	0.000512921	0.000207475	0.000379638	0.0011709	0.000200907	0.00100199	0.000236741	0.000798536	0.000902705	0.00063968	0.00131866	0.000485941	0.000869069	0.000558754	0.00042669	0.000768338	0.000605271	0.000592296	0.00127124	0.000547306	0.000463239	0.000324122	0.000317368	0.000626943	0.000457115	0.00141923	0.00039705	0.000782267	0.000553098	0.00114962	0.00122346	0.000741134	0.000576217	0.00105585	0.000739279	0.000368689	0.000373813	0.000511177	0.000309049	0.00102451	0.00140666	0.000212801	0.0006523244	0.02757002	0.130267	0.155255	0.0890552	0.294377	0.172078	0.158967	0.006739459	-7.334969	0.997999	0.999488	1.00051	1.002	0.35479	0.157471	0.147265	0.340475	0.03430948	0.1964314
842	0	-7131.939	-7435.788	303.8489	0.7626803	95061.89	0.00035923	0.00346832	0.000499444	0.00110159	0.000646165	0.000606859	0.000567553	0.000453459	0.000503621	0.000635623	0.000528932	0.000734017	0.000669531	0.000399154	0.000494675	0.000843751	0.000416436	0.00101898	0.000459559	0.00139267	0.000232522	0.000518161	0.000775402	0.000630474	0.000423985	0.000209388	0.000707398	0.000663605	0.000674779	0.00103692	0.00103572	0.000223992	0.000441673	0.000569785	0.000458322	0.000741478	0.000526379	0.00170646	0.000344737	0.000479054	0.000747544	0.000969405	0.000795333	0.000671353	0.000335889	0.000302164	0.000632362	0.000562508	0.000595025	0.000344826	0.000748427	0.000490029	0.000703002	0.00241936	0.0005835858	0.03506997	0.181015	0.111405	0.0873758	0.0607053	0.155128	0.40437	0.03229721	-7.446319	0.99588	0.998944	1.00105	1.00413	0.351512	0.149885	0.155808	0.342795	0.06736718	0.4794206
843	1	-7145.943	-7435.575	289.6326	0.2919261	531912.1	0.000681682	0.000669743	0.0018043	0.000667062	0.000494405	0.000442262	0.000710033	0.000927645	0.000239623	0.00058022	0.000924598	0.000578987	0.000685032	0.0013478	0.000817631	0.000613731	0.000593011	0.000624585	0.00260103	0.000309185	0.00059543	0.000828581	0.000226652	0.000482899	0.000538159	0.000417382	0.000940984	0.000502571	0.000284633	0.00150053	0.000576738	0.000536784	0.00106169	0.000324907	0.000278688	0.0012493	0.00229179	0.000948658	0.000306982	0.00112322	0.00124678	0.00090791	0.0018921	0.00076993	0.000913334	0.000916566	0.000835423	0.00026877	0.000788492	0.00134871	0.000278799	0.000455773	0.00164608	0.00154432	0.0006483418	-0.06275293	0.19656	0.11106	0.102038	0.164703	0.19359	0.232048	0.09947744	-7.341093	0.998258	0.999554	1.00044	1.00174	0.360908	0.14912	0.153893	0.336078	0.0367245	2.708748
844	0	-7154.41	-7438.547	284.1373	0.8366323	211018.3	0.00115906	0.00287687	0.000753598	0.000605487	0.000857512	0.00056208	0.00106417	0.000605655	0.000554185	0.000638633	0.000557188	0.00211494	0.000820579	0.000820307	0.00112517	0.000608754	0.000766238	0.00140569	0.00175728	0.000404258	0.00141707	0.000593325	0.000465948	0.000603789	0.000134207	0.000314074	0.00132054	0.00119236	0.000482851	0.00137213	0.000475458	0.000806558	0.000326772	0.00040459	0.000311835	0.00093869	0.00112696	0.00329364	0.000495221	0.000993227	0.000917123	0.000745732	0.000955251	0.000615926	0.000805761	0.000646851	0.000521513	0.000723611	0.000410778	0.00134331	0.00126369	0.000642635	0.000959637	0.00300179	0.0008193486	-0.02057411	0.1963	0.191906	0.131627	0.197852	0.0932815	0.189033	0.06314443	-7.107001	0.997234	0.999292	1.00071	1.00277	0.358288	0.148199	0.150279	0.343234	0.04257032	1.483297
845	1	-7145.74	-7444.089	298.3492	0.3860526	755085.9	0.000342663	0.00056387	0.00114069	0.000701178	0.000352204	0.000675573	0.000371836	0.000765135	0.000699075	0.000548325	0.00227495	0.000265227	0.000667525	0.000327453	0.000164006	0.000318548	0.000338763	0.000288322	0.000750378	0.000297395	0.000258708	0.000587645	0.000750131	0.00119194	0.000708925	0.00102978	0.000464975	0.000262344	0.000236459	0.00038667	0.00106344	0.00065016	0.000680254	0.000591316	0.000255276	0.000591007	0.000699554	0.000439002	0.000393738	0.000679789	0.000930753	0.00120885	0.000846568	0.000603783	0.000766522	0.000528064	0.0016837	0.000600836	0.000381801	0.000353436	0.000474997	0.000449479	0.00376599	0.000785098	0.000482432	-0.290943	0.159337	0.14999	0.125197	0.200467	0.087119	0.27789	0.3623242	-7.636671	0.998538	0.999626	1.00037	1.00146	0.337522	0.151273	0.158367	0.352838	0.07138119	5.075906
