Iteration	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
11630	-7152.96	-7431.013	278.0527	0.1850872	740493.8	0.00138628	0.000460099	0.00256182	0.00284382	0.000570355	0.000846774	0.000418374	0.000427498	0.000750048	0.000547774	0.00128381	0.000688963	0.00104484	0.000481261	0.000573405	0.00097304	0.00145767	0.000627948	0.000970246	0.00036414	0.000620045	0.000326601	0.00128231	0.000795509	0.000289103	0.000155359	0.000741275	0.000154186	0.000907117	0.000388272	0.000340659	0.000993656	0.000985543	0.000475651	0.00121655	0.000421863	0.000526878	0.000506681	0.00231756	0.000598467	0.000529235	0.000966782	0.000929013	0.000346101	0.00135204	0.000390429	0.00036748	0.00161458	0.00137679	0.000589422	0.000646458	0.00126687	0.00374123	0.00281103	0.0006483597	-0.01808781	0.237518	0.204114	0.147217	0.116498	0.110307	0.184346	0.05836373	-7.341065	0.998523	0.999622	1.00038	1.00148	0.34235	0.157323	0.16047	0.339858	0.04027593	1.449097
11640	-7164.978	-7436.191	271.2135	0.1881434	550555.4	0.000406813	0.000863846	0.00273888	0.00225641	0.000323667	0.0027748	0.000625239	0.000561484	0.000316752	0.000962667	0.000858579	0.000721896	0.000825851	0.00126727	0.00121405	0.00112533	0.000583952	0.000994466	0.00112784	0.000820844	0.00130852	0.000849495	0.000506201	0.00154333	0.0012149	0.00107908	0.000739468	0.000195437	0.00133146	0.000512714	0.0021862	0.00127903	0.000547929	0.000956207	0.00093786	0.000836084	0.00114407	0.00156198	0.00322735	0.000266413	0.000684186	0.000589053	0.00237745	0.00065746	0.00110499	0.000337486	0.000786261	0.000783694	0.000792908	0.000989072	0.000340619	0.000735388	0.00222596	0.00104021	0.001028535	-0.6108858	0.148166	0.092741	0.179954	0.177653	0.192361	0.209124	0.7107144	-6.879619	0.998287	0.999562	1.00044	1.00171	0.353258	0.150965	0.152676	0.3431	0.0998286	7.119347
11650	-7142.236	-7428.063	285.8272	0.328627	500449	0.000574949	0.000362786	0.00282143	0.000506119	0.000818075	0.00256152	0.000632249	0.000744326	0.00055376	0.00125123	0.00151626	0.000550482	0.00102305	0.000240328	0.000306842	0.000889735	0.00044932	0.000499669	0.000492305	0.000384442	0.000636775	0.000386515	0.000656082	0.00103682	0.000287202	0.000392966	0.000691077	0.000691057	0.000698697	0.000190552	0.000509941	0.000766652	0.000526157	0.000789116	0.000282653	0.000720472	0.0010232	0.000991651	0.000337563	0.000872881	0.000506251	0.000707623	0.000941795	0.000464125	0.00176439	0.000154707	0.00155165	0.000513933	0.00126196	0.000689965	0.000502842	0.000480821	0.00313202	0.000766213	0.0005242034	0.08566628	0.244999	0.123167	0.129296	0.185899	0.101778	0.21486	0.1160553	-7.553631	0.998204	0.99954	1.00046	1.0018	0.353258	0.150965	0.152676	0.3431	0.2017216	0.5753241
11660	-7160.41	-7439.29	278.8802	0.5108263	267871.6	0.00210333	0.000514839	0.0031508	0.000521224	0.000908326	0.00119925	0.000263813	0.00194532	0.000314145	0.000905635	0.00048529	0.000921541	0.000443718	0.000168514	0.000700601	0.000854652	0.000368407	0.000710742	0.000529962	0.000466939	0.0012304	0.000325874	0.00080718	0.000704347	0.000233059	0.000422615	0.000979515	0.000280535	0.00159175	0.000881521	0.000323886	0.000869559	0.000544182	0.00180912	0.000606385	0.000601588	0.000517991	0.000951256	0.000921338	0.000351399	0.00036862	0.000510267	0.00135104	0.000568287	0.00210309	0.00237939	0.000616888	0.00113734	0.000736755	0.000526006	0.000752481	0.000267182	0.00190686	0.00226634	0.0007126628	-0.3988042	0.278008	0.142185	0.156777	0.141878	0.0720398	0.209112	0.4642658	-7.246502	0.997545	0.999372	1.00063	1.00246	0.352336	0.150571	0.155511	0.341582	0.06546161	7.092184
11670	-7150.243	-7424.205	273.9623	0.3583418	437862	0.00120659	0.000677147	0.00580558	0.00033928	0.000738251	0.00133427	0.000106975	0.0017466	0.000614302	0.000117327	0.000515267	0.00088426	0.000569701	0.00103394	0.000287011	0.000515719	0.000721148	0.000866218	0.000660471	0.000398191	0.000437508	0.000226083	0.00242599	0.00102294	0.000595974	0.000421615	0.000847804	0.00079357	0.000449518	0.00115717	0.00101509	0.00126765	0.000599696	0.000893	0.000400002	0.000515834	0.000351191	0.000553285	0.00139145	0.00127648	0.000477908	0.000678663	0.000447551	0.000966436	0.00250112	0.000176231	0.00154424	0.000250998	0.000895387	0.000388982	0.00019754	0.00114271	0.0024998	0.00169386	0.0006974392	-0.02918742	0.0998653	0.2645	0.147456	0.148569	0.124216	0.215393	0.03653978	-7.268095	0.99808	0.999509	1.00049	1.00192	0.353961	0.151265	0.151617	0.343157	0.007352363	4.969801
11680	-7143.362	-7433.403	290.0416	0.6336329	125216.4	0.000938107	0.000785698	0.00466571	0.00102587	0.00052287	0.000735098	0.000646646	0.001145	0.000721004	0.000973228	0.000663252	0.000724095	0.00042461	0.000291286	0.00059327	0.00172112	0.00135927	0.00055912	0.00066583	0.0010909	0.000882013	0.00042363	0.00042847	0.000674444	0.000570969	0.00105575	0.00110564	0.000497551	0.000645118	0.000822745	0.000301585	0.000366007	0.000483635	0.000664332	0.00077683	0.000727737	0.00125089	0.000499675	0.000509078	0.000426911	0.000915167	0.00110351	0.000667662	0.000885633	0.00108655	0.00111608	0.000915846	0.000770544	0.000850143	0.00140726	0.000619211	0.00113864	0.00279039	0.00219042	0.0007997432	0.02182137	0.0980751	0.178112	0.0845166	0.11291	0.180428	0.345958	0.06442631	-7.13122	0.99641	0.99908	1.00092	1.00359	0.346775	0.154915	0.16212	0.336191	0.08624768	0.7469918
11690	-7157.23	-7431.453	274.2229	0.3659329	643675.1	0.00039788	0.00063739	0.00256405	0.000481296	0.000733143	0.00237783	0.000708832	0.00075779	0.000250423	0.000721642	0.000673778	0.000476886	0.00164755	0.00152884	0.000281358	0.00297739	0.000370302	0.00131912	0.00128326	0.00195691	0.00138909	0.00050691	0.000697639	0.000327102	0.00100191	0.00113495	0.00187127	0.00160322	0.00107	0.000407124	0.000906887	0.000476348	0.000421889	0.000860669	0.000429477	0.000297176	0.000664488	0.000738447	0.00100069	0.00257779	0.000698693	0.000379725	0.00123726	0.000839925	0.000981975	0.000263925	0.000656111	0.000466342	0.000854674	0.000287444	0.00072764	0.000702753	0.00286474	0.00283643	0.0007257968	0.08087989	0.297687	0.105218	0.0606988	0.151227	0.17293	0.212239	0.007587844	-7.22824	0.998416	0.999595	1.0004	1.00158	0.356437	0.146123	0.160362	0.337078	0.08846773	0.08576962
11700	-7170.177	-7431.883	261.7066	0.3348602	182565.1	0.000570561	0.00184028	0.00498549	0.000711494	0.000573621	0.00243207	0.000830598	0.0014128	0.000531531	0.00214113	0.00323943	0.00147082	0.000558703	0.00106377	0.000284879	0.000518616	0.00101054	0.000785188	0.000976315	0.00087254	0.000891089	0.000934982	0.000673244	0.00137929	0.00221883	0.000283555	0.000816674	0.00105157	0.000998772	0.000338111	0.00167966	0.00227418	0.000917988	0.00125929	0.00289609	0.00161063	0.000941371	0.00106825	0.000798784	0.00214371	0.000877404	0.0006549	0.000569553	0.000656128	0.00130816	0.000717033	0.000915441	0.00135751	0.00509345	0.00053997	0.000398516	0.00232242	0.00336266	0.00127253	0.001013157	-0.004352897	0.191968	0.149542	0.184777	0.0830864	0.15151	0.239118	0.03089732	-6.894684	0.997027	0.999239	1.00076	1.00298	0.342406	0.155032	0.158589	0.343973	0.02654442	1.163985
11710	-7173.549	-7444.79	271.2409	0.235659	678668.7	0.000409103	0.000777426	0.00270912	0.00104832	0.000564154	0.000714651	0.000634619	0.00207757	0.000697585	0.00120291	0.000554565	0.000830325	0.000782168	0.000476516	0.000615409	0.000375182	0.00224219	0.00150873	0.000398995	0.00023854	0.000368985	0.000460452	0.0007983	0.000887844	0.00164885	0.000282631	0.00110379	0.000680555	0.000426247	0.000428777	0.00199365	0.00150876	0.000688454	0.000604739	0.001535	0.000339551	0.00214236	0.000584976	0.000489861	0.00138512	0.000456574	0.00102241	0.000370147	0.000555518	0.00133824	0.000379158	0.000719927	0.00293776	0.00171047	0.00160929	0.00172312	0.000426577	0.000676846	0.00131639	0.0008536843	0.4464717	0.172593	0.176802	0.141928	0.14963	0.109571	0.249475	0.1396128	-7.065949	0.998457	0.999605	1.00039	1.00154	0.349455	0.146235	0.148299	0.356011	0.5860845	0.2382128
11720	-7129.343	-7432.486	303.1433	0.3294686	761288.1	0.000403281	0.000358621	0.0019884	0.000155852	0.000282827	0.000942371	0.000732107	0.000918122	0.000313704	0.000815659	0.000814975	0.000242726	0.00059434	0.000796615	0.00126351	0.000356654	0.000556013	0.000458341	0.00036053	0.000765607	0.000682317	0.000378707	0.000935671	0.000360997	0.000775736	0.000585387	0.000448839	0.00101164	0.000381297	0.000924196	0.00111426	0.000203155	0.000324558	0.000394626	0.000409078	0.000586762	0.000299352	0.000663948	0.000216863	0.00082746	0.000278717	0.000514619	0.000835989	0.000210682	0.00182086	0.000255234	0.000300817	0.000593694	0.000417244	0.000937431	0.000362684	0.000439057	0.000510679	0.00222691	0.0005892506	0.07938359	0.160604	0.197118	0.119194	0.203548	0.154079	0.165457	0.06341609	-7.436659	0.998544	0.999628	1.00037	1.00146	0.355219	0.156765	0.156386	0.33163	0.1427997	0.4440912
11730	-7158.036	-7434.319	276.2829	0.3563201	456753.3	0.00143025	0.00056442	0.00248675	0.000558352	0.000434247	0.00187679	0.000510107	0.000463941	0.000886637	0.000403667	0.00222761	0.000421906	0.00122158	0.00107437	0.000756175	0.000517965	0.000492509	0.00164318	0.00134006	0.000410831	0.00175603	0.000212656	0.000689374	0.0011984	0.000601551	0.00110759	0.000474587	0.000691994	0.000938446	0.00232683	0.00145119	0.00113147	0.00102846	0.000827277	0.000758738	0.000672781	0.000704403	0.00084168	0.000585152	0.00103757	0.000752075	0.000642321	0.00128054	0.00136249	0.000739143	0.000508493	0.000735782	0.000907964	0.00210922	0.00438673	0.00113572	0.000778771	0.000764056	0.00229678	0.000893659	0.07200176	0.24543	0.178094	0.105828	0.153017	0.139991	0.17764	0.143423	-7.020186	0.99812	0.999519	1.00048	1.00188	0.35033	0.152831	0.159537	0.337302	0.2154247	0.6657683
11740	-7152.301	-7428.026	275.7248	0.2284636	929629.5	0.00164096	0.00136551	0.00456677	0.000489297	0.000654605	0.000904975	0.000462042	0.000585213	0.000544702	0.000557518	0.000789742	0.00141146	0.000209974	0.000378625	0.000782441	0.00146618	0.000578305	0.000897741	0.000250128	0.000509361	0.00074219	0.00122563	0.000753606	0.000803502	0.00145989	0.00112829	0.000245667	0.000476973	0.000602224	0.000726584	0.0010407	0.000378047	0.000478701	0.000454022	0.000408917	0.000931173	0.000350002	0.00155276	0.000447014	0.00118325	0.00132412	0.000971751	0.000753626	0.00134021	0.00513942	0.00169614	0.00123416	0.00183298	0.00056398	0.00101494	0.000426926	0.00139315	0.00233952	0.00102626	0.0007572161	-0.05459205	0.214761	0.143198	0.0968871	0.15691	0.207045	0.181198	0.1057946	-7.185862	0.998682	0.999663	1.00034	1.00132	0.363672	0.146403	0.151299	0.338626	0.05120254	2.066198
11750	-7155.338	-7428.2	272.8628	0.1369428	169147.1	0.00179057	0.00078104	0.00294611	0.00158666	0.00150771	0.00158289	0.000800607	0.000588964	0.000416422	0.000531352	0.00110008	0.00138868	0.00148236	0.000936564	0.00183873	0.000750225	0.000747499	0.00104722	0.00114833	0.00031843	0.000391149	0.00143391	0.00225802	0.000983323	0.000925294	0.000368362	0.00255547	0.00216781	0.000806357	0.00192078	0.000881623	0.00126662	0.00071438	0.00212905	0.00079154	0.000890802	0.000649731	0.00237796	0.000763538	0.0014608	0.0011616	0.00051074	0.000974989	0.000381416	0.00189018	0.00060955	0.00114338	0.00184245	0.000751583	0.00152009	0.00165493	0.000939612	0.00122535	0.00159663	0.001073954	-0.01247028	0.231843	0.170933	0.0990647	0.169391	0.121426	0.207341	0.06456277	-6.836408	0.996911	0.999209	1.00079	1.00309	0.362799	0.151959	0.150687	0.334556	0.05209249	1.239387
11760	-7160.334	-7432.916	272.5817	0.2069509	618018.4	0.000856639	0.000926002	0.00358639	0.00043689	0.00113695	0.00126027	0.000425455	0.00106286	0.00039515	0.00110436	0.00078264	0.000582625	0.00163819	0.00115261	0.0031932	0.000534831	0.00160978	0.00202957	0.00251286	0.00106924	0.000837111	0.000854252	0.000500246	0.000538745	0.00100125	0.000814134	0.000469059	0.00076985	0.000785235	0.00329387	0.000974756	0.00114817	0.000823465	0.000526887	0.000654005	0.00162957	0.000701842	0.00054956	0.00155185	0.00112769	0.00244652	0.000580644	0.000951295	0.00152603	0.000519826	0.00042147	0.00159082	0.000613006	0.000513519	0.000901221	0.000635839	0.00140759	0.00359111	0.000735202	0.0009898745	-0.1937584	0.184557	0.187523	0.125525	0.179122	0.158221	0.165052	0.29703	-6.917932	0.998384	0.999587	1.00041	1.00162	0.347695	0.157333	0.156016	0.338957	0.1032716	2.876203
11770	-7139.39	-7431.837	292.4475	0.2515866	916383.7	0.000573285	0.000736976	0.00291798	0.000273346	0.000583614	0.000763856	0.000715637	0.000934236	0.000251768	0.000873646	0.00093009	0.000954937	0.00100025	0.000823889	0.000657682	0.0010169	0.00138051	0.000669739	0.00125441	0.000978063	0.000648179	0.000425816	0.000581185	0.000995912	0.000674109	0.000649512	0.000997874	0.000377505	0.000467574	0.000784569	0.000664144	0.000416674	0.00277664	0.00043162	0.000717532	0.00111886	0.00097968	0.000428322	0.000476645	0.000832609	0.000484612	0.00061342	0.0010274	0.000779994	0.00211077	0.000475979	0.000460215	0.000406072	0.000695606	0.000631836	0.00178673	0.000681454	0.00284217	0.00107905	0.0007910688	-0.001471123	0.152172	0.153858	0.118931	0.273298	0.116678	0.185062	0.01581274	-7.142126	0.998672	0.999661	1.00034	1.00133	0.356989	0.151553	0.149441	0.342018	0.01434162	1.102577
11780	-7158.15	-7427.575	269.4247	0.3360834	834636.9	0.00163962	0.00171675	0.00392751	0.000610967	0.000902394	0.00164655	0.000804517	0.000424517	0.000880837	0.00119157	0.00134159	0.000612885	0.00168712	0.00124887	0.000856188	0.000867485	0.000885581	0.00155688	0.000546692	0.00114583	0.00169929	0.000635882	0.000795627	0.000919563	0.000340144	0.000855912	0.00113924	0.000371409	0.00113905	0.000272796	0.0019625	0.000459828	0.00103924	0.000502323	0.00154401	0.000946783	0.000492977	0.00124004	0.00123261	0.00275995	0.000448309	0.000750451	0.000609784	0.000973195	0.00210146	0.00183767	0.00261035	0.00226937	0.000527963	0.000800799	0.000750715	0.000722269	0.00284479	0.00273775	0.0009430506	-0.183118	0.10908	0.130257	0.0783158	0.172041	0.353631	0.156675	0.2319574	-6.966391	0.998609	0.999644	1.00036	1.00139	0.352264	0.149653	0.154721	0.343363	0.04883938	4.749392
11790	-7172.201	-7435.922	263.7213	0.3119723	604600.3	0.000948969	0.00279495	0.00206254	0.000430784	0.000443521	0.0016419	0.000577204	0.000940955	0.000817693	0.00114452	0.000520311	0.000997877	0.000288412	0.000449557	0.00121929	0.0011195	0.00288164	0.00177555	0.000673889	0.000992741	0.00117063	0.00111047	0.000612562	0.000968709	0.000361655	0.00189068	0.000911337	0.000776306	0.00115968	0.000797366	0.00125688	0.00074781	0.00214192	0.00110797	0.0021518	0.000907045	0.000642607	0.000652536	0.00117205	0.00135451	0.000405999	0.00133666	0.00344803	0.00110806	0.00159592	0.000996643	0.00193394	0.0021327	0.00126842	0.00475214	0.000353016	0.000365365	0.00105119	0.00190617	0.0009577125	0.1503869	0.170182	0.152929	0.109153	0.111532	0.257113	0.199091	0.0973138	-6.950963	0.998366	0.999582	1.00042	1.00164	0.360133	0.148819	0.143895	0.347153	0.2477007	0.3928685
11800	-7170.826	-7444.117	273.291	0.182681	844507.9	0.00109486	0.00246543	0.00557481	0.000591798	0.00160399	0.0014381	0.000645768	0.000409269	0.000601954	0.00128575	0.000717884	0.000920682	0.00118485	0.00137199	0.00124842	0.000618152	0.00107856	0.00061479	0.00166594	0.000534279	0.00129628	0.000328929	0.00187188	0.00125256	0.00152821	0.000812034	0.000349814	0.000789838	0.00104706	0.00102802	0.00296209	0.000956427	0.00176695	0.000740503	0.000942785	0.00139818	0.00220441	0.00128309	0.000579346	0.00124226	0.00112582	0.000850648	0.00105552	0.000765715	0.00102203	0.00133456	0.00114567	0.000783613	0.00137808	0.00301759	0.00091105	0.00133313	0.00129255	0.00174065	0.001067982	-0.01275058	0.235316	0.152146	0.160322	0.0903743	0.129167	0.232676	0.02454654	-6.841984	0.998617	0.999646	1.00035	1.00138	0.346829	0.158203	0.154354	0.340614	0.01179596	2.080927
11810	-7156.878	-7424.455	267.5774	0.1862393	795775.7	0.000973559	0.00124576	0.00250933	0.00200955	0.000913325	0.00119782	0.00119881	0.00090759	0.000299102	0.000578982	0.00185906	0.00267389	0.00139206	0.000337129	0.000581016	0.000430867	0.000572477	0.000612715	0.00109756	0.000495673	0.00146765	0.00108029	0.0010079	0.000945917	0.000565234	0.000587425	0.000675732	0.00152472	0.000400915	0.00146442	0.002499	0.000230833	0.00203121	0.00141345	0.000439005	0.000696448	0.00122314	0.000466338	0.0019665	0.00111261	0.00103963	0.00130542	0.000935113	0.00135848	0.000924165	0.000819589	0.0033959	0.00133428	0.00184065	0.00206786	0.000824	0.00040872	0.00137653	0.0033352	0.0009395651	-0.2657903	0.17362	0.173099	0.115836	0.203435	0.119231	0.214778	0.3031383	-6.970093	0.998575	0.999636	1.00036	1.00143	0.348653	0.153774	0.155166	0.342406	0.03734794	8.116599
11820	-7150.934	-7437.945	287.0109	0.3401106	205222.9	0.000978456	0.0013252	0.00082775	0.000887203	0.000419855	0.00130725	0.000838229	0.000285464	0.000573376	0.000531282	0.0013457	0.000344884	0.000955474	0.000557343	0.00122538	0.000605451	0.000362931	0.00166919	0.000907	0.000740589	0.000495912	0.000924344	0.000163218	0.00052219	0.000768565	0.00095039	0.000331131	0.000726002	0.000239314	0.000873436	0.000992497	0.000490116	0.00037836	0.000457006	0.000353013	0.000677631	0.00058258	0.000742932	0.000549043	0.000863536	0.000550271	0.00177973	0.0016339	0.000536339	0.00233653	0.000229092	0.000513127	0.000635565	0.000381468	0.00265849	0.000572168	0.000115523	0.00243016	0.00120045	0.0006634602	-0.03141374	0.224676	0.170233	0.102069	0.0421378	0.197	0.263884	0.09693853	-7.318042	0.997196	0.999282	1.00072	1.00281	0.34996	0.152263	0.157372	0.340406	0.06552479	1.479418
11830	-7140.321	-7430.144	289.823	0.3797755	566620.8	0.000724515	0.00127512	0.00392921	0.0010228	0.000189375	0.00077245	0.000365644	0.000731469	0.000932662	0.000689492	0.000718518	0.000311723	0.000759647	0.00069598	0.000748395	0.00102428	0.00104511	0.00072559	0.000920223	0.000638599	0.000449318	0.00197375	0.000405709	0.000268997	0.000528443	0.000408106	0.000478216	0.000931454	0.000993526	0.00159905	0.000368605	0.000719206	0.000771482	0.000360554	0.000912281	0.000679199	0.000567633	0.00068844	0.00132062	0.000950994	0.000369397	0.000996204	0.00111643	0.000855545	0.000962669	0.00060281	0.00111001	0.000332396	0.000290333	0.000893584	0.000783789	0.00141615	0.000892685	0.0017814	0.000728197	-0.5473642	0.194198	0.158067	0.0993156	0.267781	0.140448	0.140189	0.5989827	-7.224939	0.998312	0.999568	1.00043	1.00169	0.35155	0.150669	0.158087	0.339694	0.05161846	11.60404
11840	-7143.37	-7428.213	284.8434	0.3367521	762726.4	0.00180503	0.000947644	0.0031665	0.000744091	0.00150236	0.00165973	0.000322045	0.000634084	0.000673225	0.000700794	0.000697107	0.000908849	0.000817927	0.000334149	0.000606081	0.000440978	0.00100273	0.00038803	0.000984192	0.000961133	0.00048715	0.00270217	0.000301741	0.000813982	0.0013776	0.000400134	0.000408839	0.000566257	0.00114304	0.00128604	0.00185321	0.000403968	0.000748356	0.000288625	0.0014844	0.000905455	0.000564446	0.00172581	0.000383709	0.000492879	0.000485294	0.000305748	0.000938148	0.000531459	0.00128561	0.000316984	0.00112658	0.000849217	0.000926643	0.000819087	0.000479575	0.00123138	0.00216131	0.0011616	0.0007731742	-0.07437564	0.158858	0.209957	0.151289	0.157568	0.161313	0.161016	0.08861765	-7.165006	0.998545	0.999628	1.00037	1.00146	0.353662	0.147408	0.154024	0.344906	0.01424202	6.222269
11850	-7168.717	-7433.442	264.7245	0.3341805	687263.2	0.000770701	0.00117758	0.00480567	0.000700149	0.000865503	0.00156985	0.000935733	0.00204244	0.00115871	0.000737058	0.00134418	0.000917064	0.000938595	0.000246398	0.00101696	0.000619812	0.000370108	0.00122976	0.00145542	0.000437477	0.000909573	0.000594736	0.00176171	0.000456028	0.00104266	0.000881151	0.00165403	0.000736447	0.0018568	0.00122477	0.00283032	0.000123712	0.000274742	0.000779824	0.00155057	0.000999191	0.00067225	0.000782793	0.00147814	0.000512124	0.0022682	0.000648576	0.00186808	0.000269584	0.00155624	0.000773589	0.00100209	0.000832958	0.00207202	0.000964065	0.00260426	0.000394912	0.00195605	0.0026294	0.0009661325	-0.08160866	0.275953	0.0804679	0.0763472	0.204797	0.0759029	0.286532	0.09774545	-6.94221	0.998467	0.999608	1.00039	1.00153	0.353364	0.149088	0.154269	0.343279	0.01613679	6.057306
11860	-7163.473	-7433.391	269.9184	0.3063872	903894.1	0.00136841	0.000912745	0.00316261	0.000419295	0.000535383	0.00127389	0.000605611	0.00114255	0.000725228	0.000719092	0.00169988	0.00114689	0.00218005	0.00151731	0.00144757	0.00110528	0.00067376	0.0011382	0.000623029	0.00290316	0.0011743	0.000899302	0.000887515	0.00047358	0.000336591	0.000678872	0.00185315	0.0020773	0.00185705	0.00111746	0.00118697	0.00109556	0.00110677	0.00283803	0.000316367	0.000747713	0.00163906	0.000569241	0.000963036	0.000635671	0.000857884	0.00053709	0.000770513	0.00109878	0.00295466	0.00375358	0.00153474	0.00104191	0.0012117	0.00150125	0.00123201	0.00152034	0.000871229	0.001779	0.0009991806	-0.0482575	0.216383	0.130288	0.086437	0.135916	0.224785	0.206191	0.06279899	-6.908575	0.998663	0.999658	1.00034	1.00134	0.362345	0.152868	0.152006	0.332782	0.01454149	4.318609
11870	-7165.423	-7436.431	271.008	0.3192309	796727.3	0.00101398	0.00168351	0.00357735	0.000450215	0.000574717	0.00139519	0.00161286	0.000816842	0.00107541	0.00287808	0.000954651	0.0020392	0.000613257	0.00131728	0.000469049	0.00190088	0.000554521	0.000347329	0.00122157	0.000938125	0.00151018	0.000896431	0.00107554	0.00156784	0.0010442	0.000455599	0.0019346	0.000891031	0.000181426	0.00109905	0.000797922	0.000770123	0.000741543	0.000327108	0.000588866	0.000279983	0.001288	0.00163048	0.000923654	0.00126204	0.000446684	0.000935777	0.000481105	0.000724842	0.000903635	0.00031116	0.000803679	0.00131017	0.000636632	0.00187622	0.00129159	0.000653041	0.00437817	0.00049004	0.0009283896	-0.05502896	0.189326	0.136014	0.0591381	0.201215	0.155451	0.258856	0.1504062	-6.982059	0.998576	0.999636	1.00036	1.00142	0.355228	0.147806	0.158575	0.33839	0.09537725	1.576961
11880	-7164.164	-7434.231	270.0672	0.4008148	691923.1	0.00095797	0.00117385	0.00249664	0.000794545	0.00163869	0.0013499	0.00037306	0.000984107	0.000892798	0.00052219	0.000997448	0.000544293	0.0007337	0.000980558	0.000701147	0.000753056	0.00315032	0.00155703	0.00055729	0.00262397	0.000904159	0.000317355	0.000678896	0.00070226	0.000911625	0.000487582	0.000597095	0.000779019	0.000627638	0.000477016	0.00192363	0.00142751	0.000398307	0.000829683	0.000356502	0.000820595	0.000409573	0.000787526	0.00068776	0.00118455	0.000448926	0.00022798	0.00105151	0.000534594	0.00162698	0.00166389	0.00199179	0.000619623	0.000371996	0.00144636	0.000809257	0.00176645	0.00695155	0.00138593	0.0008976763	0.002406379	0.140817	0.141316	0.110087	0.111672	0.296526	0.199582	0.2238897	-7.015701	0.998472	0.999609	1.00039	1.00153	0.346103	0.150694	0.162131	0.341072	0.2262961	0.9893662
11890	-7151.873	-7431.112	279.2397	0.1331891	60638.96	0.000882001	0.000786252	0.00504409	0.000597909	0.000355782	0.00167561	0.00129458	0.000809286	0.00118656	0.000647086	0.000664322	0.000959452	0.000552263	0.00102386	0.000534209	0.000725928	0.000426261	0.00119665	0.00038864	0.00123413	0.00111458	0.000969149	0.000774929	0.0013215	0.000433015	0.000907374	0.000720031	0.000505016	0.000486605	0.000347973	0.000750522	0.000968112	0.000929538	0.00116067	0.000734496	0.00159426	0.00107701	0.00160684	0.00161879	0.00054995	0.000415207	0.00131707	0.00114026	0.00137078	0.00276683	0.000981724	0.000769072	0.00127273	0.00103377	0.00432005	0.000510681	0.000936661	0.00162938	0.0011459	0.0008697095	-0.102946	0.188747	0.118372	0.105923	0.193301	0.119679	0.273978	0.1121292	-7.047351	0.994843	0.998677	1.00131	1.00517	0.347581	0.150554	0.154506	0.347358	0.009183178	12.21028
11900	-7149.258	-7437.362	288.1042	0.5843571	958919.3	0.000413522	0.000495212	0.00203195	0.000845649	0.00169209	0.00106959	0.00156697	0.000758747	0.000404043	0.00107363	0.000244095	0.000588479	0.00108796	0.000441402	0.000837015	0.00104436	0.000739042	0.000562083	0.000781223	0.000184522	0.000566311	0.000440139	0.00103011	0.00107447	0.00143165	0.000458095	0.00204963	0.000976655	0.000540293	0.000520521	0.000372548	0.000332476	0.000275789	0.000659201	0.000760228	0.000941782	0.000387441	0.000379905	0.000344428	0.000849605	0.000159024	0.000172948	0.000857057	0.00108349	0.00216409	0.00033688	0.00101918	0.000949695	0.000497106	0.000786903	0.000522735	0.00134419	0.00185383	0.0013957	0.0006724867	-0.03165003	0.16002	0.127524	0.11023	0.200109	0.118491	0.283627	0.0523048	-7.304528	0.998702	0.999668	1.00033	1.0013	0.361602	0.149626	0.143555	0.345217	0.02065477	2.532335
