Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2247	1	-3727.545	-3714.021	-13.52363	0.5244413	0.1969643	0.641657	0.17727	0.226384	0.563897	0.135268	0.213021	0.463016	0.0788328	0.15055	0.0181307	0.316547	0.0588943	0.0243821	0.0775309	0.522269	0.0667274	1.17122	0.0799203	0.2416848	0.09636202	0.00997927	0.610089	0.00745848	0.00657983	0.349972	0.0159214	0.1974074	0.000477572	0.0320427	0.375689	3.59179	0.280346	0.324608	0.115768	0.279278	0.2937694	0.6719808
2248	0	-3714.272	-3708.07	-6.202196	0.6574313	0.1580586	0.530883	0.0634971	0.206658	0.232198	0.150864	0.112358	0.0905168	0.031459	0.210907	0.212158	0.859736	0.0550115	0.178403	0.123622	0.275864	0.00219086	0.380968	0.251401	0.2176487	0.01680096	0.00648767	0.537618	0.00643823	0.00745727	0.427038	0.0149604	0.08061635	8.49257e-05	0.0135984	0.265977	3.72034	0.30227	0.299865	0.132386	0.265479	0.09741732	0.8275362
2249	1	-3719.566	-3714.759	-4.806587	0.7032291	0.2124611	0.650631	0.220028	0.262202	0.257996	0.0436666	0.0704335	0.205412	0.0980578	0.360154	0.0384781	0.0956609	0.0872227	0.0978712	0.090209	0.341739	0.0818679	0.389068	0.329439	0.2290095	-0.1112746	0.0118604	0.584923	0.00502618	0.00435431	0.378879	0.0149571	0.1251767	0.000796349	0.0412594	0.415391	3.54255	0.26728	0.303815	0.130364	0.298541	0.01390213	9.004138
2250	0	-3721.144	-3713.1	-8.044319	0.6814801	0.1647355	0.980068	0.0805107	0.0757762	0.227037	0.125018	0.138059	0.0750857	0.0116499	0.401514	0.167324	0.0863227	0.138351	0.315444	0.229948	0.0603249	0.274729	0.538781	0.302778	0.211123	-0.07300678	0.00926655	0.542556	0.00738209	0.00358371	0.43096	0.00625114	0.1586972	0.00012106	0.0162194	0.285693	3.69797	0.300338	0.337891	0.116615	0.245155	0.08569042	1.851983
2251	1	-3714.8	-3714.12	-0.6802472	0.781002	0.2260845	0.389571	0.426067	0.12399	0.195467	0.103971	0.140717	0.254459	0.084528	0.358739	0.0449719	0.0952098	0.0791242	0.0477168	0.0467818	0.153208	0.0822905	0.125205	0.453039	0.1920566	-0.02882721	0.0187277	0.582751	0.00304701	0.00689081	0.377473	0.0111098	0.03311772	0.00117791	0.050048	0.448269	3.50051	0.287348	0.299706	0.123717	0.289229	0.004290514	7.718824
2252	0	-3714.249	-3712.01	-2.23871	0.8855798	0.1843219	0.653385	0.0426178	0.113438	0.243477	0.118551	0.101164	0.0720722	0.0466643	0.223716	0.260104	0.521894	0.0575839	0.230896	0.0726151	0.15846	0.040544	0.231929	0.223326	0.1761696	-0.06770359	0.00715537	0.528185	0.0157121	0.00792591	0.429508	0.0115136	0.07809296	0.000295215	0.0252485	0.34152	3.63294	0.299382	0.308238	0.137123	0.255257	0.01038936	7.516626
2253	1	-3713.383	-3708.696	-4.687048	0.5185403	0.2307066	0.663549	0.247025	0.168143	0.533638	0.0317219	0.0373186	0.297741	0.173569	0.228029	0.0472977	0.103235	0.0313744	0.160723	0.261371	0.13075	0.0794379	0.28522	0.198674	0.2139523	-0.05453681	0.014312	0.551965	0.00490327	0.00368609	0.414442	0.0106916	0.1175274	0.00133113	0.053155	0.458996	3.48652	0.286251	0.29191	0.129128	0.292711	0.06299061	1.865793
2254	0	-3719.495	-3714.34	-5.155167	0.823962	0.146872	1.02543	0.0406258	0.132332	0.134295	0.081418	0.101107	0.0741413	0.0247954	0.573342	0.397877	0.445139	0.0588974	0.0608109	0.236951	0.0696607	0.0347548	0.182697	0.0690123	0.1661778	-0.01973235	0.00777411	0.477244	0.0157704	0.00795535	0.484333	0.00692371	0.09723862	4.36155e-05	0.00976045	0.232372	3.75782	0.288121	0.303055	0.13456	0.274265	0.07750627	1.25459
2255	1	-3719.043	-3709.98	-9.063511	0.362985	0.1916962	0.706989	0.22132	0.175725	0.621369	0.131444	0.244939	0.330671	0.177151	0.149548	0.0821943	0.412565	0.721599	0.0509688	0.191177	0.0164826	0.0885967	0.162541	0.283321	0.2830098	-0.007247175	0.0168858	0.515861	0.00318993	0.00708104	0.453099	0.00388284	0.04270028	0.000393865	0.0291265	0.36164	3.60884	0.306518	0.290707	0.133752	0.269023	0.03545311	1.204416
2256	0	-3713.118	-3707.843	-5.275504	0.780945	0.1553533	0.958206	0.0357617	0.135282	0.277142	0.159851	0.0969926	0.0411286	0.0125127	0.287034	0.281047	0.492206	0.125095	0.00848829	0.0303557	0.0967766	0.123394	0.2604	0.410268	0.2079668	-0.05213391	0.00689909	0.549678	0.00894021	0.00331226	0.429818	0.00135188	0.1026571	7.2926e-05	0.012606	0.257908	3.72941	0.297288	0.317087	0.121106	0.264519	0.05052315	2.031882
2257	1	-3718.714	-3709.253	-9.461328	0.4293196	0.175294	0.659514	0.204125	0.22555	0.467667	0.0379441	0.113602	0.242736	0.17776	0.0861532	0.0940143	0.272539	0.378584	0.0499762	0.0746186	0.288961	0.949381	0.427591	0.294866	0.2214383	-0.006893955	0.0151527	0.524077	0.00276304	0.00202166	0.451423	0.00456171	0.01406809	0.000200665	0.0208474	0.316195	3.66276	0.302919	0.295487	0.132181	0.269412	0.007174136	1.960946
2258	0	-3723.621	-3710.765	-12.85598	0.6824511	0.1705339	1.00566	0.028721	0.551682	0.262194	0.321183	0.091173	0.169277	0.146651	0.516553	0.283491	0.646825	0.0550726	2.49936e-05	0.120157	0.142948	0.382842	0.282682	0.49448	0.3546927	-0.05535928	0.00782529	0.463303	0.0045195	0.00597883	0.517124	0.00125006	0.0818089	0.000161027	0.0186894	0.302554	3.6786	0.300118	0.296911	0.14669	0.256281	0.02644962	3.093008
2259	1	-3724.009	-3718.088	-5.920906	0.3575972	0.1914462	0.469289	0.34887	0.287199	0.316195	0.214929	0.118268	0.245348	0.186311	0.165017	0.076674	0.0957484	0.0691016	0.00661834	0.0843589	0.263005	0.272978	0.086891	0.283131	0.2904569	-0.1055896	0.0157281	0.496102	0.0059602	0.00680636	0.468566	0.00683754	0.1378512	0.000390176	0.0289911	0.360967	3.60965	0.29612	0.288855	0.130366	0.28466	0.03226167	4.272912
2260	0	-3726.25	-3711.083	-15.16741	0.3536882	0.1907921	0.824592	0.0978921	0.39607	0.804422	0.517746	0.199968	0.245489	0.453937	0.389261	0.501953	0.0422509	0.105036	0.123506	0.0836565	0.163894	0.63788	0.0620195	0.486701	0.3472481	-0.04340161	0.0117104	0.579986	0.0073002	0.00944081	0.390863	0.000699289	0.1231884	0.000380644	0.028638	0.359202	3.61178	0.289969	0.313901	0.14096	0.255169	0.07978679	1.54397
2261	1	-3716.381	-3714.087	-2.293665	0.4211695	0.1864683	0.481862	0.22343	0.256799	0.234018	0.0460046	0.0527691	0.246953	0.217988	0.195399	0.0911763	0.0460251	0.00379721	0.0219483	0.150641	0.256155	0.165532	0.0953574	0.312219	0.1576213	0.2036357	0.0149999	0.550483	0.00324593	0.00519057	0.414786	0.0112943	0.05051774	0.000321816	0.0263519	0.34743	3.6259	0.294381	0.30441	0.128001	0.273207	0.2541534	0.1987687
2262	0	-3717.832	-3707.314	-10.51839	0.2982943	0.1762455	0.586597	0.142356	0.713368	0.783041	0.388352	0.288089	0.0904904	0.108362	0.0934777	0.0824194	0.125299	0.178803	0.0954227	0.461096	0.0447478	0.116164	0.619215	0.294873	0.2949708	-0.01141587	0.0130735	0.564367	0.00854171	0.00423429	0.408564	0.00121972	0.03270858	0.000209389	0.0212925	0.318898	3.6596	0.297808	0.322387	0.123309	0.256496	0.02129271	1.53614
2263	1	-3721.467	-3718.877	-2.589827	0.4423526	0.1928151	0.573311	0.109752	0.148693	0.319068	0.0410901	0.163978	0.278238	0.311026	0.206544	0.0390592	0.102266	0.000448792	0.098962	0.11655	0.433822	0.0535312	0.149427	0.23054	0.1291884	-0.01908552	0.0175462	0.513	0.00425268	0.00318791	0.459151	0.00286189	0.041772	0.000410683	0.029736	0.364647	3.60521	0.294774	0.300811	0.135002	0.269413	0.02268648	1.841273
2264	0	-3715.324	-3708.025	-7.298801	0.6702534	0.2277417	0.47263	0.0760577	0.17318	0.213746	0.116643	0.1273	0.286712	0.264046	0.221933	0.204024	0.275651	0.052236	0.0790674	0.300719	0.130058	0.0341996	0.151738	0.44117	0.2436121	-0.3140809	0.0112244	0.557048	0.0167018	0.0104701	0.403266	0.00128916	0.3550851	0.00123141	0.0511553	0.45214	3.49547	0.291783	0.304405	0.13601	0.267802	0.04100421	8.659723
2265	1	-3718.41	-3713.372	-5.038471	0.5278962	0.2125817	0.535389	0.374667	0.142535	0.391455	0.104313	0.286111	0.17739	0.167942	0.2415	0.0869349	0.432123	0.143407	0.0311931	0.0391284	0.0367199	0.0787806	0.152734	0.048638	0.1814229	0.2296386	0.015687	0.519062	0.00546267	0.00348613	0.453146	0.00315607	0.06545035	0.000799289	0.0413345	0.41569	3.54218	0.305121	0.304563	0.131156	0.259159	0.295089	0.2217987
2266	0	-3715.443	-3709.868	-5.574744	0.5022321	0.1817324	0.339087	0.0769327	0.24101	0.467472	0.224653	0.180151	0.0511056	0.0754435	0.171051	0.183507	0.721412	0.0776296	0.216336	0.320017	0.0299976	0.0652203	0.110322	0.327226	0.1470153	-0.05446689	0.00659905	0.559985	0.0172372	0.0105253	0.405392	0.000262118	0.07243797	0.000265311	0.023946	0.334332	3.64146	0.28829	0.294741	0.131692	0.285278	0.01797109	4.030807
2267	1	-3719.629	-3709.643	-9.986345	0.4249874	0.1729756	0.823383	0.785729	0.143957	0.356569	0.0420687	0.156964	0.225491	0.226644	0.6042	0.107373	0.0542987	0.195074	0.119467	0.184568	0.101557	0.106611	0.0908078	0.724353	0.2501244	-0.08279777	0.0123497	0.532118	0.00602501	0.00273366	0.444536	0.0022371	0.08958424	0.000180544	0.0197819	0.309575	3.67046	0.313096	0.297555	0.124356	0.264993	0.006786467	13.20042
2268	0	-3718.081	-3712.241	-5.840018	0.4317975	0.1798588	0.584869	0.0739996	0.238163	0.322165	0.177487	0.153339	0.158272	0.111607	0.152567	0.0869045	0.260322	0.0855227	0.526985	0.363538	0.185575	0.0014434	0.200173	0.267952	0.1702414	0.02490655	0.00400239	0.52432	0.0145013	0.0126167	0.443334	0.00122535	0.06219618	0.000245109	0.0230235	0.329092	3.64764	0.294941	0.307543	0.129529	0.267987	0.08710272	0.7140555
2269	1	-3713.166	-3709.86	-3.305965	0.4842887	0.1533028	0.634485	0.23569	0.142297	0.521129	0.0580319	0.116778	0.324215	0.12739	0.133047	0.0649979	0.295564	0.125229	0.0642241	0.107334	0.0352202	0.0581163	0.161155	0.268343	0.145608	-0.07540598	0.0103615	0.584343	0.00581603	0.00852897	0.38873	0.00222035	0.1047191	6.47409e-05	0.011881	0.251765	3.73629	0.299374	0.306413	0.131881	0.262332	0.02931312	3.572431
2270	0	-3713.876	-3709.181	-4.695325	0.3733253	0.2068334	0.52206	0.0852019	0.407056	0.373708	0.247214	0.15239	0.0764071	0.0375351	0.223787	0.243308	0.235467	0.172574	0.183977	0.187728	0.146827	0.0390505	0.103609	0.228521	0.163279	0.1651435	0.0127697	0.505801	0.00704802	0.0137142	0.458409	0.00225809	0.01846629	0.000667294	0.0378083	0.401256	3.56027	0.300236	0.292728	0.141017	0.266019	0.1836098	0.1005735
2271	1	-3712.942	-3708.911	-4.03103	0.4738047	0.2146155	0.471012	0.368069	0.153893	0.291765	0.0646339	0.0673456	0.175784	0.157819	0.169976	0.0840621	0.0964532	0.453407	0.0938351	0.111074	0.0898	0.0703892	0.197117	0.363616	0.2294132	-0.1729891	0.0110205	0.555185	0.00748811	0.0118179	0.413456	0.00103291	0.1763199	0.000850021	0.0426097	0.420716	3.53582	0.312255	0.301918	0.11559	0.270237	0.0033308	52.93621
2272	0	-3715.86	-3710.207	-5.65264	0.4854409	0.1702135	0.448237	0.048395	0.551717	0.553688	0.25495	0.144543	0.0831554	0.166228	0.132544	0.122275	0.0388645	0.0741643	0.10832	0.127058	0.0678072	0.00401593	0.326704	0.312117	0.1439233	0.02243286	0.00597548	0.517287	0.00887811	0.0098814	0.450421	0.00755638	0.1408249	0.00015859	0.0185483	0.30163	3.67966	0.305322	0.32043	0.119906	0.254342	0.1632578	0.8625924
2273	1	-3714.313	-3713.605	-0.7079558	0.4744546	0.1831594	0.560076	0.396458	0.163737	0.240604	0.0522719	0.238759	0.21411	0.133133	0.0934935	0.0570773	0.0189964	0.300315	0.0839421	0.0621754	0.0489466	0.0606887	0.160686	0.256497	0.1512349	-0.002816769	0.0152965	0.554595	0.00718663	0.00887317	0.413017	0.00103182	0.05447453	0.0002815	0.0246599	0.3383	3.63676	0.323854	0.281142	0.137702	0.257302	0.05165776	1.054528
2274	0	-3718.207	-3712.98	-5.227681	0.4480377	0.1823424	0.625349	0.0605478	0.419197	0.437551	0.267114	0.178831	0.251338	0.0721421	0.196687	0.273995	0.0904532	0.0611574	0.118669	0.0853716	0.265243	0.202868	0.179985	0.278928	0.2215653	0.01227732	0.00557859	0.56538	0.016645	0.00572265	0.404272	0.00240151	0.01570967	0.000272145	0.02425	0.33603	3.63945	0.297763	0.293992	0.120602	0.287642	0.02798699	0.5613204
2275	1	-3719.502	-3714.445	-5.057108	0.5321253	0.1933209	0.601109	0.347455	0.292627	0.481162	0.0484908	0.0863199	0.359336	0.133866	0.220342	0.0443547	0.169354	0.0480385	0.168482	0.0827059	0.326639	0.0512807	0.244939	0.21512	0.1897752	0.06813811	0.0153742	0.557413	0.00738693	0.00405925	0.415115	0.000651734	0.01991792	0.000418452	0.0300133	0.366002	3.60357	0.332208	0.300205	0.127533	0.240054	0.08805603	0.226196
2276	0	-3717.653	-3711.401	-6.252198	0.4206469	0.2155933	0.547688	0.0935305	0.194439	0.49467	0.123155	0.177517	0.146939	0.238257	0.233056	0.154308	0.176466	0.0970458	0.261399	0.364377	0.0543929	0.137339	0.0899906	0.365609	0.2110116	0.1902501	0.0159763	0.558132	0.00721906	0.00564928	0.409513	0.00351037	0.01805186	0.000875182	0.0432277	0.423118	3.53278	0.296399	0.316326	0.115843	0.271432	0.208302	0.08666195
2277	1	-3725.401	-3715.259	-10.14189	0.7339472	0.2032272	1.11174	0.64722	0.147087	0.333192	0.0119984	0.0227722	0.168084	0.112034	0.657009	0.0822941	0.209778	0.21704	0.172202	0.17419	0.0395757	0.115277	0.0967671	0.50013	0.2588942	0.04119398	0.0174996	0.46607	0.0149405	0.00198759	0.498456	0.00104633	0.0729238	0.000592751	0.0356577	0.392028	3.57172	0.30875	0.300909	0.135377	0.254963	0.1141178	0.6390223
2278	0	-3723.369	-3711.49	-11.8794	0.5097521	0.1610796	0.401282	0.060312	0.757117	0.493249	0.566784	0.203438	0.712178	0.293929	0.225177	0.234833	0.760411	0.0691874	0.00949448	0.0557161	0.0746544	0.0541651	0.1399	0.305012	0.2530065	-0.01811125	0.0139859	0.565898	0.00344966	0.0110636	0.401249	0.00435386	0.07895869	0.000100065	0.0147542	0.274934	3.71021	0.295555	0.315427	0.122561	0.266457	0.06084744	1.29765
2279	1	-3711.337	-3711.842	0.504104	0.5714364	0.1757266	0.504429	0.171609	0.150279	0.247008	0.0429098	0.0455723	0.131068	0.086585	0.132264	0.0460974	0.0127501	0.199947	0.18738	0.11079	0.102101	0.0907403	0.260673	0.380714	0.1451944	-0.04653115	0.00935956	0.535761	0.0130732	0.00346542	0.437101	0.00123979	0.09257595	0.000204597	0.0210492	0.317425	3.66132	0.309186	0.292076	0.130418	0.268321	0.0460448	2.010563
2280	0	-3719.482	-3707.735	-11.74711	0.2892029	0.1648491	0.59283	0.128395	0.492175	0.606849	0.223395	0.218636	0.230094	0.0840019	0.173976	0.277091	0.212148	0.0870959	0.195975	0.160654	0.386723	0.0178035	0.188524	0.189697	0.3050987	0.2159827	0.0133345	0.598219	0.00714047	0.00495554	0.371803	0.00454692	0.1192239	0.000121761	0.0162661	0.286026	3.69759	0.311853	0.292602	0.134867	0.260679	0.3352066	0.3556729
2281	1	-3719.209	-3708.656	-10.55252	0.7660997	0.2012566	0.731069	0.661892	0.106368	0.193371	0.127808	0.284145	0.16793	0.0860775	0.706213	0.0275566	0.0277515	0.202346	0.136295	0.0585842	0.226632	0.0771691	0.265714	0.919015	0.248989	0.1332401	0.00951195	0.497534	0.00584095	0.00600658	0.480102	0.00100402	0.01155157	0.0005546	0.0345035	0.38693	3.57801	0.312248	0.294969	0.121803	0.270979	0.1447917	0.07978058
2282	0	-3728.643	-3716.772	-11.87092	0.3745767	0.1950353	0.429092	0.110715	0.863464	0.521195	0.192885	0.196481	0.184999	0.132822	0.201453	0.120437	0.0115503	0.13064	0.0816312	0.14919	0.121801	0.158032	0.402981	0.413481	0.3360878	-0.3401008	0.0135909	0.462861	0.0110814	0.00381712	0.508429	0.00021992	0.36936	0.000445574	0.0309613	0.370577	3.59802	0.32643	0.298045	0.141041	0.234483	0.02925924	12.6237
2283	1	-3715.07	-3708.696	-6.374062	0.7167181	0.1690102	0.722572	0.216021	0.0869961	0.27208	0.0492954	0.166152	0.11823	0.0993339	0.247666	0.0493261	0.00666236	0.320192	0.13233	0.0666837	0.254959	0.129928	0.193122	0.873197	0.2523481	0.003981394	0.00832205	0.513581	0.00653336	0.0124874	0.458337	0.000738602	0.06402751	0.000149681	0.0180232	0.298149	3.68368	0.286579	0.316611	0.133393	0.263416	0.06800891	0.9414578
2284	0	-3718.738	-3704.977	-13.76132	0.2582164	0.2063667	0.386192	0.115358	0.311898	0.720034	0.394728	0.260457	0.412326	0.166319	0.232169	0.12123	0.275845	0.130662	0.337998	0.312549	0.593004	0.387187	0.38671	0.205847	0.3591072	0.1294392	0.00801559	0.538643	0.0146872	0.0050209	0.432832	0.00080163	0.004863596	0.000657298	0.0375273	0.400069	3.56175	0.286682	0.317756	0.131103	0.264458	0.1343028	0.03621368
2285	1	-3709.407	-3711.007	1.600704	0.7454984	0.1885883	0.664496	0.149565	0.122178	0.268278	0.0496943	0.035103	0.139132	0.0813817	0.214505	0.0674753	0.4012	0.0732279	0.0373886	0.039679	0.194909	0.0382796	0.204175	0.0658803	0.1728757	0.02104538	0.00702435	0.511917	0.0121055	0.00908144	0.459525	0.000346929	0.008859345	0.000349764	0.0274623	0.353224	3.61896	0.293419	0.311058	0.134221	0.261302	0.02990472	0.2962524
2286	0	-3718.222	-3709.761	-8.460604	0.4635869	0.1952783	0.49624	0.0605986	0.28718	0.303161	0.265863	0.21955	0.109046	0.0244323	0.243033	0.239016	0.111654	0.0990365	0.218848	0.192026	0.0851835	0.426323	0.16238	0.302189	0.3037057	-0.04531225	0.00724845	0.539743	0.0184669	0.0104513	0.423626	0.000464685	0.1763519	0.000449518	0.0310967	0.371223	3.59723	0.294157	0.300422	0.130298	0.275123	0.1310396	1.34579
2287	1	-3719.706	-3715.289	-4.417473	0.8263956	0.1714063	0.691182	0.939443	0.0633272	0.246474	0.00981355	0.0187791	0.152572	0.0657934	0.150018	0.0396118	0.289861	0.266989	0.0257476	0.366833	0.0674805	0.0760477	0.323702	0.14423	0.2125728	0.01951966	0.0103361	0.550255	0.00977992	0.0156458	0.413217	0.000765473	0.001390948	0.000167808	0.0190762	0.305069	3.67569	0.268729	0.320835	0.124569	0.285867	0.02091061	0.06651876
2288	0	-3717.764	-3707.898	-9.866308	0.4255464	0.1944152	0.449246	0.0862911	0.241081	0.379849	0.21404	0.189291	0.399725	0.35116	0.392377	0.233433	0.290504	0.0851029	0.233641	0.176323	0.242881	0.0505993	0.0801769	0.325748	0.3171871	-0.168709	0.0111067	0.504541	0.0132582	0.005659	0.465197	0.000238204	0.1964311	0.000435623	0.030617	0.368925	3.60002	0.309483	0.320601	0.134063	0.235852	0.02772213	7.085715
2289	1	-3716.335	-3711.253	-5.082065	0.8685102	0.1999533	0.481509	0.24618	0.164677	0.210095	0.152266	0.111156	0.0900181	0.0734127	0.157605	0.0171471	0.233344	0.0349516	0.557551	0.0194259	0.102063	0.232935	0.585743	0.0117617	0.2193777	0.09916102	0.0117729	0.552945	0.00988468	0.00574617	0.418684	0.00096707	0.09078852	0.000530344	0.0337486	0.383536	3.58218	0.282239	0.307897	0.123605	0.286259	0.1899495	0.4779613
2290	0	-3720.098	-3713.694	-6.403872	0.4305034	0.1591465	0.635532	0.0507921	0.385474	0.388035	0.237076	0.142102	0.0345737	0.0520043	0.064164	0.135498	0.423537	0.190494	0.119228	0.205984	0.0995654	0.132629	0.198898	0.383308	0.2878546	-0.02386403	0.0102554	0.545496	0.00541255	0.00353937	0.432779	0.00251858	0.06658451	9.01585e-05	0.0140088	0.269209	3.71669	0.32238	0.270796	0.131078	0.275747	0.04272048	1.558609
2291	1	-3729.135	-3722.152	-6.983437	0.8897017	0.1791681	0.922047	0.450922	0.0947414	0.512194	0.0422573	0.0356791	0.110579	0.103448	0.123023	0.0542404	0.247851	0.208841	0.160407	0.0301038	0.0596866	0.235062	0.303853	0.35298	0.2898365	-0.01328795	0.0100981	0.538848	0.0031019	0.0134991	0.434122	0.000330361	0.0540167	0.000237956	0.0226876	0.327153	3.64992	0.299147	0.301785	0.12116	0.277908	0.04072875	1.326255
2292	0	-3717.29	-3712.258	-5.031928	0.6305496	0.206785	0.448318	0.0361518	0.248071	0.260866	0.0905009	0.112403	0.129137	0.14075	0.199737	0.0875095	0.0467342	0.0327671	0.154297	0.176355	0.231663	0.142469	0.268068	0.639556	0.2577397	-0.164477	0.0129219	0.561832	0.00595258	0.0204598	0.396752	0.00208227	0.1831861	0.000666254	0.0377792	0.401133	3.56042	0.304819	0.284189	0.124723	0.286269	0.01870908	9.791293
2293	1	-3725.889	-3710.958	-14.93093	0.5306987	0.1933831	0.427948	0.116384	0.657655	0.951094	0.329813	0.406887	0.445395	0.162181	0.119695	0.05807	0.326991	0.0655095	0.103089	0.0250525	0.111059	0.126593	0.66279	0.382439	0.3485563	0.1935372	0.015689	0.554097	0.00475855	0.0117149	0.413317	0.000424447	0.07733754	0.000419415	0.0300475	0.366169	3.60336	0.292933	0.295517	0.131506	0.280044	0.2708747	0.2855104
2294	0	-3718.035	-3713.382	-4.652937	0.593509	0.1917636	0.272437	0.0692207	0.164784	0.234016	0.107147	0.120261	0.0909155	0.0582446	0.178584	0.193297	0.591655	0.0795604	0.0306585	0.0874801	0.107788	0.164952	0.356044	0.549981	0.14239	-0.1108564	0.0111537	0.484952	0.00397862	0.0155813	0.477515	0.00681979	0.1849313	0.000394864	0.0291631	0.361822	3.60862	0.307503	0.288495	0.124134	0.279869	0.0740749	2.496545
2295	1	-3715.641	-3712.504	-3.137087	0.5992537	0.1697647	0.595684	0.185383	0.127878	0.367894	0.0929369	0.047677	0.176508	0.103105	0.372925	0.0538728	0.234467	0.146422	0.0989038	0.0433558	0.165319	0.0249931	0.294011	0.177115	0.1701815	0.1035876	0.0154329	0.545052	0.00841102	0.0117454	0.418353	0.00100563	0.07402205	0.000155221	0.0183516	0.300333	3.68116	0.280601	0.305364	0.14295	0.271085	0.1776097	0.4167681
2296	0	-3728.682	-3716.532	-12.1498	0.4006446	0.1870759	0.404797	0.0710662	0.32226	0.467533	0.121459	0.0955354	0.305352	0.13557	0.207311	0.0999186	0.119119	0.0975674	0.222733	0.248231	0.882354	0.0123005	0.218591	0.41112	0.2487537	0.3623601	0.0101103	0.489373	0.0127642	0.0125189	0.471225	0.00400942	0.09884083	0.000329653	0.0266681	0.349095	3.62391	0.30894	0.280492	0.140613	0.269955	0.4612009	0.2143119
2297	1	-3728.01	-3719.594	-8.41523	0.5378408	0.2109388	0.831159	0.470038	0.408788	0.396356	0.0360529	0.0876757	0.329055	0.105552	0.35084	0.0783488	0.178562	0.185924	0.0159069	0.332962	0.0645426	0.00999304	0.223988	0.190491	0.2609233	0.001957048	0.0160951	0.525888	0.0120211	0.0105884	0.434425	0.000982617	0.1185773	0.000759867	0.0403148	0.411599	3.54733	0.304728	0.297389	0.127053	0.27083	0.1205344	0.9837636
2298	0	-3725.715	-3715.902	-9.812623	0.5155971	0.2016703	0.507967	0.0604138	0.585023	0.460231	0.24779	0.162129	0.0593131	0.0135608	0.22185	0.0494037	0.19276	0.0977989	0.216093	0.0984162	0.390186	0.0942558	0.43653	0.373773	0.373735	0.06242826	0.0123364	0.533901	0.0034499	0.0194706	0.424544	0.00629809	0.01744184	0.00056246	0.0347446	0.388003	3.57669	0.298078	0.29156	0.139746	0.270616	0.0798701	0.2183776
2299	1	-3716.034	-3705.389	-10.64516	0.4680903	0.17214	0.853423	0.307194	0.22406	0.407986	0.0844224	0.14419	0.304073	0.108508	0.196588	0.0703868	0.14059	0.088547	0.142678	0.0775938	0.0679595	0.413625	0.138074	0.524457	0.2743832	0.2212882	0.00860035	0.536211	0.00684901	0.0115064	0.435722	0.00111073	0.1119214	0.000173676	0.0194046	0.307178	3.67324	0.312462	0.295677	0.131256	0.260605	0.3332096	0.335889
2300	0	-3710.065	-3709.837	-0.2279057	0.5707966	0.2064576	0.472741	0.0495507	0.142266	0.182745	0.112801	0.12394	0.178094	0.0764252	0.165405	0.206621	0.00300016	0.0376933	0.25281	0.197284	0.267983	0.0223538	0.181792	0.300291	0.1468129	0.1585792	0.0124199	0.527374	0.0122521	0.00506221	0.429222	0.0136696	0.003041708	0.000659235	0.037582	0.4003	3.56146	0.293255	0.303826	0.136339	0.26658	0.161621	0.01882001
2301	1	-3716.031	-3710.111	-5.919232	0.5485446	0.1702187	0.621052	0.233543	0.114781	0.501871	0.0796153	0.251783	0.240708	0.108704	0.075629	0.0775831	0.139667	0.179371	0.137694	0.0742055	0.174257	0.0325405	0.526208	0.545524	0.2175795	-0.02677534	0.0118856	0.478773	0.0142994	0.00494218	0.487756	0.00234365	0.05919035	0.000158629	0.0185506	0.301645	3.67965	0.311473	0.302752	0.135187	0.250588	0.032415	1.826017
2302	0	-3718.97	-3709.729	-9.24125	0.7141584	0.1970747	0.373824	0.0360694	0.370089	0.538587	0.264412	0.095528	0.0554303	0.0489135	0.277329	0.171356	0.118855	0.0823151	0.138557	0.0734541	0.0772142	0.170573	0.204209	0.529144	0.1312793	-0.2208084	0.018726	0.561399	0.0060881	0.00870023	0.396827	0.00825993	0.3803124	0.000479452	0.0321051	0.37598	3.59144	0.292986	0.304326	0.125781	0.276907	0.159504	2.384345
2303	1	-3716.034	-3707.104	-8.930458	0.5743657	0.1887408	0.649641	0.957234	0.149453	0.345231	0.109947	0.0990822	0.195938	0.193879	0.304683	0.0679262	0.0790563	0.43591	0.235202	0.0591964	0.128571	0.153502	0.118374	0.576655	0.2925881	0.0005081597	0.00801472	0.472464	0.0111653	0.0034568	0.496646	0.00825357	0.006393925	0.000351841	0.027543	0.35364	3.61847	0.304349	0.310978	0.131143	0.25353	0.006902084	0.9263759
2304	0	-3713.319	-3712.506	-0.8130169	0.5638861	0.1992528	0.559133	0.0563964	0.305295	0.419666	0.289868	0.0993225	0.0417452	0.0218445	0.141438	0.140975	0.100904	0.174946	0.00390834	0.0822848	0.0970035	0.0238014	0.198266	0.225336	0.2036262	0.1078427	0.00956075	0.478735	0.0169503	0.0122145	0.474486	0.00805369	0.0173403	0.000517622	0.0333456	0.381705	3.58443	0.316034	0.293366	0.133809	0.25679	0.125183	0.1385196
