Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
10830	-3723.636	-3719.94	-3.696513	0.5249457	0.2324074	0.504245	0.128224	0.146885	0.378456	0.0629276	0.112165	0.139889	0.141556	0.13379	0.0758345	0.064126	0.456931	0.019288	0.145531	0.0103173	0.24439	0.319873	0.339458	0.2533733	0.01815975	0.0133848	0.588991	0.00369715	0.00636004	0.359797	0.0277699	0.03894523	0.00139069	0.0543128	0.462889	3.48141	0.308165	0.301288	0.115799	0.274748	0.05710497	0.6819936
10840	-3717.416	-3713.907	-3.508938	0.4263774	0.2112888	0.46102	0.276535	0.230813	0.35676	0.0241819	0.0962518	0.253217	0.149472	0.35695	0.0803506	0.075571	0.25102	0.0506302	0.214933	0.0403453	0.156108	0.141722	0.222823	0.2212546	0.02232318	0.0127606	0.487083	0.00620129	0.00534439	0.453601	0.0350098	0.06932788	0.000768151	0.0405313	0.412473	3.54623	0.292853	0.303867	0.140579	0.262701	0.09165106	0.7564329
10850	-3727.251	-3715.391	-11.86	0.4058265	0.1736564	0.367974	0.171926	0.382261	0.493353	0.102435	0.0574382	0.353695	0.190262	0.149897	0.0904951	0.310173	0.0219978	0.1727	0.0711855	0.241413	0.00720841	0.497815	0.352779	0.4252833	-0.02589739	0.0106371	0.487091	0.00583638	0.0018285	0.457951	0.0366561	0.1301617	0.000186288	0.0200919	0.311524	3.6682	0.304034	0.295638	0.136617	0.263711	0.1042643	1.248382
10860	-3718.031	-3709.961	-8.070308	0.4371148	0.1731819	0.464419	0.178729	0.399804	0.658717	0.153897	0.172669	0.480646	0.178531	0.178963	0.0876394	0.0595784	0.173576	0.310051	0.0745779	0.0845101	0.195774	0.323109	0.279485	0.2714391	-0.04942357	0.0100619	0.53358	0.00154436	0.00273206	0.429657	0.0224249	0.08056716	0.00018227	0.0198756	0.310166	3.66978	0.310854	0.296727	0.139682	0.252736	0.03114359	2.586958
10870	-3719.293	-3707.35	-11.94261	0.3685145	0.1601369	0.688147	0.456329	0.266272	0.58598	0.0911583	0.24641	0.450491	0.217958	0.240075	0.0475867	0.143559	0.197636	0.445131	0.0743183	0.102626	0.239271	0.181612	0.372926	0.2799548	-0.2560947	0.0123536	0.537465	0.00676965	0.00293033	0.43321	0.00727085	0.2781884	9.5135e-05	0.0143882	0.272145	3.71337	0.309759	0.303265	0.126901	0.260075	0.02209374	12.59128
10880	-3711.392	-3709.847	-1.545111	0.5440007	0.1799708	0.449358	0.259956	0.21177	0.205281	0.048906	0.0996964	0.204656	0.153229	0.105422	0.0304503	0.0646625	0.304056	0.0017235	0.0459566	0.0938565	0.203512	0.165034	0.293146	0.1527294	-0.08129069	0.00613038	0.567256	0.0121466	0.00971719	0.396478	0.00827155	0.2034165	0.000246283	0.0230781	0.329406	3.64727	0.304115	0.313404	0.125471	0.257009	0.1221258	1.665631
10890	-3734.389	-3713.114	-21.27506	0.5246287	0.16915	0.380618	0.109949	0.575353	0.597426	0.331326	1.08609	0.660111	0.28207	0.11411	0.0609013	1.41883	0.123301	0.618212	0.0405312	0.0246121	0.0934967	0.806536	0.0776263	0.3494338	-0.04844802	0.0109082	0.502687	0.0146693	0.00236151	0.465176	0.0041985	0.2454495	0.000150696	0.0180839	0.298554	3.68321	0.30581	0.314213	0.126987	0.25299	0.1970014	1.245927
10900	-3729.089	-3715.054	-14.03516	0.5644006	0.1762015	0.685822	0.163491	0.174388	0.587949	0.184433	0.240624	0.661173	0.281965	0.417983	0.0678656	1.02825	0.636263	0.0328129	0.0483104	0.0723339	0.145145	0.218121	0.325138	0.267599	0.1146747	0.0068453	0.486605	0.00554055	0.0016015	0.493712	0.00569579	0.0147139	0.00020898	0.0212718	0.318774	3.65975	0.285838	0.322478	0.123556	0.268127	0.1293886	0.1137187
10910	-3718.335	-3708.911	-9.424138	0.6875358	0.2102733	0.639642	0.2139	0.201129	0.467507	0.105362	0.241492	0.385674	0.158964	0.144349	0.0407748	0.295581	0.159945	0.136682	0.0476424	0.0644973	0.21314	0.23915	0.460105	0.2240806	-0.01499204	0.0146627	0.468448	0.00365187	0.00355205	0.504899	0.00478591	0.2075809	0.000744289	0.0399044	0.409934	3.54942	0.312796	0.309889	0.119654	0.25766	0.1925889	1.077845
10920	-3726.498	-3709.58	-16.91825	0.3525372	0.1795312	0.668383	0.193605	0.433975	0.916016	0.217408	0.37675	0.626254	0.414567	0.127513	0.0440075	0.442107	0.188105	0.294346	0.244292	0.0270894	0.00530411	1.07899	0.520208	0.3235459	-0.01977141	0.0121708	0.486698	0.00219629	0.005155	0.487022	0.00675753	0.09065299	0.000241696	0.0228639	0.328173	3.64872	0.284068	0.312493	0.137781	0.265657	0.07088158	1.278936
10930	-3727.152	-3712.781	-14.371	0.330671	0.1540491	0.607761	0.421801	0.185012	0.700047	0.311354	0.508274	0.474032	0.197986	0.211375	0.0593662	0.194294	0.36798	0.232263	0.135217	0.0396167	0.295578	0.205298	0.214819	0.2671768	0.2329454	0.00951181	0.541005	0.00243196	0.0136257	0.422512	0.0109139	0.106861	6.76327e-05	0.0121422	0.254003	3.73379	0.309032	0.296803	0.135454	0.258711	0.3398064	0.3144762
10940	-3729.265	-3716.534	-12.7312	0.2911378	0.1525815	0.453343	0.262322	0.379279	0.835557	0.045061	0.147649	0.227757	0.18772	0.124461	0.0689616	0.725442	0.183709	0.317698	0.114947	0.459261	0.0318266	0.090326	0.150657	0.200813	-0.417362	0.0119668	0.467783	0.00231561	0.010797	0.498741	0.00839616	0.4487242	6.20381e-05	0.0116315	0.249599	3.73871	0.305988	0.30638	0.126118	0.261515	0.03136216	14.30782
10950	-3722.037	-3708.853	-13.18385	0.2841513	0.1922387	0.534317	0.18179	0.266396	0.515271	0.675966	1.11568	0.409451	0.248168	0.226477	0.189289	0.290871	0.326677	0.215163	0.0909054	0.225503	0.0756667	0.180457	0.2183	0.3175812	0.03568857	0.00767485	0.506431	0.00624442	0.0152386	0.460854	0.00355712	0.006539583	0.000401955	0.0294214	0.3631	3.60708	0.292854	0.315079	0.144485	0.247582	0.04222815	0.1548631
10960	-3720.379	-3709.89	-10.48925	0.2681517	0.1846885	0.681069	0.184196	0.362439	0.561848	0.0932826	0.104224	0.572983	0.242207	0.209415	0.169307	0.191179	0.0837442	0.507086	0.307551	0.238892	0.120533	0.255476	0.234978	0.2702374	-0.004426888	0.0114093	0.550188	0.00812741	0.0153474	0.409111	0.00581723	0.06150531	0.000299641	0.0254355	0.342532	3.63173	0.2943	0.314095	0.117826	0.273779	0.05707842	1.077558
10970	-3724.761	-3714.579	-10.18229	0.3145603	0.1796466	0.348833	0.223856	0.541174	0.929947	0.138578	0.121356	0.533973	0.291422	0.0908927	0.149021	0.00796167	0.167543	0.108801	0.0699126	0.456532	0.14693	0.275488	0.249362	0.2264804	0.0005094995	0.00956802	0.562873	0.0110336	0.010042	0.405576	0.0009071	0.1031721	0.000242894	0.02292	0.328497	3.64834	0.299378	0.308075	0.116695	0.275852	0.1036816	0.9950859
10980	-3730.247	-3713.373	-16.87389	0.2100375	0.1898672	0.358137	0.116399	0.921358	1.32403	0.134079	0.145958	0.568606	0.564267	0.159939	0.0947586	0.529755	0.839344	0.104589	0.126222	0.137779	0.100598	0.497122	0.376912	0.3291139	-0.06939466	0.00801101	0.54934	0.0107683	0.0217693	0.408241	0.00187043	0.07171035	0.000367454	0.028142	0.356699	3.61479	0.296885	0.308443	0.130336	0.264336	0.002315697	30.96707
10990	-3732.787	-3712.013	-20.77388	0.2114132	0.1881965	0.279438	0.672834	0.57418	0.817413	0.285405	0.215659	0.518593	0.278906	0.743009	0.136061	0.282657	0.654904	0.814084	0.150042	0.262076	0.865482	0.382295	0.336553	0.3324271	-0.05866008	0.00265863	0.548286	0.0118178	0.0103659	0.425004	0.00186684	0.09485872	0.000344471	0.0272556	0.352157	3.62024	0.299181	0.310343	0.124513	0.265963	0.03619864	2.620505
11000	-3729.309	-3714.874	-14.435	0.2686381	0.1778444	0.507563	0.223134	0.846399	0.97727	0.0660097	0.124582	0.727961	0.483459	0.178205	0.179949	0.495372	0.226492	0.272045	0.202169	0.0782413	0.145279	0.176989	0.310224	0.3585736	0.00721569	0.00207933	0.575258	0.0134871	0.0207689	0.387081	0.0013251	0.03012287	0.000224682	0.0220506	0.323424	3.6543	0.275299	0.320716	0.135282	0.268703	0.03733856	0.8067496
11010	-3729.497	-3718.047	-11.44983	0.3448842	0.1730986	0.452985	0.565297	0.340255	0.589273	0.196973	0.286907	0.42913	0.230509	0.340364	0.153241	0.226709	0.131578	0.247669	0.0991583	0.0684891	0.00112544	0.180727	0.220843	0.2364624	-0.2888957	0.00358651	0.613812	0.00448836	0.0177883	0.358093	0.00223169	0.347677	0.000181571	0.0198377	0.309927	3.67005	0.319943	0.323227	0.104271	0.252559	0.05878133	5.914753
11020	-3726.462	-3714.551	-11.91146	0.3716697	0.2069668	0.35076	0.232097	0.254749	0.517921	0.0803833	0.0646756	0.208051	0.213793	0.23866	0.108896	0.501264	0.963633	0.0896472	0.179513	0.174693	0.0963302	0.281245	0.20533	0.3097764	0.02132912	0.00767229	0.606485	0.00979292	0.0143377	0.353819	0.00789318	0.1627888	0.000670172	0.0378888	0.401595	3.55985	0.308291	0.314535	0.117109	0.260066	0.1841179	0.8841551
11030	-3728.849	-3716.718	-12.13087	0.7683166	0.1782551	0.372095	0.124953	0.174463	0.226444	0.0399087	0.169492	0.172589	0.0823174	0.12381	0.0412637	0.421181	0.0373375	0.187544	0.0844636	0.265609	0.11948	0.912946	0.597536	0.2456332	-0.5962451	0.0140217	0.475402	0.00732441	0.0191875	0.473501	0.0105631	0.6017892	0.00022874	0.0222473	0.324582	3.65294	0.290697	0.290513	0.138346	0.280444	0.005544081	108.5463
11040	-3723.192	-3719.007	-4.185447	0.5356246	0.1907598	0.478004	0.118258	0.247709	0.607133	0.113819	0.198662	0.197081	0.230444	0.0827773	0.0789402	0.0235123	0.486566	0.0321793	0.0768253	0.0175081	0.0222317	0.200968	0.405432	0.2114099	0.03762538	0.00886751	0.581582	0.00792711	0.0152346	0.375952	0.0104368	0.0613783	0.000380178	0.0286207	0.359115	3.61188	0.29756	0.322051	0.111306	0.269083	0.09900368	0.6199598
11050	-3720.608	-3711.213	-9.394494	0.3577928	0.1842262	0.637267	0.23366	0.166094	0.599762	0.490819	0.62483	0.291107	0.25403	0.164687	0.127009	0.301538	0.219972	0.180807	0.0813066	0.113501	0.053755	0.261586	0.191166	0.2589374	0.02813931	0.00819888	0.462504	0.00902864	0.0126655	0.504363	0.00323982	0.01057005	0.000294068	0.0251998	0.341255	3.63325	0.309513	0.301114	0.132914	0.256459	0.03870937	0.2730619
11060	-3715.671	-3708.448	-7.223325	0.5023369	0.1739092	0.769828	0.31828	0.183233	0.269702	0.11151	0.228198	0.185761	0.183951	0.512858	0.0724381	0.100314	0.121351	0.528974	0.0566978	0.133782	0.0710341	0.352486	0.19621	0.2674405	0.004927667	0.0076906	0.478837	0.0135785	0.0118655	0.484623	0.00340523	0.02315481	0.000188455	0.0202077	0.312246	3.66736	0.284473	0.299042	0.140677	0.275808	0.02808247	0.8245287
11070	-3718.293	-3714.046	-4.24681	0.8187693	0.2468442	0.432916	0.348464	0.189604	0.38843	0.0216467	0.0430501	0.19792	0.228039	0.280646	0.0425156	0.0500558	0.281379	0.417527	0.074641	0.0202774	0.14122	0.163838	0.441598	0.2394668	0.03671833	0.017917	0.472164	0.00739477	0.0175363	0.477869	0.00711946	0.004524432	0.00196793	0.0644206	0.494783	3.43883	0.309872	0.306124	0.125012	0.258992	0.04124276	0.1097025
11080	-3725.984	-3717.704	-8.279814	0.5881013	0.2066279	0.347986	0.142243	0.263037	0.372465	0.387848	0.394028	0.183663	0.124523	0.315537	0.0648118	0.0803571	0.100686	0.0900152	0.050455	0.0891633	0.00454341	0.188384	0.529312	0.1288047	-0.333653	0.0206258	0.546498	0.00735143	0.0101341	0.413786	0.00160514	0.3457499	0.000662881	0.0376845	0.400734	3.56092	0.29493	0.313595	0.116834	0.274641	0.01209694	28.5816
11090	-3715.983	-3710.503	-5.479969	0.7042589	0.237917	0.400305	0.36257	0.148453	0.471162	0.0745719	0.0698579	0.30379	0.0906987	0.203139	0.0517173	0.201298	0.0434549	0.131744	0.0691681	0.160032	0.205863	0.0549458	0.971843	0.2073369	0.02853695	0.0240673	0.44489	0.0118782	0.00580659	0.511883	0.00147517	0.0345807	0.00159565	0.0581134	0.475302	3.46499	0.300731	0.300219	0.142952	0.256098	0.06311765	0.5478768
11100	-3719.057	-3715.928	-3.129049	0.6202958	0.2585004	0.280507	0.214363	0.180957	0.22644	0.0158259	0.0500791	0.19619	0.144505	0.134195	0.0467528	0.28268	0.0994808	0.107267	0.218784	0.177716	0.040672	0.15832	1.03487	0.1480739	0.006137257	0.01572	0.444498	0.0122842	0.0158154	0.511432	0.000250671	0.009401537	0.00253182	0.0728938	0.519072	3.4055	0.297327	0.31081	0.142923	0.24894	0.01553879	0.6050365
11110	-3711.666	-3707.088	-4.577763	0.6245925	0.2020296	0.451968	0.136329	0.165772	0.305134	0.106306	0.155716	0.117333	0.116143	0.180325	0.035309	0.424396	0.110779	0.163669	0.0486288	0.108937	0.367303	0.151791	0.376882	0.21354	-0.04613184	0.0101589	0.557078	0.00957774	0.0117324	0.408096	0.00335697	0.1372243	0.000569353	0.0349545	0.388934	3.57554	0.305299	0.2945	0.121213	0.278988	0.09109244	1.506429
11120	-3721.203	-3713.238	-7.964735	0.5386247	0.2202647	0.424244	0.289968	0.163035	0.304867	0.192925	0.375765	0.235	0.143795	0.0483613	0.07695	0.354058	0.103806	0.494534	0.0620263	0.28519	0.0119558	0.172231	0.405624	0.3029376	-0.0629287	0.0128139	0.552063	0.00694225	0.0128355	0.404423	0.010922	0.09998539	0.00100246	0.0462228	0.434455	3.51832	0.287792	0.301718	0.128708	0.281782	0.03705669	2.698174
11130	-3728.757	-3725.432	-3.325065	0.5811667	0.2242564	0.482652	0.120583	0.122808	0.370454	0.00828328	0.0598545	0.142414	0.0546217	0.190243	0.0317128	0.110997	0.213319	0.136962	0.11258	0.70687	0.0259494	0.455428	0.129609	0.1725977	-0.1228402	0.00996416	0.497974	0.0110087	0.00763209	0.463303	0.0101176	0.1437048	0.00112073	0.0488357	0.443967	3.50608	0.303852	0.314738	0.125198	0.256212	0.0208646	6.887494
11140	-3711.594	-3711.271	-0.3227035	0.6573672	0.2012327	0.345466	0.376776	0.141409	0.178457	0.0534234	0.117874	0.0899153	0.113954	0.107859	0.0534222	0.272922	0.234245	0.16351	0.0665061	0.126493	0.0636878	0.217984	0.408248	0.1861039	0.01264863	0.0106063	0.530064	0.00479168	0.00634706	0.44364	0.0045508	0.01846541	0.000554149	0.0344897	0.386868	3.57809	0.318563	0.311208	0.12593	0.244298	0.03111404	0.5934753
11150	-3715.75	-3711.456	-4.293887	0.6901463	0.2666773	0.425889	0.554291	0.125785	0.384485	0.0442072	0.043275	0.299362	0.111205	0.246354	0.0643669	0.0421444	0.12603	0.0787473	0.0829211	0.0708248	0.0620847	0.187125	0.393565	0.1875151	-0.06839224	0.0165336	0.530893	0.0125653	0.00258682	0.431314	0.00610777	0.1974862	0.00298178	0.0789711	0.535362	3.38269	0.285556	0.304411	0.133032	0.277	0.129094	1.529786
11160	-3713.449	-3710.728	-2.721015	0.8487234	0.2102125	0.574793	0.258857	0.111354	0.266293	0.0455551	0.103196	0.152788	0.06079	0.214108	0.0338479	0.14357	0.0591214	0.122257	0.0255046	0.126855	0.111767	0.196115	0.750294	0.1459154	0.1334844	0.0129447	0.538675	0.00550468	0.000697838	0.437636	0.00454187	0.004860762	0.000742879	0.039867	0.409782	3.54961	0.271321	0.314823	0.127381	0.286474	0.1383451	0.03513504
11170	-3720.217	-3717.579	-2.637201	0.9026511	0.2312536	0.373506	0.261183	0.0776076	0.121093	0.0312207	0.0536144	0.0791381	0.0742916	0.0926993	0.0626266	0.518759	0.209216	0.232897	0.0819271	0.284592	0.427725	0.170604	0.04604	0.1639265	0.1578665	0.022942	0.489918	0.00587048	0.00205556	0.474124	0.00508963	0.03318584	0.0013501	0.0535266	0.460251	3.48487	0.290083	0.293268	0.140562	0.276087	0.1910524	0.1737002
11180	-3720.768	-3715.306	-5.462891	0.4905828	0.2158313	0.413509	0.487413	0.166823	0.5948	0.0562544	0.0595843	0.261636	0.172747	0.252633	0.0725723	0.0784648	0.26363	0.0619555	0.0873033	0.0459648	0.329859	0.290383	0.101434	0.1801349	0.188563	0.022409	0.460447	0.00145374	0.00814009	0.499946	0.00760399	0.01453501	0.000881382	0.0433786	0.423701	3.53204	0.300144	0.289908	0.14358	0.266367	0.203098	0.07156647
11190	-3730.578	-3719.549	-11.02908	0.3815635	0.1978436	0.672208	0.252276	0.303391	0.501037	0.252867	0.213579	0.204024	0.249698	0.276357	0.0294922	0.276784	0.14061	0.120861	0.122193	0.189297	0.157034	0.165027	0.15861	0.2818195	0.2693301	0.0196218	0.456632	0.00072676	0.0071388	0.495804	0.0200761	0.1054275	0.000492689	0.0325408	0.378007	3.58896	0.321877	0.271667	0.148959	0.257496	0.3747576	0.281322
11200	-3723.716	-3715.311	-8.404635	0.5283761	0.2055915	0.70667	0.246302	0.159035	0.353686	0.070209	0.206264	0.1538	0.105609	0.220851	0.0182739	0.107869	0.0451139	0.485779	0.0667185	0.339501	0.344006	0.244608	0.363244	0.3314589	0.03814573	0.0107954	0.601953	0.0011785	0.00794235	0.370515	0.00761628	0.02238074	0.000640923	0.0370623	0.398093	3.5642	0.325844	0.312563	0.115281	0.246313	0.06052647	0.3697678
11210	-3717.057	-3708.216	-8.840927	0.4863285	0.1725861	0.65944	0.122566	0.173561	0.347773	0.104241	0.0764984	0.224015	0.17236	0.124094	0.0534378	0.208583	0.180986	0.304563	0.0713815	0.223161	0.483742	0.468595	0.458275	0.1869198	0.05077738	0.0110704	0.586773	0.000647782	0.00814467	0.379953	0.0134115	0.07069094	0.000177317	0.0196056	0.308459	3.67176	0.293688	0.307213	0.127988	0.271111	0.1214683	0.5819702
11220	-3726.255	-3714.474	-11.78073	0.499361	0.1645829	0.801981	0.505435	0.12062	0.290558	0.118694	0.398476	0.235635	0.0973945	0.402225	0.0411397	0.0982669	0.467377	0.544573	0.0710249	0.319251	0.291519	0.0755486	0.38592	0.3001032	0.05527127	0.0100391	0.523988	0.00354131	0.00497257	0.446754	0.0107053	0.05159596	0.000120121	0.0161568	0.285246	3.69848	0.323471	0.288935	0.126172	0.261422	0.1068672	0.4828043
11230	-3727.545	-3714.021	-13.52363	0.5244413	0.1969643	0.641657	0.17727	0.226384	0.563897	0.135268	0.213021	0.463016	0.0788328	0.15055	0.0181307	0.316547	0.0588943	0.0243821	0.0775309	0.522269	0.0667274	1.17122	0.0799203	0.2416848	0.09636202	0.00997927	0.610089	0.00745848	0.00657983	0.349972	0.0159214	0.1974074	0.000477572	0.0320427	0.375689	3.59179	0.280346	0.324608	0.115768	0.279278	0.2937694	0.6719808
11240	-3719.566	-3714.759	-4.806587	0.7032291	0.2124611	0.650631	0.220028	0.262202	0.257996	0.0436666	0.0704335	0.205412	0.0980578	0.360154	0.0384781	0.0956609	0.0872227	0.0978712	0.090209	0.341739	0.0818679	0.389068	0.329439	0.2290095	-0.1112746	0.0118604	0.584923	0.00502618	0.00435431	0.378879	0.0149571	0.1251767	0.000796349	0.0412594	0.415391	3.54255	0.26728	0.303815	0.130364	0.298541	0.01390213	9.004138
11250	-3714.8	-3714.12	-0.6802472	0.781002	0.2260845	0.389571	0.426067	0.12399	0.195467	0.103971	0.140717	0.254459	0.084528	0.358739	0.0449719	0.0952098	0.0791242	0.0477168	0.0467818	0.153208	0.0822905	0.125205	0.453039	0.1920566	-0.02882721	0.0187277	0.582751	0.00304701	0.00689081	0.377473	0.0111098	0.03311772	0.00117791	0.050048	0.448269	3.50051	0.287348	0.299706	0.123717	0.289229	0.004290514	7.718824
11260	-3713.383	-3708.696	-4.687048	0.5185403	0.2307066	0.663549	0.247025	0.168143	0.533638	0.0317219	0.0373186	0.297741	0.173569	0.228029	0.0472977	0.103235	0.0313744	0.160723	0.261371	0.13075	0.0794379	0.28522	0.198674	0.2139523	-0.05453681	0.014312	0.551965	0.00490327	0.00368609	0.414442	0.0106916	0.1175274	0.00133113	0.053155	0.458996	3.48652	0.286251	0.29191	0.129128	0.292711	0.06299061	1.865793
11270	-3719.043	-3709.98	-9.063511	0.362985	0.1916962	0.706989	0.22132	0.175725	0.621369	0.131444	0.244939	0.330671	0.177151	0.149548	0.0821943	0.412565	0.721599	0.0509688	0.191177	0.0164826	0.0885967	0.162541	0.283321	0.2830098	-0.007247175	0.0168858	0.515861	0.00318993	0.00708104	0.453099	0.00388284	0.04270028	0.000393865	0.0291265	0.36164	3.60884	0.306518	0.290707	0.133752	0.269023	0.03545311	1.204416
11280	-3718.714	-3709.253	-9.461328	0.4293196	0.175294	0.659514	0.204125	0.22555	0.467667	0.0379441	0.113602	0.242736	0.17776	0.0861532	0.0940143	0.272539	0.378584	0.0499762	0.0746186	0.288961	0.949381	0.427591	0.294866	0.2214383	-0.006893955	0.0151527	0.524077	0.00276304	0.00202166	0.451423	0.00456171	0.01406809	0.000200665	0.0208474	0.316195	3.66276	0.302919	0.295487	0.132181	0.269412	0.007174136	1.960946
11290	-3724.009	-3718.088	-5.920906	0.3575972	0.1914462	0.469289	0.34887	0.287199	0.316195	0.214929	0.118268	0.245348	0.186311	0.165017	0.076674	0.0957484	0.0691016	0.00661834	0.0843589	0.263005	0.272978	0.086891	0.283131	0.2904569	-0.1055896	0.0157281	0.496102	0.0059602	0.00680636	0.468566	0.00683754	0.1378512	0.000390176	0.0289911	0.360967	3.60965	0.29612	0.288855	0.130366	0.28466	0.03226167	4.272912
11300	-3716.381	-3714.087	-2.293665	0.4211695	0.1864683	0.481862	0.22343	0.256799	0.234018	0.0460046	0.0527691	0.246953	0.217988	0.195399	0.0911763	0.0460251	0.00379721	0.0219483	0.150641	0.256155	0.165532	0.0953574	0.312219	0.1576213	0.2036357	0.0149999	0.550483	0.00324593	0.00519057	0.414786	0.0112943	0.05051774	0.000321816	0.0263519	0.34743	3.6259	0.294381	0.30441	0.128001	0.273207	0.2541534	0.1987687
11310	-3721.467	-3718.877	-2.589827	0.4423526	0.1928151	0.573311	0.109752	0.148693	0.319068	0.0410901	0.163978	0.278238	0.311026	0.206544	0.0390592	0.102266	0.000448792	0.098962	0.11655	0.433822	0.0535312	0.149427	0.23054	0.1291884	-0.01908552	0.0175462	0.513	0.00425268	0.00318791	0.459151	0.00286189	0.041772	0.000410683	0.029736	0.364647	3.60521	0.294774	0.300811	0.135002	0.269413	0.02268648	1.841273
11320	-3718.41	-3713.372	-5.038471	0.5278962	0.2125817	0.535389	0.374667	0.142535	0.391455	0.104313	0.286111	0.17739	0.167942	0.2415	0.0869349	0.432123	0.143407	0.0311931	0.0391284	0.0367199	0.0787806	0.152734	0.048638	0.1814229	0.2296386	0.015687	0.519062	0.00546267	0.00348613	0.453146	0.00315607	0.06545035	0.000799289	0.0413345	0.41569	3.54218	0.305121	0.304563	0.131156	0.259159	0.295089	0.2217987
11330	-3719.629	-3709.643	-9.986345	0.4249874	0.1729756	0.823383	0.785729	0.143957	0.356569	0.0420687	0.156964	0.225491	0.226644	0.6042	0.107373	0.0542987	0.195074	0.119467	0.184568	0.101557	0.106611	0.0908078	0.724353	0.2501244	-0.08279777	0.0123497	0.532118	0.00602501	0.00273366	0.444536	0.0022371	0.08958424	0.000180544	0.0197819	0.309575	3.67046	0.313096	0.297555	0.124356	0.264993	0.006786467	13.20042
11340	-3713.166	-3709.86	-3.305965	0.4842887	0.1533028	0.634485	0.23569	0.142297	0.521129	0.0580319	0.116778	0.324215	0.12739	0.133047	0.0649979	0.295564	0.125229	0.0642241	0.107334	0.0352202	0.0581163	0.161155	0.268343	0.145608	-0.07540598	0.0103615	0.584343	0.00581603	0.00852897	0.38873	0.00222035	0.1047191	6.47409e-05	0.011881	0.251765	3.73629	0.299374	0.306413	0.131881	0.262332	0.02931312	3.572431
11350	-3712.942	-3708.911	-4.03103	0.4738047	0.2146155	0.471012	0.368069	0.153893	0.291765	0.0646339	0.0673456	0.175784	0.157819	0.169976	0.0840621	0.0964532	0.453407	0.0938351	0.111074	0.0898	0.0703892	0.197117	0.363616	0.2294132	-0.1729891	0.0110205	0.555185	0.00748811	0.0118179	0.413456	0.00103291	0.1763199	0.000850021	0.0426097	0.420716	3.53582	0.312255	0.301918	0.11559	0.270237	0.0033308	52.93621
11360	-3714.313	-3713.605	-0.7079558	0.4744546	0.1831594	0.560076	0.396458	0.163737	0.240604	0.0522719	0.238759	0.21411	0.133133	0.0934935	0.0570773	0.0189964	0.300315	0.0839421	0.0621754	0.0489466	0.0606887	0.160686	0.256497	0.1512349	-0.002816769	0.0152965	0.554595	0.00718663	0.00887317	0.413017	0.00103182	0.05447453	0.0002815	0.0246599	0.3383	3.63676	0.323854	0.281142	0.137702	0.257302	0.05165776	1.054528
11370	-3719.502	-3714.445	-5.057108	0.5321253	0.1933209	0.601109	0.347455	0.292627	0.481162	0.0484908	0.0863199	0.359336	0.133866	0.220342	0.0443547	0.169354	0.0480385	0.168482	0.0827059	0.326639	0.0512807	0.244939	0.21512	0.1897752	0.06813811	0.0153742	0.557413	0.00738693	0.00405925	0.415115	0.000651734	0.01991792	0.000418452	0.0300133	0.366002	3.60357	0.332208	0.300205	0.127533	0.240054	0.08805603	0.226196
11380	-3725.401	-3715.259	-10.14189	0.7339472	0.2032272	1.11174	0.64722	0.147087	0.333192	0.0119984	0.0227722	0.168084	0.112034	0.657009	0.0822941	0.209778	0.21704	0.172202	0.17419	0.0395757	0.115277	0.0967671	0.50013	0.2588942	0.04119398	0.0174996	0.46607	0.0149405	0.00198759	0.498456	0.00104633	0.0729238	0.000592751	0.0356577	0.392028	3.57172	0.30875	0.300909	0.135377	0.254963	0.1141178	0.6390223
11390	-3711.337	-3711.842	0.504104	0.5714364	0.1757266	0.504429	0.171609	0.150279	0.247008	0.0429098	0.0455723	0.131068	0.086585	0.132264	0.0460974	0.0127501	0.199947	0.18738	0.11079	0.102101	0.0907403	0.260673	0.380714	0.1451944	-0.04653115	0.00935956	0.535761	0.0130732	0.00346542	0.437101	0.00123979	0.09257595	0.000204597	0.0210492	0.317425	3.66132	0.309186	0.292076	0.130418	0.268321	0.0460448	2.010563
11400	-3719.209	-3708.656	-10.55252	0.7660997	0.2012566	0.731069	0.661892	0.106368	0.193371	0.127808	0.284145	0.16793	0.0860775	0.706213	0.0275566	0.0277515	0.202346	0.136295	0.0585842	0.226632	0.0771691	0.265714	0.919015	0.248989	0.1332401	0.00951195	0.497534	0.00584095	0.00600658	0.480102	0.00100402	0.01155157	0.0005546	0.0345035	0.38693	3.57801	0.312248	0.294969	0.121803	0.270979	0.1447917	0.07978058
