Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
11060	-3706.494	-3708.447	1.953425	0.4743444	0.1795634	0.377547	0.150915	0.505895	0.206841	0.236375	0.206506	0.159402	0.16363	0.234549	0.091925	0.0570323	0.160298	0.173218	0.225961	0.130048	0.243355	0.182686	0.218495	0.1540585	-0.06161637	0.0115757	0.59085	0.00210512	0.00282048	0.386541	0.00610777	0.1252051	-1.870423	0.000242031	0.0228796	0.328263	3.64862	0.294788	0.307225	0.1141	0.283886	0.06358874	1.968982
11070	-3707.832	-3708.301	0.4690373	0.4553813	0.1620917	0.306229	0.138632	0.452553	0.22714	0.411614	0.218336	0.174765	0.0834309	0.163454	0.0742464	0.0564273	0.115352	0.0878599	0.184023	0.168969	0.526862	0.267795	0.186051	0.1864791	0.04279449	0.0172778	0.576034	0.0033015	0.0107475	0.388468	0.00417125	0.008528253	-1.679436	0.000105574	0.0151526	0.277922	3.70682	0.294253	0.311838	0.12744	0.266469	0.05132274	0.1661691
11080	-3709.671	-3708.601	-1.070158	0.4565648	0.2240081	0.293844	0.306218	0.48886	0.171486	0.305336	0.251518	0.177122	0.0999779	0.133758	0.0769284	0.0726284	0.240256	0.297131	0.41823	0.0934523	0.0754612	0.207783	0.399283	0.1792378	-0.03468902	0.0174057	0.580299	0.00285347	0.003841	0.391344	0.00425725	0.05731631	-1.719042	0.00111312	0.0486718	0.44338	3.50684	0.290791	0.31432	0.129799	0.26509	0.02262728	2.533062
11090	-3715.58	-3712.191	-3.38847	0.389711	0.248881	0.40973	0.26751	0.424339	0.173522	0.409124	0.233514	0.271376	0.110942	0.249894	0.0720808	0.112267	0.207037	0.273888	0.20483	0.36139	0.172176	0.170173	0.36822	0.2488411	0.0189283	0.00937709	0.454236	0.0109812	0.00665352	0.509262	0.00949037	0.1579298	-1.390941	0.00206002	0.065883	0.49912	3.43294	0.314761	0.301397	0.123248	0.260594	0.1768581	0.8929747
11100	-3712.506	-3710.346	-2.159304	0.4630741	0.2367456	0.328552	0.233564	0.34923	0.269015	0.349461	0.219077	0.172714	0.121508	0.144151	0.0623745	0.101591	0.245372	0.383453	0.254381	0.127161	0.34062	0.292669	0.436152	0.1716315	0.04073016	0.00891813	0.474537	0.00947654	0.00518482	0.491204	0.0106801	0.02619116	-1.762406	0.00155051	0.0572991	0.472688	3.46846	0.288228	0.314072	0.138384	0.259316	0.06692132	0.3913725
11110	-3710.315	-3708.621	-1.694457	0.4322465	0.1820586	0.223125	0.164094	0.447955	0.202492	0.375776	0.293657	0.154417	0.124706	0.132922	0.0343031	0.0949714	0.390892	0.103957	0.157249	0.0628033	0.085944	0.172716	0.360351	0.1749746	0.05752321	0.0152646	0.470551	0.0115928	0.00528681	0.487079	0.0102259	0.1063918	-1.743114	0.00026895	0.0241084	0.335241	3.64038	0.308283	0.289766	0.139687	0.262265	0.163915	0.6490669
11120	-3710.567	-3712.581	2.013374	0.5809532	0.2331493	0.278592	0.140035	0.270278	0.160191	0.218002	0.15964	0.124683	0.0627787	0.223057	0.0836798	0.0682914	0.061302	0.244007	0.146398	0.210014	0.44449	0.222254	0.352321	0.1428371	0.1149729	0.00824934	0.513326	0.0120572	0.00894568	0.451708	0.00571377	0.01753205	-1.94605	0.00141721	0.0548202	0.464578	3.47918	0.279991	0.305574	0.142181	0.272254	0.1325049	0.1323125
11130	-3716.544	-3709.404	-7.139865	0.503604	0.190215	0.279973	0.35061	0.28037	0.128219	0.373965	0.170941	0.10822	0.173363	0.163241	0.0496618	0.0673709	0.42014	0.1685	0.19419	0.377225	0.305013	0.185613	0.687579	0.2635924	-0.1377378	0.00947476	0.568128	0.0129036	0.0206673	0.388149	0.000677706	0.1924378	-1.333351	0.000372374	0.0283281	0.357641	3.61366	0.291889	0.306443	0.12864	0.273028	0.05469994	3.518062
11140	-3707.731	-3713.986	6.255566	0.4321842	0.2086459	0.186589	0.156968	0.247367	0.208013	0.238798	0.159576	0.109652	0.152968	0.217316	0.0711089	0.076217	0.290528	0.206844	0.24602	0.10995	0.193968	0.264695	0.182686	0.1694436	-0.08058349	0.00954496	0.50259	0.0122604	0.0182832	0.456905	0.000416401	0.1056415	-1.775235	0.000707133	0.0389075	0.405844	3.55454	0.318237	0.293837	0.14195	0.245976	0.02505802	4.215877
11150	-3709.711	-3715.226	5.514629	0.4802791	0.1893448	0.220992	0.144209	0.442231	0.218218	0.16361	0.161506	0.096753	0.0665815	0.127852	0.112731	0.0983451	0.2609	0.26128	0.199764	0.135005	0.121854	0.10475	0.421694	0.1590096	0.04764451	0.00874629	0.519943	0.0101004	0.0133243	0.446084	0.00180155	0.01008225	-1.838791	0.000360152	0.0278635	0.355282	3.61649	0.32325	0.298466	0.129683	0.248601	0.05772676	0.1746547
11160	-3713.645	-3715.59	1.945583	0.4954974	0.2007164	0.208728	0.175361	0.600131	0.139794	0.314812	0.221168	0.119591	0.14565	0.132877	0.0864331	0.0650966	0.157014	0.370706	0.223612	0.17048	0.229262	0.146847	0.133323	0.1854664	-0.02467152	0.0129074	0.592471	0.002896	0.0106956	0.380812	0.000217906	0.1388514	-1.684881	0.000544452	0.0341898	0.385525	3.57974	0.31591	0.295149	0.123718	0.265222	0.1141799	1.216076
11170	-3707.528	-3711.805	4.276941	0.7111437	0.2126473	0.171817	0.110958	0.444719	0.136387	0.201773	0.207463	0.0984551	0.070198	0.0591224	0.0699948	0.0663649	0.193832	0.203883	0.0984797	0.0330107	0.174284	0.187042	0.449577	0.1300809	0.02185916	0.0151891	0.45362	0.00722372	0.0125863	0.511062	0.000319542	0.02347212	-2.039599	0.000800891	0.0413754	0.415853	3.54197	0.293603	0.320307	0.138566	0.247523	0.04533128	0.5177908
11180	-3714.971	-3711.178	-3.792738	0.5609452	0.1740314	0.240075	0.110277	0.475428	0.138337	0.292116	0.194649	0.142273	0.112649	0.0773141	0.0471738	0.0395509	0.206952	0.162461	0.249928	0.183748	0.271215	0.161055	0.685781	0.1633024	0.2199346	0.0114905	0.532009	0.00468099	0.00846227	0.441165	0.00219162	0.05858136	-1.812151	0.00018951	0.0202638	0.312596	3.66695	0.315916	0.320252	0.122283	0.24155	0.2785159	0.210334
11190	-3707.731	-3707.645	-0.08595906	0.4197913	0.2104621	0.171749	0.0904534	0.364348	0.292486	0.475143	0.245268	0.114971	0.0592817	0.0706545	0.0459218	0.123015	0.206259	0.238207	0.123654	0.0626276	0.0670164	0.263013	0.401976	0.1416612	-0.05156098	0.0102606	0.527271	0.0092364	0.00782913	0.441569	0.00383466	0.09138248	-1.954317	0.000748686	0.0400207	0.410407	3.54882	0.291617	0.315754	0.131691	0.260938	0.0398215	2.294803
11200	-3715.544	-3719.431	3.886722	0.5521148	0.1887352	0.21349	0.186459	0.338508	0.236915	0.426326	0.158647	0.115902	0.0585594	0.151563	0.0928782	0.119933	0.103624	0.186002	0.0796251	0.0747507	0.117805	0.164505	0.206788	0.1168498	0.2562171	0.00674329	0.574458	0.0128056	0.00581644	0.391532	0.00864494	0.02235207	-2.146866	0.000351764	0.0275401	0.353624	3.61848	0.312772	0.293963	0.13632	0.256945	0.2785692	0.08023884
11210	-3711.814	-3713.989	2.175003	0.560775	0.1803454	0.241412	0.163922	0.477218	0.176292	0.273074	0.169994	0.162375	0.0822783	0.0613915	0.0675708	0.0875343	0.0793353	0.0491788	0.508918	0.136577	0.0930023	0.176628	0.210809	0.1451583	0.1874032	0.0137862	0.567723	0.00807048	0.0131212	0.384539	0.01276	0.004229066	-1.92993	0.000250243	0.0232615	0.330456	3.64603	0.310696	0.298162	0.126209	0.264933	0.1916323	0.02206865
11220	-3710.697	-3710.96	0.26257	0.5056819	0.1901919	0.161536	0.183137	0.353671	0.127085	0.232975	0.172315	0.141812	0.0409415	0.0804375	0.0697298	0.169335	0.242838	0.263885	0.132595	0.105498	0.232523	0.142206	0.41008	0.1670249	0.2024834	0.00996508	0.539284	0.00458393	0.0124639	0.422474	0.0112293	0.1393284	-1.789612	0.000372046	0.0283157	0.357579	3.61373	0.311205	0.295682	0.132859	0.260255	0.3418118	0.4076174
11230	-3714.261	-3709.31	-4.951742	0.4643159	0.1943412	0.387504	0.112786	0.437323	0.221014	0.63877	0.264717	0.16683	0.0535767	0.119216	0.052804	0.104013	0.0987563	0.201785	0.219542	0.255728	0.146919	0.19345	0.436519	0.2301661	0.02222621	0.0112802	0.455084	0.00211377	0.0111143	0.512662	0.00774515	0.07439978	-1.468954	0.000434446	0.030576	0.368728	3.60026	0.312	0.307603	0.132984	0.247413	0.09662599	0.7699769
11240	-3712.455	-3710.766	-1.688907	0.4744297	0.1876938	0.267678	0.202056	0.435917	0.182017	0.300514	0.280358	0.160039	0.0933955	0.119842	0.0782201	0.0693199	0.24422	0.108607	0.165885	0.0486813	0.225382	0.237867	0.603303	0.1617435	0.2281325	0.0066683	0.594896	0.00293888	0.00890698	0.375558	0.0110315	0.008738784	-1.821743	0.000337766	0.0269914	0.350785	3.62189	0.309576	0.307906	0.124828	0.257691	0.2368713	0.03689254
11250	-3714.737	-3711.956	-2.781692	0.5132997	0.1833766	0.390633	0.277202	0.758792	0.212183	0.339718	0.256276	0.202682	0.432299	0.160145	0.11158	0.0885321	0.240979	0.199482	0.160266	0.176113	0.189884	0.30366	0.28631	0.228862	0.1036623	0.0073936	0.530307	0.00897255	0.00437005	0.44358	0.0053774	0.05825868	-1.474636	0.000284026	0.0247694	0.338903	3.63604	0.299751	0.295491	0.128177	0.27658	0.161921	0.3597971
11260	-3714.109	-3711.146	-2.962621	0.4811949	0.1959618	0.258114	0.21173	0.459001	0.169907	0.376015	0.208477	0.203647	0.122529	0.277381	0.119636	0.0816317	0.112377	0.39035	0.431556	0.0224777	0.13234	0.225068	0.128741	0.1547178	0.04641773	0.00841368	0.490376	0.00962411	0.00328893	0.47227	0.0160275	0.003790735	-1.866152	0.000460745	0.0314788	0.373037	3.59502	0.325356	0.290923	0.121407	0.262314	0.05020846	0.07549991
11270	-3710.678	-3717.497	6.818908	0.5169221	0.2507988	0.103668	0.169433	0.382147	0.198934	0.238724	0.186055	0.137065	0.131072	0.198004	0.0943567	0.0804281	0.128279	0.126463	0.0608155	0.13499	0.247553	0.184889	0.320673	0.1730831	-0.06624784	0.0133073	0.525371	0.00730526	0.00938178	0.425213	0.0194225	0.07068327	-1.753984	0.0021492	0.0672675	0.503167	3.42742	0.311222	0.279657	0.140352	0.268769	0.004435439	15.93603
11280	-3707.994	-3708.949	0.9550796	0.5297155	0.1793228	0.304863	0.26579	0.456407	0.143398	0.402271	0.207742	0.112875	0.0941687	0.189331	0.0821426	0.0850676	0.12918	0.132553	0.276336	0.109882	0.271849	0.153879	0.297844	0.2082231	0.1680385	0.00919186	0.54	0.00830506	0.00721772	0.426024	0.00926155	0.006636602	-1.569145	0.000239545	0.0227627	0.327587	3.64941	0.311983	0.29117	0.142998	0.253849	0.1746751	0.03799397
11290	-3711.585	-3710.766	-0.8195788	0.5459618	0.2107734	0.205362	0.318478	0.420283	0.227557	0.253266	0.149193	0.152088	0.0731015	0.110759	0.0993094	0.0880985	0.116876	0.422057	0.244958	0.119359	0.100286	0.199668	0.330927	0.1258578	-0.1552843	0.0145569	0.544305	0.00578758	0.00550736	0.429421	0.000422302	0.1972121	-2.072602	0.000755974	0.0402127	0.411186	3.54785	0.278707	0.333964	0.128702	0.258628	0.04192785	4.703607
11300	-3704.206	-3706.144	1.937794	0.6155298	0.1699251	0.17156	0.149618	0.569636	0.138291	0.215671	0.191768	0.142849	0.0419921	0.124677	0.0575259	0.047247	0.242477	0.0799781	0.0806213	0.218047	0.227188	0.174031	0.458031	0.1567785	-0.01959687	0.00901736	0.5165	0.00398564	0.00972337	0.45218	0.00859345	0.02042007	-1.852921	0.000156418	0.0184218	0.300796	3.68063	0.295759	0.306896	0.122893	0.274452	0.0008232011	24.80568
11310	-3715.168	-3715.337	0.1685072	0.4964222	0.2381319	0.256828	0.331356	0.385325	0.221106	0.253502	0.231833	0.16131	0.114305	0.188617	0.0779918	0.0910374	0.394748	0.361205	0.374367	0.220761	0.212617	0.142911	0.250365	0.208694	-0.1305261	0.0110883	0.5136	0.0063831	0.0160203	0.445856	0.00705223	0.1316481	-1.566886	0.00160402	0.0582632	0.47578	3.46435	0.294418	0.308938	0.11681	0.279834	0.001121936	117.3401
11320	-3712.818	-3716.085	3.266692	0.4351875	0.2244692	0.183378	0.0936708	0.363083	0.15983	0.405535	0.284206	0.221504	0.11149	0.216243	0.0747765	0.0810997	0.18728	0.0726087	0.327452	0.103529	0.182476	0.151446	0.231316	0.1700782	0.02854746	0.0128184	0.512018	0.0158556	0.00194382	0.437825	0.0195385	0.06816916	-1.771497	0.00112729	0.0489763	0.444469	3.50543	0.309204	0.314458	0.11983	0.256508	0.09671663	0.704834
11330	-3709.688	-3709.894	0.2057122	0.528768	0.1856602	0.244763	0.257304	0.486337	0.11767	0.357111	0.254618	0.136304	0.0835456	0.149904	0.0791779	0.0795136	0.106411	0.115348	0.163534	0.242426	0.285874	0.163108	0.333038	0.1670494	0.1897994	0.00846841	0.581797	0.00609059	0.00111482	0.391089	0.0114397	0.08471643	-1.789466	0.000311603	0.025934	0.34521	3.62854	0.322418	0.28396	0.124159	0.269464	0.2745158	0.3086031
11340	-3706.191	-3709.496	3.305364	0.5992336	0.1990432	0.124146	0.197143	0.606347	0.163205	0.328067	0.207008	0.116261	0.0735994	0.118651	0.0521737	0.0906164	0.103627	0.197813	0.174203	0.17086	0.0918195	0.250505	0.397472	0.1441969	0.009384523	0.0161165	0.506912	0.00742605	0.00701532	0.45823	0.00430058	0.01493961	-1.936576	0.000513858	0.0332254	0.381156	3.5851	0.299297	0.32237	0.116445	0.261889	0.02432413	0.6141888
11350	-3711.918	-3710.923	-0.9956979	0.5791737	0.1763974	0.10612	0.132619	0.583581	0.128178	0.215395	0.102758	0.131715	0.0916879	0.148844	0.0636987	0.0844593	0.145958	0.270703	0.404881	0.325252	0.284241	0.189129	0.480008	0.1504318	-0.09760551	0.00654076	0.492923	0.0151746	0.00708999	0.47409	0.0041819	0.1274353	-1.894245	0.000210808	0.0213639	0.319329	3.6591	0.277871	0.298187	0.138807	0.285135	0.0298298	4.272081
11360	-3707.63	-3712.89	5.260843	0.5922263	0.2067159	0.148368	0.101741	0.383321	0.105084	0.208299	0.136749	0.111849	0.0533747	0.0558474	0.0436613	0.073887	0.0685088	0.0654068	0.142123	0.0697392	0.187843	0.111757	0.437015	0.09722407	0.06550039	0.00726328	0.578925	0.0145359	0.00707385	0.387886	0.00431529	0.1603826	-2.330737	0.000664768	0.0377375	0.400957	3.56064	0.318667	0.300743	0.124613	0.255977	0.225883	0.7100252
11370	-3707.548	-3706.564	-0.9841916	0.4877737	0.1864759	0.18509	0.0998209	0.674018	0.119765	0.188108	0.189502	0.170219	0.0844571	0.175795	0.0482993	0.0675303	0.11434	0.197282	0.253215	0.137593	0.0738203	0.454792	0.318243	0.1622514	-0.1086831	0.00723181	0.541978	0.0115928	0.00775394	0.429255	0.00218866	0.2170477	-1.818608	0.000321913	0.0263558	0.347451	3.62587	0.301041	0.316302	0.124482	0.258175	0.1083646	2.002939
11380	-3713.863	-3711.95	-1.91272	0.4365585	0.1461512	0.547572	0.164709	0.547544	0.155839	0.290736	0.153946	0.152534	0.278344	0.295319	0.0906162	0.0858641	0.222764	0.355549	0.0909702	0.158421	0.158145	0.147764	0.300049	0.1831757	0.05631127	0.0116044	0.517535	0.012027	0.0103678	0.444528	0.00393797	0.1180896	-1.697309	4.16363e-05	0.00953735	0.230188	3.76023	0.278983	0.306802	0.130657	0.283558	0.1744009	0.6771159
11390	-3709.261	-3709.025	-0.2365713	0.4164459	0.1760152	0.21521	0.12852	0.330874	0.167452	0.367891	0.216829	0.136628	0.364158	0.222705	0.0548026	0.0748086	0.225318	0.345437	0.142793	0.106772	0.330748	0.255557	0.375777	0.216262	0.05206136	0.00836139	0.605538	0.00851195	0.00289515	0.373003	0.00169085	0.01003835	-1.531265	0.000207252	0.0211843	0.318245	3.66036	0.294355	0.29703	0.128281	0.280335	0.06209971	0.1616488
11400	-3718.525	-3718.718	0.1934924	0.4769984	0.2101414	0.113791	0.230044	0.355146	0.181871	0.381695	0.214046	0.249052	0.0584832	0.169108	0.0880907	0.0676666	0.280266	0.0963651	0.147968	0.113028	0.317258	0.248126	0.318091	0.1698197	-0.1389906	0.0164903	0.456559	0.0152844	0.00271297	0.498128	0.0108257	0.2136551	-1.773018	0.000741229	0.0398233	0.409604	3.54983	0.310486	0.305546	0.129673	0.254294	0.07466445	2.861537
11410	-3715.543	-3716.568	1.024251	0.525317	0.1864734	0.127528	0.323145	0.443293	0.174008	0.37063	0.195715	0.17719	0.116108	0.0769586	0.0930337	0.0760269	0.091039	0.172644	0.0885904	0.209542	0.215457	0.229	0.242913	0.2132496	0.1777871	0.0146367	0.458901	0.0108855	0.00438469	0.506729	0.00446344	0.01487012	-1.545292	0.000321881	0.0263545	0.347444	3.62588	0.306034	0.304663	0.123162	0.266141	0.1926572	0.07718433
11420	-3711.604	-3716.485	4.880532	0.4932128	0.2231739	0.126041	0.123069	0.300273	0.133276	0.345501	0.120727	0.142157	0.0671696	0.264756	0.0506552	0.0735832	0.229647	0.300451	0.122176	0.0827026	0.121044	0.156657	0.306554	0.130448	0.02961228	0.0160027	0.589469	0.00698986	0.00360459	0.383479	0.000455495	0.06488845	-2.036781	0.00108778	0.0481224	0.441403	3.50939	0.275077	0.330188	0.133253	0.261482	0.09450073	0.686645
11430	-3710.823	-3711.934	1.110774	0.5082372	0.2225295	0.213895	0.122522	0.381425	0.108764	0.236121	0.176913	0.191446	0.0756094	0.188223	0.0804805	0.0549689	0.29444	0.372113	0.163201	0.193554	0.287217	0.383616	0.188017	0.1422727	-0.01394182	0.0161845	0.579505	0.0119048	0.00432472	0.387835	0.000246553	0.03903706	-1.95001	0.00106847	0.0476994	0.439872	3.51136	0.295833	0.317083	0.133353	0.253731	0.02509525	1.555556
11440	-3712.763	-3708.258	-4.504662	0.499421	0.1673456	0.201837	0.320779	0.463279	0.133429	0.221247	0.134392	0.146741	0.121494	0.261835	0.0714852	0.0892514	0.139986	0.446577	0.268267	0.239013	0.629442	0.258439	0.3255	0.260308	0.02832237	0.0162304	0.566418	0.00756835	0.00134503	0.408279	0.000159189	0.08293063	-1.34589	0.000137987	0.0173093	0.293315	3.68924	0.297371	0.301123	0.125233	0.276273	0.111253	0.7454238
11450	-3714.746	-3712.653	-2.092346	0.507407	0.2033887	0.253538	0.274539	0.530222	0.229584	0.399431	0.346036	0.145424	0.247641	0.304964	0.0870843	0.0875343	0.252156	0.172853	0.238545	0.160056	0.263475	0.263613	0.355397	0.1947671	-0.09189753	0.0187971	0.455117	0.00777694	0.00753587	0.510628	0.000144713	0.1311481	-1.635951	0.000595959	0.035753	0.392444	3.57121	0.312847	0.288426	0.127907	0.27082	0.03925059	3.341303
11460	-3711.353	-3712.002	0.6491333	0.4186634	0.1761482	0.224766	0.111513	0.390938	0.194189	0.327652	0.210346	0.14067	0.0885633	0.382208	0.0863453	0.117761	0.208873	0.174792	0.202959	0.189304	0.664365	0.20999	0.225186	0.194812	0.06217293	0.0150433	0.442282	0.00942419	0.0138816	0.519135	0.000234575	0.02637031	-1.63572	0.000208485	0.0212468	0.318622	3.65992	0.303705	0.281439	0.149471	0.265385	0.08854325	0.2978241
11470	-3709.04	-3709.397	0.3575121	0.4010275	0.2030535	0.211698	0.138775	0.483334	0.216998	0.292861	0.19613	0.175865	0.0828723	0.121027	0.070438	0.0981079	0.53148	0.292507	0.293835	0.152331	0.131947	0.203212	0.183366	0.2017009	0.05752192	0.00995055	0.545049	0.00614755	0.00963826	0.428049	0.00116576	0.07191047	-1.600969	0.000589317	0.0355554	0.39158	3.57228	0.300765	0.286521	0.128745	0.28397	0.1294324	0.5555832
11480	-3703.877	-3706.686	2.809315	0.5034525	0.1961129	0.200549	0.177902	0.419014	0.131456	0.211841	0.157099	0.139191	0.06729	0.110516	0.0673383	0.11294	0.281207	0.176428	0.132271	0.130432	0.0759809	0.173149	0.414666	0.1578884	0.3935421	0.00904478	0.547409	0.0105531	0.00621798	0.425753	0.00102218	0.007694964	-1.845867	0.000463253	0.0315635	0.373437	3.59454	0.30386	0.32089	0.121491	0.253759	0.4012371	0.0191781
11490	-3714.672	-3714.836	0.1642786	0.5620664	0.2055895	0.163058	0.209303	0.511436	0.102275	0.294159	0.171552	0.19345	0.0386824	0.111556	0.0962542	0.0820587	0.0911682	0.295358	0.226226	0.137607	0.25718	0.183042	0.399942	0.1520049	-0.2178905	0.0106884	0.52042	0.0140721	0.00777531	0.445954	0.00109018	0.2180444	-1.883842	0.00064088	0.037061	0.398088	3.56421	0.277556	0.315936	0.135108	0.271401	0.0001538816	1416.962
11500	-3706.709	-3713.53	6.820934	0.5384707	0.2229497	0.109851	0.151992	0.344733	0.172809	0.215418	0.156395	0.111129	0.0695006	0.0614219	0.066259	0.0809319	0.080088	0.224884	0.119283	0.107852	0.175144	0.231658	0.223712	0.1357961	0.221279	0.00801306	0.544874	0.010808	0.00950676	0.423233	0.00356458	0.0605219	-1.996601	0.00108103	0.0479751	0.440871	3.51007	0.317865	0.283726	0.137062	0.261347	0.2818009	0.2147683
11510	-3703.603	-3710.854	7.251749	0.549689	0.2224031	0.181575	0.112912	0.327303	0.120404	0.203839	0.143636	0.130186	0.092647	0.135838	0.0594534	0.0794865	0.206065	0.208742	0.133089	0.0540726	0.135073	0.247296	0.157228	0.1241812	0.1788154	0.00666212	0.520026	0.0109258	0.0156738	0.445654	0.00105825	0.06624562	-2.086014	0.00106471	0.0476166	0.439571	3.51175	0.309478	0.283086	0.135487	0.271949	0.245061	0.2703229
11520	-3711.765	-3713.6	1.835806	0.6240958	0.2440883	0.177646	0.144103	0.423727	0.173344	0.291299	0.324655	0.0898211	0.122257	0.173085	0.0422055	0.054651	0.196694	0.239881	0.100861	0.147489	0.106805	0.329969	0.249211	0.1397201	0.1062367	0.0130729	0.514626	0.00307625	0.0167306	0.448786	0.00370881	0.01999895	-1.968114	0.0018476	0.0624551	0.488852	3.44685	0.306636	0.299396	0.133452	0.260516	0.1262356	0.1584255
11530	-3717.746	-3717.77	0.02352864	0.4829163	0.169348	0.207326	0.212321	0.457694	0.13094	0.249519	0.259122	0.0955307	0.100825	0.0783431	0.0560815	0.115053	0.509663	0.189396	0.137569	0.113829	0.18847	0.234309	0.170015	0.1232037	-0.2107348	0.00458474	0.476592	0.017527	0.0127066	0.487206	0.00138437	0.22058	-2.093917	0.000152142	0.0181699	0.299127	3.68255	0.307153	0.299332	0.141362	0.252152	0.009845187	22.40485
11540	-3718.097	-3716.611	-1.485556	0.4874626	0.1716895	0.256227	0.168438	0.569756	0.128359	0.393624	0.31775	0.147339	0.355779	0.218639	0.0573644	0.118473	0.14259	0.152122	0.305956	0.164701	0.34264	0.100335	0.327543	0.1921106	0.08315033	0.00562065	0.530178	0.0153389	0.00281272	0.442762	0.00328733	0.03245783	-1.649684	0.000170055	0.0192026	0.305883	3.67474	0.285917	0.317963	0.11909	0.27703	0.1156082	0.2807572
11550	-3715.964	-3716.579	0.6142509	0.4753287	0.2096216	0.196158	0.23523	0.27965	0.135097	0.350946	0.180638	0.131082	0.11431	0.261912	0.11186	0.064473	0.308862	0.305231	0.221381	0.202874	0.220043	0.453267	0.253079	0.2055742	0.1905907	0.01061	0.518742	0.0145363	0.0116649	0.436515	0.00793105	0.01230077	-1.581948	0.000729252	0.0395041	0.408299	3.55147	0.276369	0.323406	0.132447	0.267778	0.2028914	0.06062736
11560	-3715.997	-3713.675	-2.321796	0.4562212	0.1873356	0.238771	0.128706	0.40766	0.18231	0.575425	0.255745	0.139658	0.0960169	0.16779	0.0819717	0.110734	0.183083	0.117173	0.235772	0.173978	0.473343	0.168786	0.550497	0.2188558	-0.1779041	0.00825225	0.484266	0.00917034	0.0106368	0.477677	0.00999699	0.1927921	-1.519342	0.000333045	0.0268037	0.349806	3.62306	0.293561	0.322349	0.108687	0.275403	0.01488798	12.94951
11570	-3709.458	-3709.97	0.5117454	0.4416386	0.1898214	0.259491	0.171964	0.513564	0.255522	0.360965	0.280648	0.189755	0.21014	0.239458	0.108575	0.0646959	0.18249	0.232489	0.33257	0.249111	0.264235	0.136897	0.244049	0.2281225	0.08531843	0.0130216	0.584854	0.00170527	0.0169075	0.379605	0.00390719	0.007581179	-1.477872	0.000366809	0.0281175	0.356575	3.61494	0.280527	0.308036	0.127453	0.283984	0.0928996	0.08160615
11580	-3715.549	-3714.655	-0.8936794	0.3762447	0.2012034	0.172908	0.133491	0.456799	0.146573	0.249746	0.235885	0.224979	0.19195	0.14547	0.055022	0.106865	0.38817	0.387373	0.359233	0.0977892	0.271308	0.239645	0.175865	0.2343	0.1059817	0.0136015	0.448901	0.00244987	0.00956936	0.514041	0.0114379	0.01418157	-1.451153	0.000553595	0.0344726	0.386792	3.57818	0.304165	0.296042	0.123543	0.27625	0.1201632	0.1180192
11590	-3705.204	-3708.535	3.331314	0.4782799	0.2027508	0.197427	0.17846	0.494626	0.121409	0.36295	0.198438	0.136244	0.0744497	0.175945	0.0651986	0.0586084	0.116887	0.241638	0.243333	0.155056	0.0490534	0.138323	0.168678	0.1451686	-0.03730381	0.0141096	0.521003	0.0108411	0.0114347	0.433152	0.00945942	0.1244741	-1.92986	0.000583363	0.0353773	0.390799	3.57324	0.299633	0.293706	0.134981	0.27168	0.08717031	1.427942
11600	-3707.991	-3708.673	0.682225	0.4610232	0.1869865	0.165027	0.136985	0.437194	0.192363	0.29643	0.209987	0.115745	0.0734765	0.103543	0.117306	0.0615433	0.343663	0.140728	0.194262	0.12033	0.245164	0.251058	0.38954	0.1328923	0.1259395	0.0132195	0.551366	0.00599092	0.00995865	0.414348	0.00511645	0.02972007	-2.018216	0.000328492	0.0266215	0.34885	3.6242	0.288537	0.299488	0.125821	0.286155	0.1556596	0.1909299
11610	-3706.358	-3708.294	1.936024	0.4627102	0.1825785	0.160469	0.196931	0.385656	0.152015	0.315008	0.210402	0.205272	0.0673419	0.213859	0.0677334	0.0623391	0.155031	0.23908	0.116922	0.105764	0.137438	0.334683	0.282157	0.1922817	0.02926674	0.00995829	0.54286	0.0064507	0.0141834	0.421952	0.00459623	0.09673159	-1.648794	0.000274825	0.0243681	0.336687	3.63867	0.293208	0.297404	0.126538	0.28285	0.1259983	0.7677212
11620	-3712.369	-3705.591	-6.777852	0.4094634	0.1728487	0.424914	0.175674	0.451433	0.1888	0.298157	0.167974	0.162377	0.0894658	0.353844	0.130457	0.0984526	0.12173	0.300011	0.601168	0.0679997	0.298039	0.235926	0.361971	0.256539	-0.02749276	0.0106226	0.558118	0.00507212	0.00502965	0.418496	0.00266174	0.2085278	-1.360475	0.000179488	0.0197244	0.309212	3.67088	0.300786	0.312899	0.127031	0.259285	0.1810351	1.151864
