Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1745	1	-3713.89	-3714.824	0.9346105	0.4799228	0.1951961	0.154741	0.115031	0.286657	0.0395272	0.190081	0.199895	0.143861	0.347352	0.162592	0.242728	0.128588	0.159187	0.0505507	0.0786057	0.04807	0.188667	0.143262	0.277442	0.1680197	-0.01271902	0.0197173	0.546948	0.011878	0.000904893	0.40204	0.0185125	0.2116615	-1.783674	0.000448181	0.0310509	0.371004	3.5975	0.287105	0.305301	0.125276	0.282318	0.1989425	1.063933
1746	0	-3718.714	-3713.254	-5.460707	0.3166275	0.1995394	0.108531	0.197012	0.338065	0.286332	0.466172	0.268192	0.241096	0.390836	0.768482	0.0863554	0.109421	0.0659075	0.129912	0.190415	0.114296	0.510487	0.32163	0.245534	0.2064289	0.05635615	0.017684	0.52364	0.00396697	0.00165937	0.436271	0.016779	0.03748634	-1.577799	0.000522799	0.0335102	0.382455	3.58351	0.294202	0.314891	0.138425	0.252481	0.09384249	0.3994602
1747	1	-3708.385	-3711.788	3.403307	0.4583724	0.1813658	0.135083	0.153234	0.498873	0.0604505	0.133155	0.18355	0.21243	0.277143	0.166397	0.13003	0.183777	0.152645	0.0877246	0.180201	0.126272	0.247726	0.109783	0.493112	0.1780649	0.0692591	0.00629402	0.510399	0.0132735	0.00182405	0.455571	0.0126388	0.03814423	-1.725607	0.000261265	0.0237642	0.333309	3.64267	0.299172	0.312912	0.132976	0.25494	0.1074033	0.3551494
1748	0	-3711.158	-3709.234	-1.923995	0.415249	0.2094612	0.304116	0.178841	0.558887	0.419684	0.558148	0.445848	0.200359	0.1361	0.0912014	0.0608975	0.103775	0.127833	0.243747	0.142982	0.215581	0.149464	0.232965	0.169023	0.1759353	0.0712536	0.0177534	0.525965	0.0016304	0.00166674	0.438208	0.0147767	0.003219604	-1.737639	0.000725583	0.0394058	0.407896	3.55197	0.294176	0.292706	0.142967	0.270152	0.0744732	0.04323172
1749	1	-3714.824	-3713.179	-1.645161	0.4837952	0.2176819	0.271298	0.19033	0.443849	0.0499286	0.0784085	0.134081	0.145631	0.668404	0.215016	0.362578	0.15661	0.134949	0.0602038	0.107965	0.119699	0.227333	0.20054	0.214626	0.1976211	0.1133266	0.00733501	0.465861	0.014587	0.00860409	0.500652	0.00296024	0.0398538	-1.621404	0.000930629	0.0445582	0.428214	3.5263	0.324189	0.292971	0.147183	0.235657	0.1531804	0.2601755
1750	0	-3727.698	-3714.208	-13.48974	0.3987194	0.1839198	0.772466	0.242471	0.473748	0.353239	0.562363	0.295418	0.214714	0.0892148	0.206186	0.0967867	0.093656	0.242663	0.470545	0.330022	0.0814828	0.409803	0.111647	0.385352	0.2123593	-0.3512853	0.0134515	0.544732	0.000955947	0.000717786	0.428332	0.0118113	0.4938994	-1.549476	0.000290417	0.0250442	0.340408	3.63426	0.335936	0.298357	0.126579	0.239128	0.1426142	3.463187
1751	1	-3719.501	-3717.478	-2.023357	0.5347272	0.195069	0.119676	0.281964	0.437525	0.0429694	0.0846336	0.228723	0.24546	0.376978	0.189649	0.334496	0.129898	0.198493	0.0904824	0.0641675	0.098513	0.284329	0.109627	0.180533	0.1733754	-0.2189892	0.0081104	0.515674	0.016054	0.00769805	0.449101	0.00336168	0.332222	-1.752296	0.00044612	0.0309801	0.370666	3.59791	0.300465	0.29074	0.121409	0.287386	0.1132329	2.933972
1752	0	-3714.486	-3717.97	3.483608	0.3513157	0.1788407	0.252715	0.249725	0.424836	0.163263	0.334053	0.291846	0.116121	0.230356	0.175565	0.157998	0.147419	0.126162	0.166277	0.1663	0.242657	0.0541474	0.206476	0.154218	0.1640648	0.05935261	0.0104777	0.549981	0.00981285	0.00243117	0.420699	0.00659822	0.04147456	-1.807494	0.00023462	0.0225293	0.326232	3.651	0.326505	0.291288	0.122555	0.259653	0.1008272	0.4113431
1753	1	-3705.441	-3707.533	2.091293	0.5435296	0.2172702	0.270356	0.236772	0.466553	0.0711205	0.0762798	0.0702771	0.156881	0.35414	0.105344	0.192712	0.114383	0.188617	0.0774908	0.21193	0.105275	0.24149	0.114844	0.253687	0.1369024	0.2576913	0.0114913	0.54367	0.0100731	0.0153499	0.418381	0.00103431	0.0111358	-1.988487	0.000919514	0.0442948	0.427213	3.52757	0.276542	0.320213	0.138234	0.265011	0.2688271	0.04142366
1754	0	-3709.689	-3706.036	-3.652713	0.3227693	0.1769758	0.238767	0.126138	0.368996	0.218894	0.385804	0.254488	0.182758	0.0284392	0.0908427	0.079582	0.167209	0.10905	0.372689	0.442329	0.0995795	0.362026	0.140472	0.395103	0.1858769	-0.0001921459	0.0135782	0.531693	0.00681291	0.00856122	0.438157	0.0011979	0.04366448	-1.682671	0.000216275	0.0216371	0.320968	3.65718	0.31246	0.30028	0.1231	0.26416	0.04347234	1.00442
1755	1	-3706.32	-3710.412	4.091275	0.5691951	0.2342489	0.162948	0.133093	0.458466	0.076828	0.0697105	0.0850991	0.112058	0.253562	0.130868	0.170729	0.175053	0.27239	0.111207	0.231257	0.193225	0.187353	0.171447	0.306352	0.1512681	0.06235231	0.0135703	0.462624	0.00686931	0.012543	0.503294	0.00109998	0.08819505	-1.888702	0.00145713	0.0555747	0.467071	3.4759	0.311806	0.300461	0.128026	0.259706	0.1505474	0.5858293
1756	0	-3714.762	-3712.36	-2.402813	0.3430187	0.1920723	0.343652	0.194556	0.458507	0.211587	0.673307	0.217593	0.204272	0.241313	0.210664	0.144337	0.116533	0.26395	0.218552	0.287913	0.0931403	0.552455	0.232662	0.191621	0.2072966	-0.002815156	0.0133073	0.48667	0.0118007	0.00929597	0.475761	0.00316531	0.06809386	-1.573605	0.000399461	0.0293308	0.362652	3.60762	0.30379	0.298495	0.13984	0.257876	0.0652787	1.043125
1757	1	-3718.128	-3716.092	-2.036067	0.6143463	0.2286021	0.168225	0.329705	0.302073	0.0563186	0.084853	0.301748	0.146884	0.334437	0.190668	0.112705	0.185141	0.114579	0.0521472	0.0891137	0.111353	0.239847	0.194825	0.371301	0.1191755	0.3379083	0.0077678	0.474305	0.00910355	0.00638882	0.496943	0.00549229	0.03520832	-2.127158	0.00125982	0.0517331	0.454138	3.49287	0.30729	0.291194	0.139166	0.262351	0.3731166	0.09436276
1758	0	-3721.117	-3711.459	-9.657846	0.2594453	0.1742498	0.136023	0.118939	0.513009	0.361198	1.00943	0.304793	0.291643	0.362862	0.4273	0.146584	0.191565	0.148181	0.135441	0.344335	0.0905909	0.262998	0.254027	0.297913	0.318249	-0.2000242	0.0138888	0.507935	0.0123163	0.00918167	0.452199	0.00447947	0.2466437	-1.144921	0.000191406	0.0203642	0.313219	3.66623	0.307156	0.301803	0.130307	0.260734	0.04661946	5.290573
1759	1	-3714.995	-3715.468	0.4726887	0.5906869	0.2217734	0.13433	0.230316	0.410839	0.110038	0.117998	0.199873	0.187785	0.143505	0.138841	0.156722	0.213967	0.0996575	0.0549857	0.304555	0.0585817	0.313996	0.330595	0.484665	0.19927	-0.08229184	0.0106033	0.47373	0.00866812	0.00282999	0.496341	0.00782748	0.0899925	-1.613094	0.00104611	0.0472047	0.438069	3.51368	0.306186	0.316317	0.131764	0.245733	0.007700656	11.68634
1760	0	-3712.611	-3708.338	-4.272713	0.2613512	0.1682413	0.20248	0.183067	0.505715	0.340404	0.621578	0.460555	0.220736	0.188835	0.43994	0.118634	0.151841	0.379182	0.221573	0.359004	0.121239	0.205717	0.30793	0.137784	0.2126723	0.08398144	0.0137849	0.556872	0.00746616	0.012097	0.405281	0.00449959	0.02855559	-1.548003	0.000144189	0.0176916	0.295919	3.68625	0.311913	0.286072	0.141079	0.260935	0.112537	0.253744
1761	1	-3708.651	-3709.309	0.6574836	0.5888745	0.193346	0.118218	0.161777	0.600477	0.105375	0.0592888	0.067482	0.100226	0.195978	0.109884	0.138504	0.232845	0.0718355	0.0875855	0.429876	0.179687	0.101712	0.36868	0.348672	0.1222398	-0.08799987	0.0104756	0.525286	0.00279354	0.00621356	0.445823	0.00940824	0.08930715	-2.101771	0.000418841	0.0300271	0.366069	3.60348	0.317005	0.286432	0.137708	0.258855	0.001307271	68.31571
1762	0	-3714.367	-3712.642	-1.725083	0.3650071	0.2355419	0.312929	0.152158	0.430928	0.320565	0.500818	0.361814	0.26149	0.184076	0.262363	0.136111	0.11665	0.288726	0.220722	0.112973	0.0850709	0.15173	0.385135	0.150495	0.1986657	0.00341518	0.0146068	0.479113	0.00710183	0.0109061	0.485493	0.00277876	0.1053357	-1.616132	0.00150502	0.0564659	0.469988	3.47204	0.298339	0.308565	0.131771	0.261325	0.1087508	0.9685963
1763	1	-3713.83	-3709.913	-3.916859	0.4504628	0.1850687	0.406694	0.311771	0.45755	0.112954	0.295859	0.533809	0.167086	0.314833	0.123404	0.177333	0.307281	0.269753	0.0784591	0.174995	0.059468	0.153378	0.527559	0.140035	0.1758685	-0.03726454	0.0168085	0.476375	0.00870648	0.0083933	0.481184	0.00853222	0.0377489	-1.738019	0.00030428	0.02563	0.343581	3.63048	0.306101	0.282972	0.141641	0.269285	0.0004843594	77.93572
1764	0	-3718.5	-3710.167	-8.333048	0.2830691	0.1707378	0.381593	0.142758	0.472531	0.307221	0.417138	0.273539	0.244915	0.232466	0.339093	0.144673	0.214392	0.086278	0.348856	0.165013	0.0966847	0.436573	0.151469	0.294943	0.2518363	0.05114362	0.0107094	0.490375	0.008541	0.00147063	0.486634	0.00226971	0.3544383	-1.378976	0.000162593	0.0187794	0.303143	3.67792	0.311735	0.282472	0.144989	0.260804	0.405582	0.8739006
1765	1	-3713.545	-3709.584	-3.96019	0.4546605	0.1821311	0.388165	0.379008	0.679134	0.0369116	0.0911803	0.272114	0.156693	0.310521	0.188399	0.268058	0.159841	0.186029	0.0761095	0.23862	0.308083	0.131336	0.111379	0.253438	0.1759953	0.04298153	0.0146526	0.481457	0.00711882	0.00410368	0.486318	0.0063496	0.06702499	-1.737298	0.000269764	0.0241445	0.335443	3.64014	0.292291	0.292741	0.138451	0.276516	0.1100065	0.609282
1766	0	-3715.484	-3718.954	3.469353	0.272279	0.1961513	0.196666	0.23273	0.304415	0.178534	0.34664	0.210421	0.303708	0.237492	0.285988	0.12676	0.251416	0.236418	0.228655	0.257604	0.135164	0.18338	0.282331	0.21435	0.2311955	-0.06348273	0.0158021	0.510706	0.00792457	0.00385	0.455037	0.00668059	0.07820935	-1.464492	0.000463892	0.0315851	0.373539	3.59441	0.303944	0.305217	0.128927	0.261912	0.01472662	5.310747
1767	1	-3717.585	-3712.28	-5.305014	0.3320734	0.2270921	0.276482	0.473268	0.434727	0.0477542	0.0997561	0.240404	0.257883	0.344874	0.217049	0.241463	0.165593	0.427481	0.0995375	0.327016	0.375914	0.16997	0.171047	0.217708	0.2140618	-0.2466704	0.0119912	0.5053	0.014527	0.00530762	0.460671	0.00220311	0.2992139	-1.54149	0.00121025	0.0507204	0.450626	3.49744	0.291958	0.306378	0.150206	0.251459	0.05254356	5.694588
1768	0	-3712.797	-3712.726	-0.07108659	0.3466718	0.2076204	0.225207	0.152047	0.341244	0.311094	0.402481	0.242331	0.291353	0.146613	0.122249	0.158792	0.315042	0.0712544	0.298579	0.230762	0.241398	0.385602	0.267404	0.348298	0.2365394	0.03076233	0.0177972	0.558689	0.00615429	0.00573179	0.404619	0.00700862	0.01244077	-1.441641	0.000684396	0.0382842	0.403252	3.55778	0.291586	0.307567	0.138952	0.261895	0.0432031	0.2879602
1769	1	-3711.836	-3714.759	2.922869	0.4523024	0.1959277	0.104688	0.223585	0.413333	0.0518286	0.12586	0.178363	0.229122	0.22336	0.221941	0.204827	0.337765	0.213147	0.0978482	0.114659	0.15709	0.139672	0.17379	0.236277	0.19289	-0.1977639	0.00937882	0.554893	0.00769834	0.0142868	0.412481	0.00126156	0.2173409	-1.645635	0.00046018	0.0314597	0.372946	3.59513	0.293358	0.285485	0.124242	0.296915	0.01957701	11.10184
1770	0	-3722.241	-3716.837	-5.404445	0.3444578	0.1844018	0.377371	0.192147	0.559387	0.253472	0.512548	0.336865	0.445862	0.235962	0.62479	0.154668	0.173631	0.152002	0.374143	0.257494	0.217941	0.37565	0.189679	0.265327	0.3307162	0.09035739	0.0166602	0.581164	0.00347057	0.00426605	0.387051	0.00738886	0.0003919126	-1.106495	0.000296176	0.0252893	0.341741	3.63267	0.285004	0.309139	0.11573	0.290127	0.09074931	0.00431863
1771	1	-3711.721	-3707.43	-4.290501	0.4100315	0.1879283	0.181709	0.156335	0.7116	0.100471	0.21689	0.277528	0.193777	0.445295	0.231412	0.294658	0.190754	0.191884	0.10188	0.14751	0.0711005	0.557301	0.104331	0.220596	0.1798976	-0.0689733	0.00999828	0.552289	0.00508187	0.00922892	0.416067	0.00733483	0.212616	-1.715368	0.000340881	0.0271145	0.351425	3.62112	0.292184	0.302674	0.127345	0.277797	0.1436427	1.480173
1772	0	-3713.116	-3718.519	5.402979	0.3106435	0.1858717	0.0783149	0.170334	0.42682	0.219473	0.269338	0.216282	0.197647	0.166276	0.136243	0.0914831	0.151366	0.174633	0.16151	0.320634	0.170253	0.189467	0.194467	0.108983	0.1713472	0.1166668	0.013698	0.563094	0.0108787	0.00762071	0.394819	0.00988932	0.02647286	-1.764063	0.000314253	0.0260431	0.345791	3.62785	0.277369	0.311749	0.118507	0.292374	0.1431396	0.1849443
1773	1	-3709.411	-3708.479	-0.9315197	0.5647748	0.1697668	0.156117	0.168775	0.595323	0.109187	0.0455881	0.0820348	0.179966	0.488695	0.145099	0.41507	0.0881327	0.214128	0.116643	0.118912	0.247493	0.164049	0.145159	0.384854	0.1610544	-0.1047944	0.00847277	0.554618	0.00238691	0.0102414	0.409902	0.0143785	0.1229181	-1.826013	0.000155237	0.0183525	0.300339	3.68115	0.300354	0.311932	0.127438	0.260276	0.01812376	6.782151
1774	0	-3718.907	-3714.055	-4.851892	0.3221543	0.2129366	0.264915	0.228871	0.540131	0.271606	0.338087	0.33443	0.241473	0.279719	0.328018	0.108343	0.129382	0.475889	0.109308	0.171719	0.658978	0.28472	0.123341	0.106462	0.2121487	0.1859517	0.00571129	0.541914	0.00657717	0.00832674	0.430725	0.00674564	0.01342904	-1.550468	0.000807987	0.0415561	0.41657	3.54107	0.304485	0.290201	0.123265	0.282049	0.1993807	0.06735375
1775	1	-3723.065	-3722.958	-0.106843	0.5370084	0.1897683	0.160234	0.362793	0.344341	0.081094	0.155705	0.508121	0.148743	0.455885	0.106532	0.166252	0.199002	0.120491	0.0760371	0.169288	0.18493	0.284832	0.236741	0.351409	0.1566484	-0.0204127	0.00778046	0.557161	0.00483522	0.0151962	0.411781	0.00324613	0.02338196	-1.853752	0.000366063	0.0280892	0.356431	3.61511	0.342727	0.288603	0.122951	0.245719	0.002969261	7.874674
1776	0	-3708.208	-3710.657	2.449333	0.42412	0.1683988	0.175744	0.15281	0.594929	0.260162	0.420896	0.288597	0.164477	0.0738829	0.202861	0.0758065	0.0826916	0.215194	0.154944	0.240396	0.0934774	0.148698	0.224487	0.209325	0.1762859	-0.0133417	0.00758415	0.478517	0.00469135	0.0107691	0.488675	0.00976287	0.03084467	-1.735648	0.000145302	0.0177593	0.296376	3.68572	0.313373	0.303307	0.133472	0.249848	0.01750297	1.762254
1777	1	-3719.206	-3713.471	-5.73478	0.5754758	0.1648215	0.228011	0.536495	0.444761	0.098799	0.0942034	0.18609	0.083359	0.222003	0.0945476	0.191306	0.330144	0.348563	0.0559276	0.188941	0.219744	0.181598	0.177784	0.332218	0.1899125	-0.4973694	0.0157899	0.46745	0.0141126	0.0074752	0.493067	0.00210549	0.5600524	-1.661192	0.000121591	0.0162547	0.285945	3.69768	0.295732	0.296387	0.146921	0.26096	0.06268303	8.934673
1778	0	-3722.314	-3719.189	-3.125047	0.358753	0.1757225	0.10083	0.129671	0.300654	0.289572	0.533226	0.348455	0.154929	0.220404	0.190698	0.0769141	0.0930112	0.324415	0.235131	0.213476	0.150341	0.270698	0.268344	0.405157	0.1813308	0.01644758	0.0157533	0.469616	0.00307837	0.0223441	0.479585	0.00962294	0.1761887	-1.707432	0.000204559	0.0210472	0.317413	3.66133	0.299974	0.301814	0.142275	0.255937	0.1926363	0.9146185
1779	1	-3701.378	-3708.091	6.713405	0.4765545	0.1743601	0.119921	0.162479	0.51442	0.0736696	0.121807	0.23749	0.147596	0.196366	0.147063	0.187418	0.165441	0.101264	0.0590595	0.294986	0.0963453	0.221089	0.07407	0.168288	0.1567103	0.02208674	0.00918954	0.547803	0.00804863	0.0115924	0.420413	0.00295378	0.01993319	-1.853357	0.000192369	0.0204149	0.313534	3.66586	0.300832	0.289684	0.142139	0.267344	0.04201993	0.4743746
1780	0	-3717.551	-3713.849	-3.701532	0.3524505	0.1928465	0.284083	0.368903	0.488422	0.199688	0.397762	0.192633	0.17472	0.0912613	0.252899	0.060321	0.0649142	0.389347	0.270112	0.302495	0.108219	0.112762	0.13691	0.178543	0.2457438	0.06993959	0.00500714	0.466963	0.00637253	0.02345	0.493327	0.00488002	0.03864169	-1.403466	0.000411162	0.0297532	0.364731	3.6051	0.331842	0.281421	0.132592	0.254145	0.1085813	0.355878
1781	1	-3701.365	-3707.833	6.467968	0.5538466	0.2057403	0.163034	0.166618	0.426398	0.0557072	0.0965263	0.163433	0.146318	0.214558	0.136142	0.264117	0.226886	0.120144	0.0825083	0.130889	0.115259	0.20066	0.173363	0.22532	0.1722846	-0.02244774	0.0121799	0.594673	0.00680805	0.0124924	0.373155	0.000692076	0.07963008	-1.758607	0.000644043	0.0371513	0.398473	3.56373	0.291522	0.297201	0.134051	0.277225	0.05718234	1.392564
1782	0	-3713.227	-3715.401	2.173901	0.4391026	0.1944371	0.201021	0.216606	0.31536	0.217854	0.447394	0.23092	0.205011	0.181886	0.237608	0.0618096	0.055734	0.125283	0.137533	0.209922	0.105473	0.107724	0.239054	0.303067	0.1870161	-0.1506933	0.0192994	0.45081	0.00480907	0.0122881	0.502274	0.0105197	0.1531501	-1.67656	0.000435971	0.0306291	0.368984	3.59995	0.300612	0.30412	0.128866	0.266401	0.002456807	62.33706
1783	1	-3712.877	-3710.667	-2.210567	0.359356	0.1539506	0.244113	0.239425	0.732425	0.091466	0.0888861	0.226265	0.305728	0.505806	0.272574	0.480638	0.083461	0.118106	0.142657	0.109778	0.116251	0.190144	0.11649	0.224351	0.2055237	0.05567765	0.00594275	0.594841	0.0118777	0.00314945	0.37722	0.00696911	0.03278443	-1.582194	6.72451e-05	0.0121075	0.253708	3.73412	0.2954	0.308002	0.12415	0.272448	0.08846208	0.3706043
1784	0	-3717.058	-3713.176	-3.881959	0.3999207	0.2018481	0.194265	0.122656	0.43992	0.211832	0.308593	0.181927	0.195982	0.129973	0.247081	0.0682708	0.103153	0.306657	0.409368	0.503448	0.0752167	0.214629	0.3607	0.333635	0.2064628	0.2065414	0.0158243	0.531077	0.00364195	0.0119723	0.425722	0.011763	0.04891845	-1.577635	0.000565865	0.0348484	0.388464	3.57612	0.31032	0.296557	0.128347	0.264776	0.2554598	0.1914918
1785	1	-3719.021	-3710.975	-8.046148	0.4402047	0.159287	0.150039	0.136217	0.490155	0.0344458	0.0908598	0.090208	0.210628	0.548904	0.182019	0.414458	0.099398	0.119966	0.0744618	0.499484	0.0648625	0.343763	0.316475	0.385977	0.1592774	-0.1281274	0.00874469	0.608827	0.00763816	0.00207361	0.370181	0.0025357	0.1889206	-1.837108	9.08522e-05	0.0140623	0.269626	3.71622	0.295523	0.29019	0.11832	0.295967	0.06079318	3.107595
1786	0	-3724.067	-3715.221	-8.845952	0.3415414	0.18883	0.152997	0.0999564	0.661379	0.300578	0.378009	0.367345	0.173412	0.0726745	0.286552	0.0576946	0.185997	0.349502	0.230664	0.182017	0.207807	0.34193	0.232673	0.262326	0.1757405	0.3316877	0.00795415	0.596049	0.00068207	0.00347067	0.376256	0.0155874	0.1641229	-1.738747	0.000353059	0.0275902	0.353882	3.61817	0.294099	0.299977	0.13372	0.272204	0.4958105	0.3310193
1787	1	-3716.73	-3712.347	-4.382969	0.4563393	0.1615927	0.130558	0.206336	0.485128	0.0594071	0.0785669	0.211163	0.175272	0.289214	0.136162	0.214358	0.585317	0.35068	0.065402	0.127035	0.0730828	0.417204	0.143422	0.183824	0.1670587	0.3845305	0.00698555	0.608108	0.0134089	0.00029161	0.369744	0.00146259	0.01828998	-1.78941	0.00010283	0.0149555	0.27645	3.70849	0.302541	0.304259	0.130981	0.262219	0.4028205	0.04540479
1788	0	-3719.474	-3711.991	-7.482977	0.3387101	0.1903478	0.169567	0.144455	0.646697	0.291077	0.581158	0.690508	0.149262	0.103364	0.268781	0.107909	0.114642	0.207887	0.165698	0.390588	0.154275	0.209931	0.0868219	0.496734	0.1929063	0.2140621	0.0109063	0.564511	0.00144153	0.0146624	0.390076	0.0184021	0.05357502	-1.645551	0.000374266	0.0283993	0.358001	3.61323	0.312555	0.292056	0.123133	0.272256	0.2676371	0.2001779
1789	1	-3708.583	-3709.922	1.339393	0.4898735	0.1816488	0.116587	0.251227	0.55654	0.0565017	0.105414	0.0534971	0.178883	0.32049	0.122796	0.148089	0.25833	0.195839	0.0803403	0.177943	0.0710359	0.195114	0.176017	0.36718	0.1577628	-0.05820165	0.00839698	0.474987	0.0105887	0.000443202	0.503882	0.00170247	0.1197788	-1.846663	0.000264384	0.0239045	0.334099	3.64173	0.312007	0.291645	0.136645	0.259703	0.06157714	1.945183
1790	0	-3716.343	-3710.377	-5.96549	0.3068284	0.1903208	0.438273	0.226983	0.539861	0.37618	0.620211	0.228866	0.260485	0.130559	0.391272	0.097403	0.164273	0.166699	0.476284	0.312506	0.36725	0.127723	0.292864	0.0820573	0.2253251	0.07822517	0.0131777	0.523655	0.000246961	0.0101617	0.441521	0.0112381	0.0181465	-1.490211	0.000373881	0.0283848	0.357928	3.61331	0.313218	0.292676	0.123394	0.270713	0.09637167	0.1882971
1791	1	-3715.258	-3709.263	-5.995267	0.3500315	0.199088	0.117985	0.299641	0.464764	0.0915131	0.291049	0.49725	0.352321	0.454078	0.176404	0.294701	0.20307	0.262622	0.144728	0.205311	0.153793	0.243197	0.855617	0.224174	0.2030644	0.08616396	0.012282	0.564694	0.00940389	0.000858951	0.410783	0.00197773	0.02721919	-1.594232	0.00051466	0.033251	0.381274	3.58496	0.294024	0.296335	0.130375	0.279266	0.1133832	0.2400638
1792	0	-3734.758	-3721.384	-13.37426	0.2982842	0.1447052	0.242949	0.417569	0.647361	0.422805	0.879452	0.613056	0.372639	0.138638	0.220555	0.101769	0.235655	0.151395	0.119262	0.38379	0.604864	0.258211	0.212072	0.381374	0.2532563	-0.3237717	0.0045052	0.639996	0.00233125	0.00752149	0.330809	0.0148365	0.3895741	-1.373353	3.78794e-05	0.00909864	0.225802	3.76506	0.328722	0.295567	0.11371	0.262001	0.06580239	5.920364
1793	1	-3709.518	-3704.484	-5.033522	0.3302532	0.1671759	0.208828	0.373947	0.556983	0.0931523	0.0806027	0.151124	0.230418	0.443077	0.21388	0.419572	0.459082	0.204425	0.126302	0.164178	0.297636	0.10167	0.0752128	0.396029	0.1774096	-0.1665419	0.0129173	0.551901	0.0071183	0.000851288	0.417778	0.00943399	0.1820908	-1.729294	0.000136834	0.0172374	0.292821	3.6898	0.308834	0.310175	0.12501	0.25598	0.01554893	11.71083
1794	0	-3716.786	-3712.057	-4.728881	0.3364307	0.1779397	0.387501	0.243119	0.438207	0.377499	0.445187	0.387579	0.268359	0.158758	0.202588	0.117628	0.147208	0.107741	0.299541	0.117098	0.258053	0.280019	0.34093	0.434612	0.2920191	-0.04918882	0.0105798	0.564248	0.00697649	0.00408078	0.404568	0.00954711	0.133058	-1.230936	0.000225618	0.0220961	0.323693	3.65399	0.303131	0.293575	0.138204	0.265089	0.08386922	1.586494
1795	1	-3712.794	-3715.528	2.7348	0.3845433	0.1910817	0.133993	0.167127	0.355228	0.130277	0.0624706	0.121377	0.238066	0.48338	0.173966	0.525466	0.107508	0.136028	0.139033	0.176513	0.156704	0.084953	0.142581	0.204878	0.1329503	-0.0593798	0.0159712	0.62351	0.0066727	0.00154818	0.34819	0.0041086	0.07492969	-2.01778	0.000384844	0.0287941	0.359984	3.61084	0.306246	0.279448	0.129969	0.284337	0.01554988	4.818666
1796	0	-3718.398	-3712.324	-6.074697	0.2508728	0.2139491	0.302094	0.538693	0.588977	0.504389	0.619007	0.586946	0.325966	0.195737	0.258426	0.135766	0.0910935	0.182256	0.159851	0.252307	0.210031	0.354074	0.174941	0.23586	0.2621281	0.03277343	0.0139373	0.486228	0.00856822	0.00321534	0.479005	0.00904703	0.01578568	-1.338922	0.00083316	0.0421903	0.419074	3.5379	0.295357	0.293152	0.144765	0.266726	0.04855912	0.3250817
1797	1	-3709.96	-3707.426	-2.533779	0.3692981	0.2090049	0.518069	0.374522	0.387095	0.112269	0.174822	0.312748	0.314861	0.380247	0.250895	0.41012	0.205	0.138137	0.0706593	0.228226	0.220417	0.19005	0.151747	0.242051	0.2542884	-0.009210719	0.00700092	0.523783	0.0100749	0.00969114	0.44106	0.00838965	0.0776961	-1.369286	0.000715216	0.0391266	0.406748	3.55341	0.294224	0.306359	0.134478	0.264938	0.06848538	1.134492
1798	0	-3724.028	-3711.247	-12.78168	0.2761109	0.1883798	0.755114	0.561233	0.789498	0.327828	0.465324	0.416367	0.411279	0.119881	0.250729	0.154589	0.14795	0.107283	0.208799	0.8446	0.426185	0.186842	0.0940894	0.42245	0.2698435	-0.1025209	0.00827899	0.488529	0.0126668	0.00310196	0.481272	0.00615084	0.1071782	-1.309913	0.000346941	0.0273523	0.352657	3.61964	0.298344	0.300848	0.140033	0.260775	0.004657359	23.01267
1799	1	-3712.982	-3712.427	-0.5545662	0.3690704	0.1999195	0.250668	0.152885	0.513251	0.122175	0.0945085	0.170514	0.276611	0.460001	0.2231	0.223247	0.268438	0.49815	0.0880071	0.182236	0.118487	0.0998359	0.197284	0.284277	0.1861165	-0.1377476	0.00863364	0.475148	0.0152079	0.0122694	0.483983	0.00475866	0.1439531	-1.681383	0.000529724	0.033729	0.383448	3.58229	0.310493	0.29261	0.13363	0.263267	0.006205413	23.19798
1800	0	-3719.731	-3714.025	-5.705299	0.335953	0.1810621	0.356291	0.251134	0.572298	0.231893	0.531907	0.48579	0.480093	0.0723462	0.10994	0.0932979	0.221879	0.0946815	0.220899	0.109072	0.221042	0.105624	0.259068	0.30565	0.2067716	0.08587264	0.0137142	0.447217	0.00334197	0.00516956	0.523558	0.00699886	0.06991429	-1.57614	0.000257947	0.023614	0.332461	3.64367	0.31977	0.289538	0.131351	0.259341	0.1557869	0.4487815
1801	1	-3708.014	-3711.798	3.783969	0.4413058	0.1905693	0.175278	0.11685	0.603489	0.0601551	0.0987164	0.0662521	0.175424	0.292939	0.162424	0.30227	0.0904028	0.1909	0.073621	0.174949	0.137937	0.137642	0.273737	0.169131	0.132595	-0.07412537	0.00599971	0.540453	0.0113179	0.0094973	0.428997	0.00373527	0.09339846	-2.020456	0.000377435	0.0285182	0.3586	3.6125	0.295162	0.30183	0.125956	0.277052	0.01927309	4.846056
