Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2420	0	25.46214	0	25.46214	3.658404	573468.9	0.0312402	0.0117187	0.0343859	0.00302765	0.00459803	0.0221611	0.00349296	0.00945559	0.0193235	0.0123095	0.0141802	0.00840859	0.00825249	0.00133509	0.00106556	0.0263593	0.0159011	0.005028	0.01376767	-0.1550656	0.0741388	0.041508	0.0489342	0.141425	0.282543	0.411451	9.620427	0.206218	-4.285432	0.998322	0.999571	1.00043	1.00168	0.0530722	0.272076	0.159292	0.515559	0.05115242	4.031442
2421	1	-11.62507	0	-11.62507	14.3243	48283.08	0.192629	0.0217583	0.0531318	0.0383169	0.069971	0.129256	0.13331	0.00592871	0.177178	0.0229189	0.00159941	0.0467625	0.0611743	0.167706	0.0318971	0.0725249	0.07577	0.0135176	0.08405538	-0.09486086	0.0810105	0.0274082	0.197788	0.267113	0.305619	0.121061	19.13283	0.1373645	-2.476279	0.994221	0.998517	1.00147	1.00579	0.220286	0.246443	0.490052	0.0432195	0.04250362	3.23183
2422	0	10.28613	0	10.28613	12.22522	651902.8	0.0317281	0.0279771	0.0573684	0.00987636	0.0140734	0.0160454	0.00720946	0.0272988	0.056927	0.0226232	0.00751626	0.0309149	0.00521643	0.00263876	0.0443309	0.0471683	0.0373345	0.0216302	0.02477489	0.03197162	0.0453762	0.0171918	0.0498574	0.140903	0.342081	0.404591	12.25485	0.03100906	-3.697925	0.998426	0.999597	1.0004	1.00157	0.0580308	0.292116	0.279464	0.370389	0.06298068	0.4923583
2423	1	-18.21598	0	-18.21598	39.57266	174676.8	0.165315	0.0228611	0.0508697	0.0280167	0.044932	0.021577	0.166796	0.00684716	0.180077	0.0371036	0.0424753	0.0919683	0.0143922	0.00831808	0.114382	0.0299627	0.0980471	0.0194276	0.04340968	0.04230243	0.0835813	0.0103548	0.150852	0.340444	0.315384	0.0993836	45.54166	0.0688508	-3.137073	0.99696	0.999222	1.00078	1.00304	0.203389	0.311864	0.468159	0.0165875	0.1111532	0.6194224
2424	0	-0.07884636	0	-0.07884636	9.170305	592678.2	0.0351591	0.0113987	0.0307054	0.0507907	0.0268274	0.0217004	0.0231461	0.0189394	0.143073	0.0587325	0.0471961	0.0453172	0.00855615	0.0388057	0.0131799	0.0530347	0.0125969	0.0441128	0.02614554	-0.07611052	0.0326271	0.0248303	0.0616825	0.256704	0.221169	0.402987	21.00644	0.1138024	-3.644076	0.998349	0.999578	1.00042	1.00165	0.0221837	0.312639	0.270449	0.394729	0.03769188	3.019282
2425	1	-15.72255	0	-15.72255	9.071521	273005.2	0.0536569	0.00167506	0.0315916	0.0198221	0.0489996	0.0151031	0.135083	0.0235235	0.309571	0.247251	0.0127367	0.0514985	0.067611	0.132489	0.0813139	0.199756	0.101577	0.0114946	0.07706871	0.05661436	0.0982522	0.0303468	0.202966	0.424589	0.130741	0.113105	38.71273	0.03266604	-2.563058	0.997568	0.999378	1.00062	1.00243	0.105528	0.553599	0.323235	0.0176374	0.0892804	0.3658814
2426	0	0.04501448	0	0.04501448	7.307337	688237.6	0.0100641	0.0385704	0.0556537	0.0358141	0.0215826	0.00765645	0.0189441	0.0130541	0.0787108	0.0801001	0.0361745	0.0168631	0.0234763	0.0638571	0.000198792	0.181784	0.00503258	0.021352	0.06038673	0.03507087	0.0216704	0.0181047	0.105932	0.180336	0.161263	0.512694	19.40006	0.05746541	-2.806986	0.998468	0.999608	1.00039	1.00153	0.0425202	0.196933	0.140148	0.620399	0.09253628	0.6210041
2427	1	-29.45485	0	-29.45485	9.835201	879216.2	0.191698	0.0382339	0.402755	0.0534591	0.0783298	0.0291409	0.268657	0.111556	0.0209544	0.206536	0.192074	0.219831	0.23041	0.564117	0.408338	0.394876	0.0902411	0.160848	0.1775217	0.08816396	0.208483	0.0840521	0.196831	0.204907	0.0918256	0.213901	15.37998	0.02343323	-1.728663	0.998645	0.999653	1.00035	1.00136	0.183109	0.43543	0.368267	0.0131937	0.1115972	0.2099805
2428	0	-9.932785	0	-9.932785	12.41623	727896.4	0.0125846	0.13775	0.13224	0.0356164	0.0105536	0.0093106	0.177399	0.105167	0.0257179	0.0271491	0.037722	0.0460777	0.033173	0.189398	0.0770279	0.121128	0.00688299	0.042187	0.05620185	-0.006403619	0.0343881	0.0588793	0.0813069	0.331932	0.0894669	0.404027	18.14544	0.09234188	-2.878806	0.998511	0.999619	1.00038	1.00149	0.0797534	0.374005	0.306541	0.2397	0.08593826	1.074514
2429	1	-18.13492	0	-18.13492	4.922418	883640.7	0.122634	0.0819436	0.359989	0.00508118	0.202254	0.0254086	0.151964	0.148946	0.0459569	0.109431	0.107405	0.1258	0.00293149	0.234819	0.0910869	0.0415532	0.03174	0.201529	0.1413995	0.1119286	0.200101	0.1442	0.267536	0.128216	0.0551141	0.204834	46.60828	0.03502728	-1.956166	0.998648	0.999654	1.00035	1.00135	0.181709	0.662237	0.152251	0.00380302	0.1469559	0.2383523
2430	0	-8.899833	0	-8.899833	16.49941	427457.6	0.0108217	0.149107	0.177952	0.0251008	0.00486929	0.00674436	0.0323832	0.0264694	0.0368251	0.0104195	0.0573192	0.151313	0.0485384	0.0680523	0.0810002	0.00686439	0.0241899	0.0782831	0.04456979	-0.03195677	0.015223	0.0328704	0.0802541	0.446854	0.0970526	0.327746	48.63917	0.09678082	-3.110699	0.998056	0.999503	1.0005	1.00194	0.192617	0.573177	0.168805	0.0654008	0.06482405	1.492977
2431	1	-30.10625	0	-30.10625	10.58267	802040.3	0.0141577	0.0190056	0.523267	0.00429945	0.407322	0.110575	0.0700362	0.0393653	0.545431	0.121282	0.00434416	0.589024	0.0510233	0.179523	0.0501712	0.0607041	0.0394442	0.019125	0.1448996	0.0734601	0.31307	0.195964	0.120658	0.0759883	0.0247368	0.269583	43.99129	0.07346612	-1.931714	0.998581	0.999637	1.00036	1.00142	0.727883	0.0462469	0.220136	0.00573452	0.1469262	0.5000205
2432	0	-1.621501	0	-1.621501	8.000602	435211.5	0.00129363	0.0551242	0.0831552	0.0652452	0.0436781	0.0664978	0.0422012	0.0285474	0.10575	0.00946917	0.00701182	0.134729	0.102335	0.0351832	0.000347076	0.0315026	0.00807694	0.00664723	0.03928074	-0.05770888	0.00995969	0.0419371	0.0582932	0.283448	0.154625	0.451737	12.58674	0.1954619	-3.237021	0.998074	0.999507	1.00049	1.00193	0.433884	0.3602	0.158459	0.0474574	0.137753	1.41893
2433	1	-13.84679	0	-13.84679	10.0588	507700.9	0.0127091	0.0508558	0.21711	0.0055298	0.171595	0.0859166	0.0306526	0.00896501	0.072711	0.0130676	0.0521967	0.0299553	0.0555831	0.0746679	0.0082671	0.106431	0.0539949	0.0506334	0.1016893	-0.1156215	0.600216	0.20376	0.0563319	0.0489935	0.0106966	0.0800023	32.46802	0.352812	-2.285833	0.998217	0.999544	1.00046	1.00178	0.332755	0.170199	0.487441	0.00960584	0.2371905	1.487463
2434	0	1.471128	0	1.471128	4.093642	256849.7	0.00199267	0.0766	0.0292935	0.0748572	0.0842151	0.0394404	0.159781	0.0409764	0.107542	0.0251803	0.0218363	0.0409224	0.0260801	0.0345598	0.092625	0.0469315	0.00994484	0.00743087	0.05536826	-0.1533006	0.0135906	0.0382601	0.055744	0.240648	0.175987	0.475771	5.994267	0.2200846	-2.893749	0.997493	0.999358	1.00064	1.00251	0.188139	0.583562	0.21714	0.011159	0.066784	3.295469
2435	1	-17.49516	0	-17.49516	6.748989	672310.1	0.00470976	0.0347964	0.0106492	0.0522247	0.0236721	0.0785937	0.0994376	0.0074042	0.133344	0.183766	0.0236353	0.0275341	0.0137959	0.0637026	0.0915513	0.0897832	0.134211	0.234008	0.1237482	-0.05717621	0.550121	0.255616	0.0818074	0.0719841	0.00619835	0.0342726	42.29467	0.1730196	-2.089507	0.99845	0.999604	1.0004	1.00155	0.134966	0.154117	0.707398	0.00351932	0.1158434	1.493565
2436	0	6.248062	0	6.248062	4.03846	530642.5	0.00318608	0.0587115	0.10166	0.102622	0.0286884	0.0260828	0.111982	0.0672286	0.0559335	0.0265678	0.0178232	0.0505973	0.00549812	0.0133262	0.0647991	0.0717112	0.0341478	0.0139857	0.07042814	0.04059879	0.00414226	0.0255375	0.0584279	0.0648414	0.526222	0.320829	4.807086	0.03747207	-2.653162	0.998256	0.999554	1.00045	1.00175	0.125176	0.335704	0.535908	0.00321251	0.07807086	0.4799751
2437	1	-2.120255	0	-2.120255	31.79077	767872.6	0.0013313	0.0362612	0.00234228	0.0814192	0.0173654	0.0317632	0.10032	0.0109911	0.0416863	0.0385985	0.05425	0.0118654	0.044725	0.00147106	0.0799537	0.00717174	0.0418954	0.0677075	0.03402626	0.008600649	0.22638	0.248459	0.236251	0.186472	0.0081645	0.0942738	35.41479	0.1195487	-3.380623	0.99855	0.999629	1.00037	1.00145	0.397032	0.368979	0.2253	0.0086891	0.1281494	0.9328858
2438	0	13.73139	0	13.73139	1.697176	918439.6	0.00519625	0.0501575	0.0682174	0.0246377	0.0228355	0.0203431	0.0738973	0.0809378	0.0209148	0.0156531	0.0426509	0.0636449	0.000375417	0.0690516	0.0180066	0.0145371	0.0089734	0.000622413	0.07535208	0.1125469	0.00790331	0.0671661	0.063559	0.10963	0.419672	0.33207	2.451796	0.0331881	-2.585584	0.998674	0.999661	1.00034	1.00133	0.101303	0.377047	0.50895	0.0127002	0.145735	0.2277291
2439	1	-36.20505	0	-36.20505	35.15396	454249.2	0.173109	0.270374	0.0369154	0.378716	0.100456	0.443068	0.225874	0.0438625	0.115558	0.235768	0.146863	0.0513628	0.425278	0.0302832	0.246959	0.030087	0.22345	0.0733566	0.1349334	0.06580337	0.213074	0.19417	0.200039	0.272345	0.00340489	0.116967	44.52429	0.041103	-2.002974	0.998115	0.999518	1.00048	1.00189	0.314236	0.260857	0.418582	0.00632509	0.1069064	0.3844766
2440	0	12.6392	0	12.6392	1.30671	510541.2	0.0140176	0.119368	0.109229	0.0324131	0.0326996	0.0167246	0.030232	0.0559276	0.0547116	0.0775268	0.0259519	0.0459387	0.000564087	0.0112548	0.0154439	0.0835337	0.0543232	0.0779	0.050081	0.1071821	0.0141499	0.239695	0.178212	0.147733	0.158269	0.261941	2.498357	0.01282698	-2.994114	0.998222	0.999545	1.00045	1.00178	0.0779167	0.436403	0.457037	0.0286432	0.120009	0.1068834
2441	1	-44.16749	0	-44.16749	25.73706	653979.4	0.14193	0.0744767	0.0363384	0.184467	0.202637	1.25565	0.581136	0.0273306	0.169432	0.307273	0.418131	0.755316	0.768897	0.479362	0.170308	0.0155099	0.698406	0.0761812	0.2348906	0.0150105	0.222551	0.299369	0.154876	0.261798	0.00290787	0.0584971	26.50145	0.05034383	-1.448635	0.998429	0.999598	1.0004	1.00157	0.515765	0.212733	0.267127	0.00437474	0.06535434	0.7703212
2442	0	0.9029388	0	0.9029388	1.536315	973738.6	0.0482839	0.0604663	0.119588	0.0763602	0.0331049	0.0119795	0.0775225	0.108798	0.0644687	0.0902658	0.030445	0.172863	0.0339935	0.142313	0.102723	0.0828155	0.0883416	0.0101076	0.0957166	0.08091382	0.0237779	0.1289	0.110452	0.222461	0.293655	0.220754	3.611881	0.01594359	-2.346364	0.998712	0.999671	1.00033	1.00129	0.176565	0.392278	0.32228	0.108877	0.09685741	0.1646088
2443	1	-14.98444	0	-14.98444	15.27469	944848.4	0.0300805	0.0941791	0.0689067	0.0627377	0.0916212	0.447115	0.0450768	0.00697952	0.0238468	0.0475083	0.170359	0.0298573	0.0192596	0.0637205	0.0314959	0.113544	0.0183393	0.0108627	0.09961194	0.06888333	0.132332	0.347955	0.112465	0.367651	0.00120694	0.0383893	37.37459	0.05780198	-2.306473	0.998693	0.999666	1.00033	1.00131	0.4178	0.264908	0.311138	0.0061536	0.1266853	0.4562643
2444	0	-3.68783	0	-3.68783	1.803825	428394.7	0.0846602	0.263498	0.12086	0.121879	0.208281	0.0644689	0.0829212	0.109712	0.0783771	0.250133	0.0200995	0.0423246	0.154101	0.0756735	0.1549	0.0485272	0.323877	0.0502755	0.1250125	0.01839741	0.0320589	0.144197	0.223708	0.166505	0.215944	0.217588	2.120567	0.02220826	-2.079341	0.998059	0.999503	1.0005	1.00194	0.136151	0.707427	0.0610876	0.0953343	0.04060567	0.5469251
2445	1	-15.77671	0	-15.77671	5.97363	780135.6	0.0390161	0.131234	0.0403858	0.0407448	0.0643937	0.393138	0.0772429	0.00627378	0.033169	0.111996	0.180824	0.0813052	0.0359175	0.0776445	0.0462868	0.0741372	0.0819667	0.00349466	0.09003605	-0.1899864	0.226927	0.2906	0.0950448	0.301922	0.00134603	0.0841591	39.18117	0.2548912	-2.407545	0.998561	0.999632	1.00037	1.00144	0.48341	0.319601	0.190319	0.00667037	0.06490473	3.927159
2446	0	-20.09723	0	-20.09723	1.558874	513996.7	0.164946	0.420055	0.14265	0.145582	1.01089	0.123021	0.0251554	0.0734025	0.241245	0.140921	0.0227381	0.0624518	0.701876	0.150443	0.307727	0.423507	0.315327	0.341315	0.2561215	-0.03436038	0.0605541	0.0893001	0.268806	0.271828	0.240953	0.0685589	2.062297	0.1277642	-1.362103	0.998228	0.999547	1.00045	1.00177	0.107943	0.466302	0.0608205	0.364934	0.09340382	1.367869
2447	1	-16.72803	0	-16.72803	11.87363	279647.7	0.0336369	0.0545869	0.0933618	0.0326654	0.0277262	0.198172	0.296517	0.0192862	0.0169838	0.0844467	0.0214278	0.228752	0.0488296	0.0229236	0.121306	0.0144534	0.134832	0.00119355	0.09780158	-0.1772476	0.319726	0.339055	0.0453621	0.184504	0.00250628	0.108847	24.95554	0.3595537	-2.324815	0.997597	0.999385	1.00061	1.0024	0.521364	0.267397	0.207387	0.00385148	0.1823061	1.972252
2448	0	-23.41119	0	-23.41119	2.043858	705812.8	0.130251	0.39519	0.374431	0.164078	0.360465	0.0485603	0.0149054	0.0279676	0.225475	0.28435	0.503199	0.0191919	0.0175403	0.266228	0.204774	1.09701	0.24266	0.55654	0.1946347	-0.04111324	0.0711787	0.0759614	0.209063	0.264445	0.282207	0.0971445	2.485466	0.1550599	-1.636631	0.998487	0.999613	1.00039	1.00151	0.0280886	0.112682	0.0107643	0.848465	0.1139466	1.360811
2449	1	-11.10065	0	-11.10065	9.077261	282723	0.0887252	0.0817383	0.0810287	0.0907584	0.175912	0.0769656	0.100629	0.0400098	0.0716756	0.139381	0.02029	0.0789256	0.0895386	0.0729527	0.0341514	0.00595085	0.106905	0.0463698	0.08788541	-0.173252	0.165329	0.153498	0.265834	0.220048	0.0101953	0.185096	25.28255	0.2345555	-2.431721	0.99761	0.999388	1.00061	1.00239	0.685277	0.218244	0.0884907	0.00798913	0.06130351	3.826135
2450	0	-18.11609	0	-18.11609	2.008759	445193.2	0.00597706	0.102098	0.0548415	0.0642686	0.0715721	0.0558269	0.019679	0.0187642	0.709129	0.754977	0.113574	0.0622383	0.0416719	0.390759	0.03889	0.190109	0.0798061	0.3137	0.1607864	0.1491182	0.0753994	0.101891	0.0957761	0.271359	0.36103	0.0945442	6.194751	0.02946088	-1.827678	0.998096	0.999513	1.00049	1.00191	0.123821	0.214173	0.0243129	0.637692	0.1785791	0.1649739
2451	1	0.8733614	0	0.8733614	4.470721	269328.4	0.0175487	0.0254788	0.0953878	0.0559695	0.121753	0.0291259	0.0205929	0.0222152	0.0935598	0.0536683	0.00431755	0.0260643	0.0532558	0.0189517	0.169935	0.0276523	0.0475537	0.0182964	0.06084338	0.05755691	0.228019	0.0725044	0.243353	0.164164	0.0163089	0.27565	8.597824	0.04395882	-2.799452	0.997552	0.999373	1.00062	1.00245	0.748585	0.183486	0.0616422	0.00628642	0.1015157	0.4330247
2452	0	-17.29308	0	-17.29308	4.225092	251601.5	0.00182337	0.230437	0.162628	0.0797257	0.090197	0.0414348	0.0156109	0.0388209	0.329717	0.812897	0.586686	0.0998974	0.0516871	0.238519	0.0505964	0.207966	0.00964594	0.047845	0.1649554	0.2132122	0.215511	0.0437556	0.175578	0.141562	0.377318	0.0462759	4.655174	0.01373812	-1.80208	0.997467	0.999352	1.00065	1.00254	0.0855295	0.245254	0.0221667	0.64705	0.2269503	0.0605336
2453	1	-5.256528	0	-5.256528	6.923242	425461.1	0.00789774	0.0223372	0.0272564	0.0255771	0.100106	0.0743504	0.0556398	0.0919022	0.066468	0.06328	0.027292	0.027709	0.0948691	0.053831	0.157342	0.0480189	0.0109939	0.0313073	0.04779904	0.2263283	0.136052	0.228732	0.263115	0.0543642	0.0213407	0.296397	29.10895	0.02158974	-3.04075	0.998052	0.999502	1.0005	1.00195	0.579218	0.274797	0.137341	0.00864347	0.247918	0.08708416
2454	0	-45.76548	0	-45.76548	13.79691	385783.7	0.0211535	0.358495	0.209498	1.21671	0.289001	0.0122483	0.231784	0.120317	0.176273	1.12288	0.104257	0.157952	0.235324	0.0433641	0.521151	0.398424	1.52358	0.0392538	0.2563647	0.1299337	0.50216	0.0436785	0.0814636	0.0891351	0.23684	0.046723	35.91206	0.01990443	-1.361154	0.997954	0.999477	1.00052	1.00205	0.102842	0.433195	0.0184102	0.445553	0.1498381	0.1328395
2455	1	2.57684	0	2.57684	6.257953	632768.2	0.00547837	0.0112031	0.0130837	0.0352692	0.0739483	0.0252258	0.0355373	0.0380359	0.031087	0.00811981	0.0519648	0.0286523	0.0727885	0.0476364	0.0498851	0.0465228	0.0494071	0.0407049	0.04334697	0.1869197	0.0597871	0.209836	0.353883	0.0590141	0.0212465	0.296233	17.28072	0.04067308	-3.138518	0.998403	0.999591	1.00041	1.0016	0.701093	0.155353	0.112136	0.031418	0.2275928	0.1787099
2456	0	-42.21775	0	-42.21775	13.34748	550818.6	0.0288437	0.26277	0.19334	0.343486	0.180748	0.0761484	0.0821179	0.554134	1.19521	0.553246	0.0564759	0.117358	0.120125	0.515531	0.23413	0.0985112	0.45668	0.0206442	0.1723587	0.1278305	0.19604	0.0682642	0.0880774	0.408358	0.0960607	0.1432	43.9756	0.03542922	-1.758178	0.998288	0.999562	1.00044	1.00171	0.110352	0.435499	0.0516688	0.40248	0.1632597	0.2170114
2457	1	-8.405282	0	-8.405282	5.720531	419399.1	0.0165468	0.0774724	0.0540868	0.0474955	0.0410533	0.0332811	0.0895079	0.0144577	0.0586465	0.0107658	0.0441676	0.235697	0.117006	0.141044	0.0855093	0.0568906	0.136944	0.0272673	0.07477614	0.6198573	0.156135	0.152544	0.164008	0.0887503	0.0250877	0.413475	36.89615	0.06463151	-2.593256	0.998038	0.999498	1.0005	1.00196	0.601686	0.164659	0.216035	0.0176198	0.6844888	0.09442304
2458	0	-19.97206	0	-19.97206	1.862723	938228.9	0.0175692	0.105872	0.127626	0.621687	0.191854	0.0960713	0.0320974	0.0567086	0.0800391	0.12147	0.0169404	0.636865	0.246325	0.144892	0.0695761	0.0528019	0.0496459	0.0414646	0.1735762	0.1180471	0.125435	0.0820828	0.146724	0.522672	0.0804912	0.0425948	13.11192	0.04698359	-1.751139	0.998688	0.999665	1.00033	1.00131	0.26398	0.415099	0.0723755	0.248546	0.1650307	0.284696
2459	1	2.443923	0	2.443923	2.32051	701798.9	0.00742262	0.0504795	0.0243584	0.0459691	0.0389072	0.0149408	0.110484	0.0377885	0.0423241	0.00694952	0.00464879	0.0642356	0.0383446	0.010588	0.0503731	0.0149032	0.197225	0.0127957	0.05330415	0.4199693	0.239579	0.11066	0.298548	0.139901	0.043397	0.167916	46.85524	0.05577645	-2.931741	0.998483	0.999612	1.00039	1.00152	0.331105	0.490406	0.152621	0.0258673	0.4757457	0.11724
2460	0	-12.62764	0	-12.62764	9.092795	604966.9	0.00749395	0.0145468	0.0181007	0.0887688	0.0355249	0.0311087	0.0419474	0.130646	0.108723	0.333682	0.0906536	0.0193695	0.0479527	0.0268516	0.173758	0.0248113	0.0328086	0.00865081	0.1204518	0.1827	0.11668	0.0795411	0.144302	0.56597	0.060701	0.0328062	26.6661	0.02442173	-2.116506	0.998366	0.999582	1.00042	1.00163	0.433903	0.158723	0.147344	0.26003	0.2071217	0.11791
2461	1	2.388238	0	2.388238	1.877175	463697.5	0.00332801	0.0142471	0.019919	0.0335848	0.126985	0.0587311	0.0462492	0.0157807	0.182436	0.00436853	0.00348397	0.0982153	0.0812944	0.0696582	0.092887	0.00355622	0.00716861	0.0696426	0.0527272	0.3381183	0.284473	0.245252	0.221646	0.0703188	0.0741775	0.104133	7.879054	0.0280689	-2.942624	0.998134	0.999523	1.00048	1.00187	0.392257	0.282593	0.289115	0.0360345	0.3661872	0.07665178
2462	0	-6.059091	0	-6.059091	12.58156	295158.9	0.034266	0.0131226	0.0155115	0.0114844	0.0415644	0.199741	0.0286445	0.0243835	0.0530237	0.0522774	0.163049	0.0181288	0.0788567	0.00769512	0.0787589	0.104589	0.1292	0.0237964	0.05089276	0.06952217	0.0961038	0.0512311	0.151923	0.449578	0.0492127	0.201952	20.1234	0.006531665	-2.978035	0.997661	0.999401	1.0006	1.00234	0.37451	0.413688	0.158541	0.0532613	0.07605384	0.08588212
2463	1	3.102909	0	3.102909	3.65286	812921.6	0.00771152	0.0626985	0.0166305	0.092893	0.107927	0.077886	0.0211184	0.0724887	0.105142	0.00112628	0.080763	0.0198366	0.0715057	0.0196161	0.00633991	0.0332659	0.0306964	0.10081	0.04840446	-0.0395777	0.259358	0.305886	0.236441	0.0500494	0.0379499	0.110316	4.880425	0.2371513	-3.028163	0.998591	0.99964	1.00036	1.00141	0.184015	0.547725	0.241599	0.0266622	0.1975736	1.200319
2464	0	-15.49495	0	-15.49495	21.79274	768219.2	0.0588138	0.0650941	0.0913631	0.225128	0.129672	0.0975758	0.0338917	0.0243523	0.0765896	0.128405	0.186892	0.0747701	0.00982475	0.0151617	0.138193	0.0290492	0.149995	0.00180352	0.06995151	0.0734676	0.194707	0.063261	0.26792	0.264352	0.0622234	0.147536	25.26283	0.006671477	-2.659953	0.99855	0.999629	1.00037	1.00145	0.475863	0.449583	0.0429478	0.0316061	0.08013908	0.08324873
2465	1	7.731727	0	7.731727	6.061649	362529.6	0.00424954	0.026347	0.0411529	0.0247659	0.0277569	0.0309631	0.0330211	0.0166739	0.0715731	0.00226561	0.0350051	0.0533768	0.0138635	0.0049814	0.0396533	0.000899512	0.0548328	0.0482462	0.03630283	0.2610238	0.157342	0.117549	0.14899	0.061366	0.109301	0.405452	7.674917	0.1537485	-3.31586	0.99789	0.99946	1.00054	1.00211	0.131368	0.373021	0.460222	0.0353897	0.4147723	0.3706817
2466	0	4.976194	0	4.976194	6.552584	753465.8	0.0400417	0.0145764	0.0256733	0.0131312	0.0560987	0.133995	0.00454467	0.0124349	0.0494419	0.0700694	0.033206	0.0156611	0.0551207	0.0362415	0.0140142	0.0156533	0.0111741	0.0207952	0.03184623	0.01685576	0.138478	0.119724	0.0604465	0.423939	0.0579783	0.199434	15.28136	0.006064501	-3.446836	0.998536	0.999626	1.00037	1.00146	0.407904	0.50518	0.0739342	0.012982	0.02292026	0.2645913
2467	1	1.221924	0	1.221924	7.415405	967111.3	0.00811679	0.051462	0.065678	0.0429492	0.0660158	0.00964542	0.159894	0.0334539	0.0879683	0.00937568	0.0405759	0.0275823	0.0531583	0.0050313	0.00629903	0.0352431	0.0376784	0.0111276	0.02969718	-0.0356051	0.227416	0.0759882	0.291769	0.0336242	0.173627	0.197575	11.52073	0.157966	-3.516703	0.998708	0.99967	1.00033	1.00129	0.260864	0.216501	0.499258	0.0233763	0.1223609	1.290984
2468	0	-5.383551	0	-5.383551	5.429699	296033	0.0329084	0.0794468	0.101427	0.0409845	0.128274	0.130261	0.0102448	0.0216044	0.0985882	0.11993	0.016159	0.00544581	0.111189	0.0623446	0.0759364	0.0844534	0.0195535	0.0114094	0.07057408	0.1369659	0.205403	0.207427	0.121787	0.291262	0.0377772	0.136343	37.84583	0.01414663	-2.651092	0.997665	0.999402	1.0006	1.00234	0.26711	0.612775	0.10823	0.0118852	0.1511125	0.09361654
2469	1	3.087242	0	3.087242	7.768767	697718.4	0.0194678	0.0357363	0.0379341	0.0620827	0.0305826	0.0200938	0.0392234	0.0156964	0.0738346	0.00301384	0.164007	0.00492975	0.0719415	0.032747	0.0128694	0.0240839	0.00674901	0.00953185	0.04040465	0.05663644	0.679735	0.0745694	0.0740318	0.0269448	0.0215919	0.123127	15.77827	0.09204647	-3.20881	0.998479	0.999611	1.00039	1.00152	0.230391	0.30919	0.450563	0.00985622	0.1486829	0.619079
2470	0	-29.03462	0	-29.03462	4.070048	75840.7	0.0254575	0.0971458	0.157448	0.197551	0.563047	0.0895516	0.0121047	0.0581996	0.197789	0.548892	0.105351	0.00994303	0.235959	0.0962747	0.248851	0.674445	0.141517	0.178389	0.1492563	0.2570779	0.299203	0.0699623	0.0789071	0.368261	0.0211887	0.162478	15.9731	0.01019363	-1.90209	0.995388	0.998817	1.00118	1.00462	0.360675	0.344647	0.221744	0.0729337	0.2672715	0.0381396
2471	1	9.590661	0	9.590661	20.74615	603300	0.0196736	0.00277522	0.0121588	0.0856976	0.0133576	0.0141955	0.00369565	0.0188782	0.0203917	0.00207051	0.0161042	0.0283095	0.0135849	0.00958848	0.00799077	0.0161265	0.00400414	0.0135301	0.01956651	-0.0719705	0.340037	0.160193	0.196904	0.0743121	0.0777136	0.150841	33.57034	0.1183434	-3.933936	0.998364	0.999582	1.00042	1.00164	0.0692046	0.124592	0.804257	0.00194642	0.04637286	2.551996
2472	0	-20.82488	0	-20.82488	4.254117	126181.1	0.164948	0.118179	0.15742	0.136345	0.0638035	0.0436356	0.00839067	0.0174499	0.038949	0.795825	0.00795727	0.00872518	0.0136251	0.17168	0.571075	0.0678146	0.206221	0.0402971	0.1222915	0.1529755	0.246991	0.133078	0.0455337	0.195154	0.0188984	0.360346	44.86662	0.01070454	-2.101348	0.996424	0.999084	1.00091	1.00358	0.200257	0.314839	0.393869	0.0910349	0.1636801	0.06539915
2473	1	2.384209	0	2.384209	15.71244	781098.4	0.0227037	0.00352022	0.0546	0.024429	0.00915136	0.0839607	0.0135844	0.0115265	0.0187805	0.0158248	0.0340413	0.034499	0.0741674	0.0927954	0.0128726	0.0195224	0.00283238	0.00198045	0.03406598	-0.01486065	0.540089	0.0692085	0.177279	0.0836016	0.0703487	0.0594736	48.77616	0.07053893	-3.379456	0.998562	0.999632	1.00037	1.00144	0.0670446	0.177252	0.753094	0.00260955	0.05567828	1.266902
2474	0	-18.65378	0	-18.65378	3.960969	53777.47	0.142166	0.14016	0.333432	0.265326	0.177032	0.114205	0.00502024	0.00887256	0.225805	0.0879934	0.0343995	0.0107923	0.0120094	0.343956	0.231669	0.0258069	0.168105	0.346745	0.1490554	0.1913359	0.434423	0.0946246	0.0308877	0.157092	0.0240411	0.258932	6.842602	0.01914088	-1.903437	0.994524	0.998595	1.00139	1.00549	0.347603	0.348306	0.0986354	0.205455	0.2104768	0.09094058
