Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
43	1	-33.82194	0	-33.82194	12.95351	45.55699	0.376902	0.111024	0.679011	0.0649201	0.601823	0.0632967	0.0810867	0.0468297	0.298444	0.110311	0.279888	0.254448	1.09898	0.365608	0.0202005	0.0963089	0.00923455	0.00888881	0.2089662	-0.008920328	0.262622	0.0344001	0.260989	0.156663	0.146741	0.138585	16.77399	0.01690914	-1.565583	0.818462	0.945834	1.04164	1.19407	0.253267	0.383147	0.148582	0.215004	0.007988813	2.116602
44	0	-9.952716	0	-9.952716	21.44349	736.0715	0.0470364	0.0660212	0.0137106	0.00882455	0.10004	0.0129725	0.023308	0.0966724	0.0395566	0.00686639	0.0733842	0.0707421	0.0256134	0.0421384	0.0329145	0.0338927	0.0366349	0.0750176	0.07378067	-0.07461272	0.207612	0.211576	0.0926435	0.365808	0.0888331	0.0335268	31.04088	0.1080971	-2.606658	0.953545	0.987648	1.01158	1.04723	0.106457	0.0538872	0.480473	0.359182	0.03348441	3.228283
45	1	-29.54128	0	-29.54128	10.03219	71.26249	0.100231	0.073942	0.046393	0.236628	0.722351	0.159256	0.377906	0.12711	0.572866	0.465724	0.0688263	0.114336	0.347298	0.273931	0.0691104	0.577069	0.0519746	0.0455792	0.2242168	-0.01579759	0.317068	0.0605172	0.102084	0.294676	0.107623	0.118032	10.99697	0.02519104	-1.495142	0.853699	0.957636	1.03435	1.15431	0.0550231	0.629987	0.138274	0.176716	0.009393451	2.681766
46	0	-3.697839	0	-3.697839	6.258148	613.1597	0.123051	0.130453	0.0729381	0.059126	0.0909241	0.0313006	0.030325	0.238417	0.0459416	0.0440628	0.0782193	0.0481345	0.0084615	0.0795899	0.0209182	0.00842525	0.0191068	0.0282072	0.05744914	-0.01409049	0.326444	0.197234	0.0882235	0.240271	0.115915	0.0319123	9.347168	0.05358129	-2.856855	0.949144	0.986427	1.01264	1.05179	0.0426676	0.0244475	0.831253	0.101632	0.0394908	1.356804
47	1	-34.62461	0	-34.62461	17.07835	88.0326	0.161344	0.251855	0.210483	0.0224221	0.383391	0.0432418	0.0355939	0.269705	0.296163	0.0882365	0.409098	0.42704	0.745439	0.0783157	0.0756021	0.391865	0.148687	0.0304525	0.2408773	-0.05341438	0.419169	0.0626951	0.0525159	0.247077	0.170988	0.0475555	21.60339	0.05943256	-1.423468	0.867963	0.962227	1.03128	1.13853	0.0298846	0.221597	0.313808	0.434711	0.006018189	9.87549
48	0	-13.36601	0	-13.36601	5.725629	331.6048	0.0977675	0.390769	0.00891227	0.0334927	0.0219797	0.0196756	0.0261692	0.238586	0.0754764	0.0810367	0.0947733	0.136564	0.0138404	0.0383661	0.0864068	0.0114342	0.0371865	0.527645	0.09745574	0.01751628	0.325986	0.25447	0.128885	0.100152	0.157323	0.033184	10.40156	0.02345716	-2.328357	0.931086	0.98132	1.01696	1.07064	0.0513164	0.00838121	0.875042	0.0652601	0.04097344	0.5724968
49	1	-28.06724	0	-28.06724	13.42328	31.44435	0.103227	0.136078	0.472245	0.0479289	0.391322	0.0776073	0.139808	0.477874	0.104527	0.0219298	0.0970766	0.123054	0.151418	0.0297705	0.0621238	0.147683	0.0233302	0.263461	0.1162734	-0.05823282	0.297277	0.078606	0.055717	0.225828	0.266339	0.0762331	24.20471	0.06463146	-2.151811	0.7833	0.93338	1.04848	1.23484	0.0421171	0.398351	0.347739	0.211793	0.006398644	10.10081
50	0	-2.613762	0	-2.613762	6.786627	699.1805	0.0384458	0.0574438	0.00279538	0.0922442	0.0211839	0.00647304	0.0544198	0.160848	0.118406	0.0342888	0.0905925	0.148609	0.0741259	0.100778	0.123638	0.00271562	0.00569955	0.0990349	0.08039142	0.01707386	0.386634	0.0686051	0.0602538	0.180684	0.277984	0.0258388	6.811072	0.02578664	-2.520848	0.952346	0.987316	1.01187	1.04847	0.0392949	0.013816	0.892758	0.0541315	0.04286049	0.6016412
51	1	-26.15727	0	-26.15727	9.7398	47.2943	0.14573	0.189237	0.428781	0.0202885	0.602669	0.142389	0.224978	0.352954	0.0688138	0.0152923	0.262062	0.0202435	0.104118	0.0955163	0.0484815	0.0461107	0.0109672	0.0344467	0.1447854	-0.1953835	0.196196	0.13786	0.0289453	0.264804	0.331388	0.0408069	42.30838	0.2050246	-1.932503	0.821695	0.946944	1.04099	1.19037	0.103624	0.312684	0.289468	0.294224	0.009641108	21.26567
52	0	4.62415	0	4.62415	13.02109	435.7818	0.0128591	0.0470156	0.0132277	0.081781	0.0155008	0.0314076	0.0834117	0.051538	0.0241813	0.0844938	0.0345765	0.0478397	0.0137827	0.002086	0.0271737	0.00514984	0.0100933	0.0270926	0.04645195	-0.06594611	0.395093	0.0293924	0.155764	0.0859912	0.298647	0.0351135	20.37022	0.1013885	-3.069337	0.939783	0.983799	1.01489	1.06153	0.367706	0.115738	0.354144	0.162412	0.03544243	2.860654
53	1	-17.95761	0	-17.95761	8.133412	38.09922	0.0649801	0.046642	0.0899001	0.00966062	0.108179	0.0502015	0.33693	0.2617	0.0315223	0.018456	0.0166162	0.0609896	0.0970198	0.0715127	0.087493	0.0185214	0.177562	0.0642185	0.07011177	-0.1488574	0.188117	0.203539	0.0143969	0.280404	0.198421	0.115122	23.58819	0.1543043	-2.657665	0.802238	0.940174	1.04485	1.21274	0.198694	0.359779	0.258846	0.182681	0.005446864	28.32901
54	0	11.99416	0	11.99416	7.64279	585.2536	0.018952	0.0536712	0.00881808	0.0185242	0.00123148	0.0987035	0.00552313	0.005903	0.00449193	0.016823	0.0247532	0.00695733	0.00317895	0.0226177	0.0347312	0.115714	0.0148058	0.0216167	0.03765897	-0.1426747	0.337443	0.108925	0.069457	0.155779	0.272716	0.05568	9.093522	0.1899125	-3.279184	0.947957	0.986096	1.01293	1.05302	0.19585	0.199513	0.393753	0.210884	0.04723781	4.02035
55	1	-17.20565	0	-17.20565	4.494371	86.69691	0.133901	0.129721	0.202589	0.0211768	0.0878634	0.0324019	0.177483	0.327427	0.0215372	0.0332487	0.206258	0.1809	0.273922	0.248818	0.0202296	0.0316277	0.058951	0.00224568	0.2392025	-0.04071656	0.129791	0.384592	0.0249761	0.244668	0.105861	0.110112	6.74223	0.06701437	-1.430445	0.866978	0.961914	1.0315	1.13961	0.268503	0.0980411	0.390663	0.242793	0.02629781	2.548287
56	0	23.34372	0	23.34372	5.638303	1177.696	0.0128889	0.0277375	0.0191628	0.0406622	0.000961636	0.00627916	0.000909163	0.0117337	0.0179264	0.0256697	0.00969302	0.00187877	0.0190043	0.0126794	0.00430462	0.0159479	0.0485352	0.0278383	0.02020882	0.006708552	0.208726	0.125154	0.13879	0.307104	0.127718	0.092508	7.322857	0.06719358	-3.901636	0.963207	0.990298	1.00922	1.03728	0.106561	0.248428	0.393848	0.251162	0.07390213	0.9092238
57	1	-17.51842	0	-17.51842	2.889827	62.06047	0.0773949	0.0851789	0.0948045	0.0132434	0.200142	0.0286654	0.378911	0.330541	0.0287661	0.169656	0.0919805	0.482319	0.107379	0.417864	0.446688	0.157235	0.00315011	0.0473061	0.2590507	-0.03442577	0.059388	0.408395	0.0167324	0.338072	0.0983503	0.0790619	3.977682	0.0588677	-1.350731	0.843576	0.954313	1.03649	1.16562	0.26174	0.228683	0.332968	0.17661	0.02444194	2.408471
58	0	17.00812	0	17.00812	22.74424	634.7683	0.00902073	0.0110553	0.0276535	0.0215454	0.000402406	0.0268015	0.000471726	0.0166857	0.0191799	0.0290413	0.0171785	0.0170539	0.013151	0.0130956	0.00893188	0.00617058	0.0350703	0.00315406	0.02419996	-0.0906482	0.148163	0.0404726	0.245034	0.158935	0.339975	0.0674195	47.59225	0.1666013	-3.721404	0.950009	0.986667	1.01243	1.05089	0.101993	0.208258	0.221071	0.468678	0.07595307	2.193476
59	1	-10.5984	0	-10.5984	1.442108	121.6001	0.0601073	0.181787	0.476279	0.0177126	0.0371948	0.254578	0.346103	0.238732	0.0142321	0.246606	0.0560112	0.0629174	0.117962	0.0458322	0.144999	0.146609	0.0253095	0.1521	0.1492534	-0.1006182	0.0807464	0.423714	0.0489583	0.279964	0.107846	0.0587718	3.239218	0.1268758	-1.90211	0.887199	0.968255	1.02705	1.1175	0.147062	0.169023	0.337517	0.346398	0.02625759	4.831967
60	0	18.83328	0	18.83328	2.14722	978.2047	0.0450831	0.00824579	0.0306281	0.0631165	0.00165347	0.0192086	0.000284625	0.00287542	0.0120826	0.0365006	0.0117592	0.0445801	0.00913908	0.0213067	0.017181	0.0413803	0.00184017	0.0105148	0.01491447	0.009613208	0.181091	0.0382802	0.27728	0.142365	0.301326	0.0596588	6.601529	0.131652	-4.205423	0.959656	0.989329	1.01009	1.04093	0.109805	0.0790566	0.172825	0.638314	0.1412652	0.9319492
61	1	12.00148	0	12.00148	1.601246	248.6796	0.0303181	0.107748	0.146865	0.00972259	0.0106741	0.00661834	0.0096225	0.0326947	0.00672547	0.0658376	0.0543689	0.00635052	0.139138	0.0511809	0.00290259	0.00607676	0.0144738	0.0863005	0.05531295	-0.1259076	0.146491	0.213121	0.113703	0.282764	0.215434	0.0284871	2.807324	0.1566785	-2.894748	0.920585	0.978279	1.01942	1.08171	0.424507	0.116859	0.396829	0.0618046	0.03077086	5.091781
62	0	20.77106	0	20.77106	11.72574	2384.415	0.0246314	0.00650537	0.0227781	0.0156594	0.00155305	0.0124422	0.00451079	0.0208587	0.0160584	0.0106444	0.00845919	0.0330919	0.0354256	0.00618049	0.0320792	0.00452984	0.00319296	0.00646459	0.01445087	0.1722553	0.0490276	0.0740802	0.277997	0.183954	0.344201	0.0707398	47.92996	0.06250436	-4.237	0.97409	0.993232	1.00653	1.02615	0.316632	0.199971	0.142074	0.341324	0.2347596	0.2662483
63	1	7.096332	0	7.096332	2.676403	801.3608	0.106033	0.0160039	0.150009	0.0229996	0.0135821	0.0130379	0.0209362	0.0152481	0.097966	0.0272857	0.0427295	0.124088	0.0374338	0.083974	0.000415479	0.00140233	0.063475	0.0751507	0.0716988	-0.08061041	0.245256	0.303125	0.0573245	0.276543	0.0865535	0.0311974	3.067898	0.1392866	-2.635281	0.955461	0.988177	1.01111	1.04525	0.375335	0.395761	0.211408	0.0174961	0.05867623	2.373817
64	0	13.81463	0	13.81463	15.40236	1909.238	0.0386151	0.0137277	0.0308068	0.027242	0.0102078	0.0214679	0.0013758	0.0102718	0.0202919	0.065086	0.00490233	0.00794914	0.0115932	0.0180777	0.00929082	0.00241469	0.00215609	0.0219225	0.01904619	-0.04821758	0.0663635	0.0672635	0.182043	0.0829072	0.369543	0.23188	15.64976	0.140781	-3.960888	0.971061	0.992421	1.00728	1.02924	0.173791	0.202785	0.473663	0.149761	0.0925634	1.520914
65	1	3.453018	0	3.453018	2.397918	570.5964	0.0441733	0.0964094	0.11076	0.0245396	0.00885696	0.0177151	0.165325	0.032546	0.0584105	0.0739636	0.00992302	0.0657916	0.0926926	0.024868	0.0671009	0.000312318	0.0821372	0.10161	0.06058741	0.005111152	0.192877	0.156799	0.154353	0.438235	0.0423845	0.0153512	4.26664	0.08497149	-2.803668	0.9473	0.985912	1.01309	1.0537	0.348055	0.440757	0.155921	0.0552672	0.09008264	0.9432615
66	0	7.827669	0	7.827669	7.196832	2519.34	0.0428566	0.0161133	0.0482937	0.0258431	0.0340897	0.0228073	0.00172211	0.00459752	0.0374437	0.0298303	0.0576289	0.0198685	0.042028	0.061359	0.00872959	0.0111433	0.0115063	0.000926699	0.02966996	0.2316108	0.0550497	0.13785	0.100904	0.0491173	0.455886	0.201193	21.54426	0.0268065	-3.51762	0.97479	0.993419	1.00635	1.02544	0.14738	0.091219	0.411038	0.350364	0.2584173	0.1037334
67	1	-10.24771	0	-10.24771	6.299278	1712.152	0.0724506	0.0635497	0.0627777	0.0509686	0.0358189	0.15916	0.0116654	0.0114184	0.0841549	0.0481005	0.0512378	0.0433002	0.0703198	0.0653225	0.122012	0.00178539	0.294024	0.0236621	0.06970695	0.008684575	0.337995	0.179892	0.188455	0.246924	0.0198874	0.0268457	34.88393	0.1273522	-2.663455	0.96945	0.991988	1.00768	1.03088	0.239861	0.382985	0.333177	0.0439769	0.1360367	0.9361601
68	0	19.36677	0	19.36677	2.842485	728.8951	0.00682552	0.00362065	0.0245824	0.0125205	0.0335461	0.0182881	0.00124762	0.00107465	0.0343115	0.0061256	0.00371135	0.0598727	0.00461347	0.0096031	0.00914793	0.0279042	0.00250032	0.000818961	0.01795673	0.1329862	0.073552	0.185628	0.0760145	0.0135813	0.406715	0.24451	17.18774	0.1024975	-4.01979	0.953319	0.987586	1.01163	1.04747	0.0521497	0.079774	0.381023	0.487053	0.2354838	0.4352637
69	1	2.739858	0	2.739858	28.01367	3989.924	0.0480026	0.0518796	0.0174618	0.0291029	0.0197573	0.0378504	0.0127605	0.0029935	0.00668204	0.0572067	0.0158735	0.0266136	0.015284	0.0102076	0.0266866	0.0141235	0.00623728	0.014894	0.02328297	-0.05910447	0.657544	0.157447	0.0920929	0.0567824	0.00767227	0.0284616	44.43738	0.2140424	-3.760033	0.979949	0.994789	1.00507	1.02019	0.143567	0.223485	0.543002	0.0899455	0.1549379	1.381472
70	0	20.99003	0	20.99003	3.560338	1214.877	0.041139	0.000731332	0.00803841	0.0342324	0.0281107	0.0172717	0.00191909	0.00171083	0.0197194	0.00461209	0.0108618	0.0282702	0.0535272	0.00211862	0.013758	0.00166773	0.00581838	0.00123685	0.01722365	0.1078637	0.0632489	0.185202	0.0384857	0.0137992	0.397518	0.301746	10.31061	0.1692702	-4.061472	0.963771	0.990452	1.00908	1.0367	0.0537871	0.128301	0.689652	0.128259	0.2771339	0.6107884
71	1	1.113854	0	1.113854	11.87125	5734.862	0.0160281	0.0134386	0.0130879	0.0295215	0.0949143	0.023795	0.00741014	0.00614533	0.0175693	0.0196839	0.0817755	0.0162717	0.0776067	0.0173895	0.0543653	0.0218048	0.00143608	0.00591751	0.04693504	-0.04205022	0.300259	0.261935	0.383201	0.00995897	0.00723584	0.0374094	37.68834	0.133917	-3.058991	0.983265	0.995663	1.00424	1.01683	0.162313	0.289674	0.3494	0.198614	0.09186681	1.45773
72	0	21.46336	0	21.46336	3.329365	1148.62	0.0600355	0.00440112	0.0321352	0.0164411	0.0232283	0.0125605	0.0133975	0.000429595	0.00639388	0.0301843	0.00425299	0.00988753	0.0222934	0.0237514	0.00532897	0.0130706	0.0124365	0.00488637	0.01297364	-0.2530831	0.101009	0.260609	0.078115	0.0223561	0.42465	0.11326	13.22537	0.2992879	-4.344836	0.962748	0.990173	1.00933	1.03775	0.148664	0.219978	0.270602	0.360757	0.04620487	6.477412
73	1	-16.90716	0	-16.90716	25.20629	3453.984	0.0851842	0.0920857	0.0221367	0.128145	0.09999	0.102901	0.0322674	0.0355199	0.0836016	0.058957	0.100599	0.208717	0.00745408	0.0390513	0.110541	0.161883	0.0546759	0.0620549	0.07593239	-0.01376617	0.423054	0.202265	0.261401	0.0517161	0.0121856	0.0493782	29.35945	0.06014698	-2.577912	0.978455	0.994393	1.00544	1.02171	0.454234	0.116257	0.343528	0.0859811	0.04638082	1.296807
74	0	29.02663	0	29.02663	3.02147	1282.896	0.0192703	0.00681047	0.0141581	0.00905585	0.0193595	0.0138456	0.0108915	0.00273811	0.0111267	0.0141861	0.0218096	0.00717512	0.0160234	0.0366023	0.00188872	0.0297705	0.00794658	0.00515458	0.01439952	-0.1256212	0.0872108	0.229621	0.122417	0.0636132	0.362314	0.134824	5.258308	0.163499	-4.24056	0.964738	0.990714	1.00884	1.03571	0.131964	0.0288293	0.212061	0.627145	0.03787781	4.316484
75	1	-15.97336	0	-15.97336	42.91083	1810.512	0.0207765	0.0622375	0.00246534	0.0291499	0.221188	0.188322	0.0699464	0.0127414	0.0619586	0.0335859	0.0183416	0.11448	0.0356775	0.00425166	0.115772	0.0713955	0.13557	0.00547232	0.05698232	-0.007313631	0.210638	0.210241	0.410747	0.0833227	0.0203913	0.0646599	48.44191	0.03296122	-2.865014	0.970287	0.992213	1.00747	1.03003	0.617124	0.0558251	0.301863	0.0251886	0.02564759	1.285159
76	0	23.94475	0	23.94475	1.623488	435.7459	0.0153421	0.018075	0.0418701	0.00420919	0.0046842	0.0152905	0.0133739	0.0212711	0.0377377	0.1115	0.0190108	0.0686985	0.00072245	0.00748448	0.0128354	0.0320627	0.040448	0.0106228	0.0224249	-0.07529546	0.0748901	0.388253	0.162115	0.0434219	0.256942	0.0743783	1.961571	0.1351734	-3.797584	0.939781	0.983798	1.01489	1.06153	0.126041	0.0193235	0.0957294	0.758906	0.05987799	2.257481
77	1	-2.283262	0	-2.283262	16.23947	909.0592	0.0794909	0.0345962	0.00939531	0.0422256	0.053964	0.0217724	0.10489	0.00826488	0.0273317	0.099247	0.0526269	0.0211429	0.0184491	0.0134091	0.0492792	0.014286	0.020722	0.0128175	0.06231082	-0.02300719	0.315266	0.176038	0.314635	0.0653576	0.0221749	0.106528	21.69558	0.04882341	-2.77562	0.958162	0.98892	1.01045	1.04247	0.55406	0.137942	0.287273	0.0207242	0.02581622	1.891191
78	0	4.746806	0	4.746806	1.685063	414.3787	0.0633807	0.0729997	0.0484597	0.00343613	0.0547592	0.0995811	0.0174372	0.0515932	0.0885081	0.15054	0.118309	0.049228	0.00334833	0.0306447	0.0191837	0.0484975	0.0483431	0.0955134	0.07912905	-0.1420034	0.0228703	0.369849	0.312798	0.0749059	0.158757	0.0608196	2.299079	0.2566297	-2.536675	0.938266	0.983369	1.01525	1.06311	0.0754816	0.0373762	0.0702058	0.816936	0.1146263	2.238838
79	1	-5.140765	0	-5.140765	18.02741	365.0959	0.0374322	0.00827833	0.00819492	0.0676837	0.0742876	0.0192858	0.0412571	0.0213808	0.0120984	0.125089	0.0509909	0.0335498	0.00198672	0.0261674	0.0202705	0.0330351	0.0928237	0.00617101	0.03987928	0.01914233	0.543889	0.122065	0.198597	0.0708218	0.0219284	0.0426995	28.32118	0.0699358	-3.221898	0.934282	0.982235	1.0162	1.06728	0.603322	0.134577	0.255706	0.00639444	0.08907813	0.7851063
80	0	3.133957	0	3.133957	1.868986	436.9341	0.0406713	0.0744064	0.0426666	0.00897391	0.0233639	0.0491623	0.141456	0.0438905	0.121153	0.125671	0.0283066	0.118239	0.0110653	0.0525342	0.0155855	0.0193388	0.242475	0.0542358	0.05762124	-0.03115453	0.0480967	0.210835	0.394139	0.0559583	0.191351	0.0996204	3.669642	0.08369117	-2.853864	0.939862	0.983821	1.01487	1.06145	0.172347	0.0637377	0.139477	0.624439	0.05253664	1.593006
81	1	-8.378995	0	-8.378995	16.88632	346.5471	0.109491	0.0282511	0.028952	0.188661	0.258953	0.019115	0.0165713	0.0429122	0.0502493	0.0710708	0.0695859	0.0483445	0.0567442	0.0246955	0.0777809	0.0154747	0.0381697	0.0355158	0.04199256	0.09755929	0.438128	0.268148	0.116146	0.1125	0.0455337	0.0195457	19.11028	0.0723599	-3.170263	0.932568	0.981745	1.01661	1.06908	0.502226	0.12378	0.367982	0.00601297	0.1699192	0.4258489
82	0	-4.652747	0	-4.652747	4.206386	574.7987	0.0968642	0.241751	0.161884	0.0046442	0.0841308	0.0538023	0.417608	0.0325114	0.210319	0.03082	0.0167485	0.0432614	0.091273	0.0249458	0.0125853	0.00846693	0.023968	0.0265844	0.104056	0.07457272	0.0816117	0.30292	0.112337	0.0519099	0.351244	0.099977	4.465367	0.05245896	-2.262826	0.947491	0.985966	1.01304	1.0535	0.552674	0.150842	0.0333837	0.2631	0.1270317	0.4129596
83	1	8.574458	0	8.574458	9.424095	418.6161	0.090342	0.01354	0.0601579	0.0883219	0.00908115	0.0509203	0.00616427	0.00114621	0.0218187	0.0180528	0.0133556	0.00734467	0.0029772	0.00872489	0.0228307	0.0200589	0.00668829	0.00972488	0.0353745	0.0612279	0.223151	0.254427	0.217851	0.122961	0.135202	0.0464078	20.89321	0.108394	-3.341764	0.938575	0.983456	1.01518	1.06279	0.57158	0.082881	0.339521	0.00601785	0.1696219	0.639033
84	0	-8.846003	0	-8.846003	2.969943	1442.444	0.224859	0.207771	0.125	0.00893776	0.176463	0.175498	0.405805	0.0226041	0.0374795	0.00548124	0.0534651	0.0135199	0.0170553	0.0215881	0.0201357	0.0583803	0.180827	0.167171	0.143568	0.1004899	0.101108	0.196525	0.058584	0.0538102	0.322064	0.267908	4.363018	0.07623603	-1.940946	0.966733	0.991255	1.00835	1.03366	0.4603	0.240369	0.0588598	0.240471	0.176726	0.4313799
85	1	10.00528	0	10.00528	6.750427	589.4502	0.0299534	0.00425513	0.0270584	0.0234695	0.0233566	0.0173229	0.0796399	0.00543411	0.00200041	0.0134135	0.00158856	0.0284799	0.000554623	0.00439259	0.00281663	0.0223938	0.0175313	0.00270333	0.02774476	-0.1061664	0.241109	0.139849	0.125849	0.25319	0.137694	0.102309	34.14213	0.2771159	-3.584708	0.948141	0.986147	1.01288	1.05283	0.138319	0.0540069	0.805559	0.0021151	0.1709494	1.62104
86	0	3.258096	0	3.258096	5.970906	2360.88	0.0154645	0.0705496	0.0404422	0.00666564	0.0537849	0.0144837	0.0670568	0.0112783	0.0410833	0.0121528	0.0665438	0.00620815	0.056291	0.0243284	0.0688124	0.0924763	0.0413171	0.0565826	0.04755477	-0.009367419	0.17446	0.189765	0.0763547	0.0911275	0.245558	0.222735	14.06369	0.1452211	-3.045873	0.973962	0.993198	1.00656	1.02628	0.336744	0.355145	0.0978478	0.210263	0.1358537	1.068952
87	1	2.111776	0	2.111776	7.772756	601.8777	0.0117276	0.0268488	0.0897911	0.0136496	0.076447	0.0324063	0.02842	0.0201337	0.000288054	0.042672	0.00444712	0.0443594	0.108796	0.00725941	0.00206115	0.0742379	0.0370447	0.002482	0.03748602	-0.03182103	0.25923	0.127194	0.0936596	0.226555	0.252334	0.0410268	36.19239	0.2823655	-3.283787	0.948674	0.986296	1.01275	1.05228	0.248143	0.444081	0.304814	0.0029627	0.2505445	1.127007
88	0	4.496315	0	4.496315	7.130016	2336.61	0.00299291	0.0501288	0.0249595	0.0221871	0.0445572	0.0143339	0.0307482	0.0363802	0.0387247	0.0267456	0.012149	0.0035099	0.0140855	0.0513163	0.19337	0.0791301	0.0375566	0.00102032	0.04238741	-0.1707138	0.0462112	0.503042	0.00988466	0.198037	0.160495	0.0823306	24.04184	0.2643259	-3.160904	0.973828	0.993162	1.00659	1.02642	0.257183	0.430674	0.19564	0.116504	0.09361212	2.823629
89	1	-9.260629	0	-9.260629	2.5119	743.0305	0.00100645	0.0275474	0.0490295	0.0036838	0.133035	0.0508001	0.0670942	0.0618505	0.00252835	0.166565	0.00855808	0.0209862	0.023064	0.0189814	0.0288007	0.245266	0.113546	0.0726223	0.04959597	0.06530586	0.141086	0.453116	0.0486245	0.0545824	0.184792	0.1178	43.46075	0.1816094	-3.003846	0.953761	0.987708	1.01152	1.04701	0.232512	0.394042	0.370961	0.00248558	0.2469153	0.7355131
90	0	9.180615	0	9.180615	6.808225	721.727	0.0209877	0.0415406	0.0208582	0.0179003	0.0336789	0.00918329	0.0828058	0.0151073	0.00952243	0.0409134	0.00584249	0.00145531	0.00783112	0.0562577	0.0207996	0.0690201	0.0325803	0.000762975	0.02147015	-0.08577475	0.0271929	0.530617	0.0178663	0.125216	0.220992	0.078116	35.72876	0.160108	-3.841092	0.95309	0.987522	1.01169	1.0477	0.549792	0.160783	0.221435	0.0679905	0.07433327	2.153921
91	1	-9.228532	0	-9.228532	3.493362	414.57	0.00294513	0.0260951	0.121912	0.0225296	0.0471014	0.107734	0.00359068	0.079588	0.00209561	0.0679849	0.013189	0.0581688	0.00488875	0.0520477	0.0412019	0.167328	0.352625	0.311458	0.08401182	0.1866095	0.301576	0.262235	0.0233666	0.0284645	0.201524	0.182834	14.86055	0.05448555	-2.476798	0.93828	0.983373	1.01525	1.0631	0.296465	0.432763	0.259838	0.0109336	0.2410951	0.225992
92	0	9.429287	0	9.429287	16.43749	808.981	0.0208357	0.0169891	0.0441009	0.00305069	0.0114517	0.00393262	0.0309229	0.0223993	0.0271104	0.00733631	0.00718123	0.00342717	0.02415	0.0380159	0.0383361	0.0119895	0.0259904	0.0197628	0.0194239	-0.1145106	0.0247878	0.31986	0.0274529	0.187707	0.226618	0.213574	34.99908	0.1405747	-3.941251	0.95567	0.988235	1.01106	1.04504	0.304464	0.485816	0.112685	0.0970352	0.02606406	5.393428
93	1	-8.896873	0	-8.896873	5.226418	365.2799	0.0711348	0.0131513	0.0689635	0.0654798	0.0886135	0.0986648	0.0160941	0.090057	0.00200045	0.0181707	0.123386	0.146048	0.0167857	0.0462732	0.0780829	0.0830513	0.149339	0.0411931	0.06749647	0.3141918	0.198899	0.332982	0.0250601	0.0388505	0.244688	0.159521	24.80801	0.08542618	-2.69568	0.934298	0.982239	1.0162	1.06727	0.10788	0.714572	0.165924	0.0116247	0.399618	0.2137696
94	0	15.57643	0	15.57643	29.49178	1000.258	0.0180109	0.00972745	0.00181872	0.00224386	0.00148254	0.00986501	0.0281857	0.00402448	0.0134666	0.00600379	0.0183768	0.00310321	0.00318994	0.103034	0.043394	0.0080869	0.00406916	0.0179293	0.01756698	-0.0348665	0.0526096	0.288887	0.0178203	0.0732753	0.170467	0.39694	34.82127	0.116323	-4.041735	0.9601	0.989451	1.00998	1.04047	0.454022	0.394706	0.0613865	0.0898852	0.08145647	1.428038
95	1	-7.623597	0	-7.623597	2.401335	184.7554	0.329132	0.0151645	0.197322	0.0504506	0.301868	0.0248876	0.0303406	0.18218	0.00021801	0.0457929	0.0112806	0.0920182	0.309739	0.0189701	0.116704	0.0177286	0.0142182	0.0464551	0.08885692	0.06071641	0.238862	0.347733	0.0111175	0.0268846	0.300714	0.0746887	4.048276	0.2250111	-2.420728	0.908095	0.974593	1.02231	1.095	0.217525	0.347877	0.412776	0.0218211	0.2857275	0.7875024
96	0	1.364988	0	1.364988	6.82378	1614.017	0.0204446	0.099073	0.0103524	0.0180022	0.0152965	0.0348207	0.034446	0.0481942	0.0355123	0.0343171	0.0294502	0.0541914	0.0113125	0.00342428	0.0945048	0.0194281	0.0289546	0.0153952	0.02133069	0.05964524	0.121548	0.118559	0.0133125	0.054039	0.137136	0.555405	25.24552	0.07509192	-3.847608	0.96854	0.991743	1.0079	1.03181	0.150642	0.727482	0.0403242	0.0815518	0.1347372	0.5573215
97	1	4.59242	0	4.59242	1.762412	201.5866	0.134021	0.0161762	0.196359	0.0919774	0.0932683	0.0228296	0.0195374	0.0801867	7.12475e-05	0.0586855	0.0178158	0.0195249	0.0943647	0.0317738	0.0525506	0.105445	0.00883747	0.0656491	0.06243569	0.2187831	0.263367	0.202556	0.0122417	0.0311633	0.432003	0.0586697	3.194347	0.06662026	-2.773618	0.911947	0.975738	1.02143	1.09089	0.319689	0.409231	0.250381	0.0206986	0.2854034	0.2334249
