Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3091	1	-3794.55	-3709.801	-84.74892	6.559817	0.1856822	0.00833879	0.0313686	0.0235107	0.0113776	0.0118271	0.00494453	0.0474816	0.0109597	0.0279333	0.0222421	0.0225063	0.0162349	0.0316037	0.00549606	0.047892	0.0298993	0.0065503	0.0194252	0.00892478	0.0213062	0.00730588	0.00969213	0.00295938	0.00448962	0.0432374	0.0265944	0.127403	0.00121035	0.0726961	0.026344	0.00204771	0.0231969	0.00658818	0.00739831	0.00660837	0.00707461	0.0401632	0.00681787	0.00809978	0.00439163	0.0115272	0.0471449	0.01761723	0.01676294	0.00953446	0.480303	0.00445696	0.00713464	0.485549	0.0130213	14.69544	0.1669935	4	37.79342	0.4056712	0.000311879	0.0259453	0.34527	3.62847	0.266956	0.325861	0.134855	0.272328	0.1837564	0.9087763
3092	0	-3801.118	-3709.717	-91.40047	6.277246	0.1973827	0.0163637	0.0196461	0.139454	0.0059478	0.0090765	0.0607867	0.0420093	0.00632787	0.0127906	0.00735031	0.0403864	0.0127001	0.0233833	0.00934119	0.00533486	0.0541096	0.00626426	0.026293	0.0378639	0.103189	0.0113014	0.0325901	0.0233443	0.0286501	0.0890377	0.00818204	0.0495175	0.0623881	0.00449877	0.0115728	0.0281302	0.0155285	0.00658023	0.0164727	0.00685523	0.0046632	0.0102361	0.00124368	0.0895087	0.00401108	0.00991756	0.0460058	0.03810958	0.03008438	0.0136174	0.558565	0.00472959	0.00618116	0.415611	0.0012958	9.707957	0.1443332	6	37.3339	0.444197	0.000484723	0.0322793	0.376793	3.59044	0.310949	0.297923	0.137899	0.253229	0.1744176	0.8275152
3093	1	-3787.368	-3711.783	-75.58473	6.559817	0.1999476	0.010041	0.0258746	0.0200924	0.0101788	0.00945998	0.00804183	0.00256717	0.0193399	0.00390012	0.0227899	0.0338474	0.00318012	0.0283336	0.0155669	0.0297823	0.0269668	0.00338989	0.0301595	0.116053	0.00566641	0.00366339	0.0389403	0.0109475	0.0202736	0.0107606	0.00273272	0.0101332	0.0215137	0.01455	0.0298976	0.00146789	0.000597247	0.0328131	0.017878	0.00640795	0.00429227	0.0110733	0.0273432	0.0175085	0.0129283	0.00909596	0.0111817	0.01724314	0.01676294	0.0121917	0.521207	0.00431535	0.0103535	0.443347	0.0085857	14.69544	0.1669935	4	37.79342	0.4056712	0.000530238	0.0337452	0.383521	3.5822	0.278804	0.323627	0.138471	0.259098	0.1837564	0.9087763
3094	0	-3788.402	-3713.988	-74.41404	6.277246	0.1756237	0.0143973	0.00393843	0.0270854	0.0127551	0.00592429	0.0575806	0.0212137	0.010094	0.00875969	0.00338369	0.0293205	0.00963869	0.0121579	0.0113752	0.0224117	0.0699088	0.00827035	0.0109121	0.0528507	0.0135762	0.0173963	0.00280121	0.0220115	0.0165508	0.0701877	0.0330761	0.0096347	0.0631308	0.00604371	0.00437964	0.0499699	0.0176194	0.00965206	0.0020276	0.00285355	0.0402637	0.000106699	0.0350202	0.00787482	0.0031619	0.012386	0.00172686	0.0208714	0.03008438	0.00916273	0.598789	0.0116332	0.0091682	0.368916	0.00233072	9.707957	0.1443332	6	37.3339	0.444197	0.000203657	0.0210011	0.317133	3.66166	0.280949	0.324561	0.115778	0.278713	0.1744176	0.8275152
3095	1	-3797.699	-3717.951	-79.74839	6.559817	0.1986808	0.0106408	0.025424	0.0144119	0.0118645	0.0101709	0.00170142	0.0301395	0.016997	0.0162514	0.0414608	0.0358855	0.060383	0.0248272	0.0152286	0.0403264	0.0227097	0.00292252	0.034611	0.00766402	0.0171754	0.0603081	0.00304666	0.0358085	5.35708e-05	0.00331024	0.0390176	0.00877804	0.0188825	0.0247661	0.0230583	0.00346178	0.0422648	0.0252953	0.00382398	0.00727885	0.00732278	0.015032	0.0275484	0.00157177	0.0101985	0.00147404	0.0089462	0.02182902	0.01676294	0.0127968	0.407764	0.0136699	0.0128658	0.550926	0.00197716	14.69544	0.1669935	4	37.79342	0.4056712	0.000507395	0.0330179	0.380206	3.58627	0.299476	0.279333	0.146699	0.274493	0.1837564	0.9087763
3096	0	-3800.44	-3712.895	-87.54488	6.277246	0.167212	0.0205988	0.012346	0.0125998	0.0712224	0.00533347	0.0439175	0.00190213	0.00677491	0.0149932	0.0097714	0.0518962	0.00992661	0.0224011	0.0308234	0.0197481	0.104262	0.011539	0.0187908	0.0362752	0.0463486	0.0213982	0.0721636	0.0560706	0.0395602	0.078316	0.0631835	0.0120105	0.0130037	0.00319628	0.00744266	0.0522474	0.00253607	0.0601814	0.00615343	0.00523007	0.0111786	0.011723	0.0433352	0.016211	0.00216304	0.0063385	0.00302863	0.02586593	0.03008438	0.00820328	0.536089	0.00740009	0.00820819	0.436097	0.00400263	9.707957	0.1443332	6	37.3339	0.444197	0.000137079	0.0172526	0.292926	3.68968	0.302293	0.296602	0.133078	0.268028	0.1744176	0.8275152
3097	1	-3771.167	-3708.777	-62.39049	6.559817	0.1795563	0.00554933	0.0298493	0.0203484	0.00976045	0.0118767	0.00656171	0.020861	0.0142225	0.0233372	0.0182844	0.00884023	0.00180795	0.0237572	0.00874831	0.0342587	0.027773	0.00357432	0.00199192	0.0259302	0.00404478	0.0128588	0.00946543	0.0124244	0.00249452	0.00627005	0.0118036	0.00323777	0.000436441	0.00210169	0.0463515	0.0135472	0.0221001	0.0136296	0.010244	0.00678585	0.0106597	0.0136548	0.00490204	0.0200488	0.00166343	0.00945338	0.00487512	0.01390705	0.01676294	0.0122197	0.427749	0.0132951	0.00674428	0.535823	0.00416866	14.69544	0.1669935	4	37.79342	0.4056712	0.000241956	0.0228761	0.328243	3.64864	0.297735	0.298556	0.142071	0.261638	0.1837564	0.9087763
3098	0	-3795.356	-3708.241	-87.11441	6.277246	0.1879321	0.0186438	0.0687434	0.00136468	0.00911053	0.0393732	0.0368586	0.0350101	0.00955709	0.00987909	0.00518331	0.0286153	0.0119801	0.0264904	0.0139326	0.0101368	0.035711	0.0062864	0.0171609	0.0191679	0.0417683	0.0357537	0.0600895	0.0045482	0.0174342	0.0545504	0.00401645	0.108295	0.0650839	0.00374408	0.00972257	0.0230677	0.00643081	0.0174545	0.00846055	0.0415898	0.013652	0.01198	0.0390527	0.0445226	0.0101391	0.0553207	0.0453563	0.02839216	0.03008438	0.0118632	0.527716	0.0109572	0.00642758	0.441641	0.00139548	9.707957	0.1443332	6	37.3339	0.444197	0.000340932	0.0271165	0.351436	3.62111	0.311929	0.29146	0.132239	0.264372	0.1744176	0.8275152
3099	1	-3777.687	-3707.358	-70.32908	6.559817	0.1910455	0.00872643	0.0305143	0.0243406	0.0109215	0.0123833	0.00450813	0.022672	0.0448803	0.00120929	0.0195919	0.010534	0.00854228	0.0297492	0.00234869	0.0213029	0.0354542	0.00375316	0.0259305	0.02556	0.0010027	0.00839565	0.00262312	0.0142832	0.00205883	0.022762	0.0310887	0.00692784	0.00903879	0.00607324	0.032972	0.0606004	0.003333	0.00896424	0.0123166	0.00565974	0.00958302	0.0152841	0.0073652	0.0250459	0.00607197	0.0085907	0.0106356	0.01472517	0.01676294	0.0135051	0.453294	0.0106976	0.00410582	0.513314	0.00508426	14.69544	0.1669935	4	37.79342	0.4056712	0.000384316	0.0287746	0.359886	3.61096	0.289759	0.296035	0.128987	0.285219	0.1837564	0.9087763
3100	0	-3807.93	-3715.327	-92.60275	6.277246	0.2062561	0.00907181	0.067278	0.00452473	0.131356	0.0526594	0.0444077	0.0016199	0.00628328	0.00785932	0.00638182	0.0271514	0.00806772	0.00853822	0.0205175	0.00239857	0.0185274	0.0065896	0.0203421	0.0413664	0.0284292	0.0185922	0.0252578	0.0769389	0.00644274	0.0154569	0.141845	0.0312861	0.0792393	0.00326225	0.010053	0.0238215	0.0138356	0.04391	0.0262132	0.041862	0.00303825	0.0114628	0.0819634	0.0248945	0.040272	0.00562756	0.0391248	0.03332637	0.03008438	0.00967112	0.547001	0.0147448	0.0163221	0.410605	0.00165596	9.707957	0.1443332	6	37.3339	0.444197	0.000654943	0.0374608	0.399787	3.5621	0.296186	0.285961	0.132375	0.285479	0.1744176	0.8275152
3101	1	-3797.456	-3711.918	-85.53764	6.559817	0.2013631	0.00718384	0.0297681	0.0329678	0.013298	0.010368	0.00376613	0.00856682	0.01208	0.0332362	0.0522081	0.0236004	0.013303	0.0508549	0.00291456	0.0214884	0.0250704	0.00491373	0.00408597	0.000981395	0.106088	0.00114207	0.00210949	0.0706791	0.00571509	0.0288763	0.00698463	0.0249017	0.05348	0.0160506	0.0413234	0.0177649	0.0548651	0.0107958	0.0269045	0.00680354	0.00703703	0.042686	0.00604854	0.00572674	0.0204113	0.0137904	0.00513971	0.02595737	0.01676294	0.0108111	0.534551	0.0136595	0.00348808	0.432998	0.00449199	14.69544	0.1669935	4	37.79342	0.4056712	0.000556615	0.0345655	0.387206	3.57767	0.273283	0.304012	0.135311	0.287394	0.1837564	0.9087763
3102	0	-3795.519	-3711.974	-83.54434	6.277246	0.1651689	0.0112712	0.0212866	0.00738627	0.0266491	0.0649161	0.0480137	0.000119856	0.00837611	0.00911251	0.0010312	0.029905	0.0102384	0.0222821	0.00663564	0.00202421	0.0213581	0.00596457	0.0125277	0.0866015	0.0172194	0.0534895	0.0612704	0.00471716	0.0288178	0.00967073	0.00693483	0.0370165	0.141226	0.00311375	0.00733228	0.0355331	0.0136452	0.00465607	0.0300132	0.0338256	0.00366764	0.028102	0.002309	0.00441413	0.0470446	0.00325952	0.0253325	0.03142791	0.03008438	0.00977201	0.552708	0.0148986	0.00620496	0.414888	0.00152858	9.707957	0.1443332	6	37.3339	0.444197	0.000123755	0.0163979	0.286962	3.69652	0.28867	0.294389	0.144676	0.272265	0.1744176	0.8275152
3103	1	-3776.996	-3709.694	-67.30201	6.559817	0.2384569	0.00792727	0.0221609	0.018479	0.0122072	0.0102702	0.00681041	0.00838645	0.0586984	0.00191471	0.00904597	0.000925996	0.00141982	0.0247877	0.00439947	0.00603599	0.0225136	0.00347585	0.0278984	0.00404133	0.0106488	0.00446908	0.00742097	0.00082968	0.000180883	0.012249	0.00234915	0.0156863	0.0378618	0.0150348	0.0281526	0.08557	0.038313	0.00690305	0.0335354	0.00610487	0.0115425	0.0149921	0.00526206	0.0115054	0.00384903	0.000936233	0.00429077	0.01427531	0.01676294	0.0188706	0.552	0.00614406	0.00491158	0.407665	0.0104086	14.69544	0.1669935	4	37.79342	0.4056712	0.00161673	0.0584898	0.476502	3.46339	0.282021	0.299314	0.132055	0.286611	0.1837564	0.9087763
3104	0	-3782.468	-3714.417	-68.05081	6.277246	0.2287793	0.0115533	0.0157323	0.0184039	0.00207974	0.00815033	0.0474692	0.0202507	0.00415463	0.00988263	0.00482847	0.0292457	0.00770856	0.00254822	0.0115502	0.00859193	0.0436142	0.00673578	0.0214842	0.0269061	0.00871176	0.00255342	0.0160957	0.0279374	0.0232203	0.0593089	0.00837764	0.00252951	0.0273758	0.00616898	0.00588056	0.0202184	0.00443203	0.00155469	0.0322948	0.042848	0.00394646	0.0600887	0.0175237	0.0026537	0.0127955	0.00375031	0.0111293	0.02067402	0.03008438	0.0156058	0.56935	0.0106294	0.00676188	0.39549	0.00216334	9.707957	0.1443332	6	37.3339	0.444197	0.00126572	0.0518524	0.454549	3.49233	0.27495	0.315904	0.135316	0.27383	0.1744176	0.8275152
3105	1	-3793.327	-3714.05	-79.27669	6.559817	0.1944741	0.00931015	0.0278465	0.0287391	0.0120139	0.0113815	0.00801609	0.00694489	0.0841384	0.0232225	0.00454209	0.0390784	0.0238892	0.0249436	0.00893935	0.0194851	0.0370631	0.00227194	0.00207034	0.00213179	0.00481657	0.00717956	0.0185186	0.0285407	0.00779226	0.0131462	0.00305323	0.00385625	0.058448	0.0148172	0.0530837	0.0520051	0.016841	0.0045232	0.00207226	0.00792049	0.0118881	0.00294554	0.0198937	0.0158705	0.00949785	0.0687111	0.00507752	0.01765056	0.01676294	0.0137684	0.589348	0.00771687	0.00572837	0.381281	0.00215706	14.69544	0.1669935	4	37.79342	0.4056712	0.000436561	0.0306496	0.369082	3.59983	0.309923	0.302787	0.112281	0.275009	0.1837564	0.9087763
3106	0	-3783.322	-3712.935	-70.38767	6.277246	0.211406	0.0139845	0.0232465	0.00770233	0.0215262	0.00606695	0.0402774	0.012569	0.0059111	0.00932429	0.00539325	0.0216547	0.0112797	0.0305344	0.0101298	0.0134092	0.0490515	0.00762633	0.0124327	0.00119333	0.035815	0.00232637	0.00412094	0.0397138	0.0171832	0.0775556	0.0100823	0.0118647	0.0210554	0.00493737	0.0117549	0.0410802	0.0137085	0.0143669	0.001414	0.0126699	0.00931117	0.0290661	0.0148988	0.0561958	0.0100361	0.00339218	0.0127908	0.01819985	0.03008438	0.0156473	0.514682	0.015801	0.00595587	0.446225	0.00168822	9.707957	0.1443332	6	37.3339	0.444197	0.000770937	0.0406038	0.412765	3.54586	0.296403	0.303972	0.130792	0.268833	0.1744176	0.8275152
3107	1	-3779.948	-3708.072	-71.87601	6.559817	0.1787255	0.0069715	0.023846	0.0168744	0.0105605	0.0101729	0.00873009	0.02669	0.0136275	0.0242425	0.013906	0.0166028	0.00205911	0.0353442	0.00321286	0.00585648	0.0162624	0.00271133	0.0185258	0.0107012	0.0121539	0.00243869	0.0359272	0.000448977	0.0134825	0.00346306	0.0129951	0.0146387	0.07267	0.0245378	0.0205764	0.000848936	0.0034069	0.0209346	0.0803374	0.00415235	0.010167	0.00594924	0.00460759	0.0123558	0.0139389	0.0405811	0.00137802	0.01588797	0.01676294	0.0122314	0.523066	0.00899531	0.00791776	0.446073	0.00171709	14.69544	0.1669935	4	37.79342	0.4056712	0.000233454	0.0224736	0.325907	3.65139	0.303078	0.293335	0.137155	0.266432	0.1837564	0.9087763
3108	0	-3780.755	-3716.73	-64.02487	6.277246	0.2001404	0.0136702	0.0032564	0.00954792	0.00549037	0.0208314	0.0474519	0.00443181	0.0106084	0.00976322	0.00273032	0.0300672	0.00944137	0.00324986	0.0209462	0.0050593	0.0435106	0.00879725	0.012834	0.00279335	0.00997015	0.0154556	0.000680536	0.0141896	0.0161722	0.0449752	0.0009137	0.0328969	0.0128338	0.00252119	0.00759165	0.039904	0.02415	0.078513	0.00147913	0.00228977	0.0329289	0.0227465	0.00299618	0.000395081	0.00308646	0.0135921	0.00676081	0.01466557	0.03008438	0.00577072	0.547135	0.0144856	0.0197983	0.411841	0.000969768	9.707957	0.1443332	6	37.3339	0.444197	0.000533778	0.0338565	0.384024	3.58159	0.282291	0.306264	0.135367	0.276078	0.1744176	0.8275152
3109	1	-3784.812	-3708.332	-76.48016	6.559817	0.1935421	0.0104833	0.0237069	0.0154707	0.0108321	0.0110906	0.00724775	0.0330604	0.013167	0.00952913	0.00136117	0.0304643	0.0385554	0.0291042	0.043648	0.0140226	0.0192091	0.00287996	0.0272607	0.00492144	0.0209133	0.00117341	0.0750421	0.0150354	0.000638961	0.00517217	0.00976409	0.0148364	0.00731903	0.0409806	0.0224442	0.00802583	0.0383509	0.021349	0.0283826	0.00563884	0.0201849	0.0111498	0.0222686	0.0103539	0.0124649	0.00318015	0.0126179	0.01981961	0.01676294	0.0168712	0.522446	0.00727471	0.00687869	0.445545	0.000984282	14.69544	0.1669935	4	37.79342	0.4056712	0.000421883	0.030135	0.366594	3.60285	0.294466	0.313441	0.124795	0.267298	0.1837564	0.9087763
3110	0	-3793.678	-3709.184	-84.49428	6.277246	0.1853841	0.0151649	0.0132651	0.00414392	0.00905284	0.0191332	0.0601379	0.00593874	0.009793	0.0126539	0.00506492	0.0249246	0.0102237	0.00295469	0.0147021	0.0246249	0.0681219	0.00612369	0.0262991	0.0319088	0.00162226	0.0282114	0.0182987	0.0106899	0.0333574	0.0497132	0.00905191	0.0573075	0.0182472	0.00650818	0.00713567	0.0246265	0.00354165	0.0550615	0.0982793	0.00504715	0.0743322	0.0886561	0.0389221	0.0445623	0.00488827	0.000372257	0.00979556	0.02807162	0.03008438	0.0101875	0.525551	0.00548989	0.0163853	0.437601	0.00478526	9.707957	0.1443332	6	37.3339	0.444197	0.00030817	0.0257919	0.34445	3.62945	0.291806	0.294047	0.131876	0.282271	0.1744176	0.8275152
3111	1	-3774.189	-3707.639	-66.55032	6.559817	0.2179238	0.00722397	0.0309519	0.0146986	0.013808	0.0107892	0.00663215	0.0259226	0.0146228	0.0140592	0.00228837	0.00412909	0.0111453	0.0340096	0.0264444	0.0264125	0.017705	0.003917	0.00544352	0.00901727	0.0337588	0.00828405	0.041269	0.00130005	0.0084047	0.00240379	0.0127302	0.00532314	0.0262717	0.0225232	0.0235096	0.0175774	0.00153914	0.0160465	0.00234008	0.00677454	0.0077679	0.00651988	0.0195638	0.00157251	0.0132245	0.0222727	0.0180254	0.01450798	0.01676294	0.0163388	0.535346	0.00696015	0.00722181	0.431485	0.00264835	14.69544	0.1669935	4	37.79342	0.4056712	0.000937204	0.0447132	0.428802	3.52555	0.317757	0.271334	0.134601	0.276307	0.1837564	0.9087763
3112	0	-3778.308	-3710.385	-67.92331	6.277246	0.1886167	0.015092	0.0131528	0.00373776	0.0206614	0.0103845	0.0393752	0.0040441	0.00826262	0.00925525	0.00775489	0.0283542	0.0113146	0.00680677	0.020746	0.00967663	0.0565036	0.00828573	0.0178953	0.0025066	0.0179993	0.0291927	0.0258341	0.0209945	0.0220208	0.00515013	0.0130808	0.00512014	0.031089	0.00683845	0.00641043	0.0248518	0.00425794	0.010402	0.0264468	6.15707e-05	0.00458997	0.0357632	0.075664	0.00225141	0.025016	0.0226453	0.00602465	0.01665016	0.03008438	0.00986273	0.579414	0.00587092	0.0129306	0.389143	0.00277921	9.707957	0.1443332	6	37.3339	0.444197	0.00035015	0.0274773	0.353302	3.61887	0.294751	0.29853	0.127273	0.279446	0.1744176	0.8275152
3113	1	-3795.58	-3710.943	-84.63726	6.559817	0.1769337	0.0122134	0.0403813	0.0175926	0.011459	0.0103117	0.00781349	0.00616107	0.00839675	0.0185791	0.00159632	0.000500971	0.0237313	0.0182154	0.0136986	0.0234124	0.0356927	0.00370854	0.016616	0.00885339	0.0643573	0.0509012	0.002982	0.0305876	0.0363789	0.0353712	0.0519564	0.0648355	0.0083647	0.0237196	0.0308097	0.00639824	0.00739006	0.0044658	0.0835625	0.00666934	0.00461682	0.00970032	0.0197129	0.00227861	0.00920486	0.00865583	0.0674091	0.02495789	0.01676294	0.0109895	0.42831	0.00666784	0.00778642	0.540667	0.00557937	14.69544	0.1669935	4	37.79342	0.4056712	0.000215874	0.0216172	0.320849	3.65732	0.327538	0.283183	0.138744	0.250535	0.1837564	0.9087763
3114	0	-3788.018	-3712.704	-75.31399	6.277246	0.1428247	0.0166746	0.00129242	0.104746	0.00477368	0.00471081	0.0555707	0.0101525	0.0121404	0.0124083	0.0056957	0.0414131	0.0142314	0.000227636	0.00573844	0.00226698	0.0557569	0.0074905	0.0163574	0.00773916	0.0107017	0.00489616	0.0197117	0.0289504	0.00772774	0.0664922	0.0389701	0.0138802	0.0630409	0.00364966	0.00727573	0.0333881	0.00548655	0.0141664	0.00266917	0.0298974	0.0164206	0.00550837	0.0415022	8.58788e-05	0.0395814	0.0125495	0.0063318	0.01958776	0.03008438	0.0122831	0.55591	0.00621326	0.00376129	0.410806	0.0110261	9.707957	0.1443332	6	37.3339	0.444197	3.33998e-05	0.00854584	0.22009	3.77133	0.300914	0.298013	0.133996	0.267077	0.1744176	0.8275152
3115	1	-3811.616	-3714.086	-97.52936	6.559817	0.1559502	0.00554733	0.0336316	0.0252586	0.0128899	0.0094683	0.00323313	0.00854981	0.0654465	0.116673	0.00167047	6.78313e-05	0.0073296	0.0310931	0.0283384	0.0185471	0.0499771	0.00620774	0.00985479	0.00334747	0.0278326	0.00993709	0.0439922	0.0273885	0.0202164	0.0602452	0.02273	0.0665908	0.0291788	0.036058	0.0255037	0.102636	0.0140919	0.0171022	0.0242431	0.00407841	0.0136822	0.0219728	0.019361	0.0101759	0.0270332	0.0279437	0.156756	0.02851129	0.01676294	0.0141139	0.43064	0.0062285	0.00256292	0.543609	0.00284539	14.69544	0.1669935	4	37.79342	0.4056712	7.5453e-05	0.0128215	0.259692	3.72741	0.311423	0.304783	0.139872	0.243923	0.1837564	0.9087763
3116	0	-3778.759	-3709.221	-69.53814	6.277246	0.2053699	0.0105472	0.00322394	0.0410668	0.0110856	0.0191961	0.037403	0.00734119	0.00713745	0.00852132	0.00563696	0.0375914	0.00938254	0.00028254	0.00939553	0.0313993	0.0697426	0.00880806	0.0201648	0.00460317	0.0263893	0.0181562	0.00571021	0.00487761	0.0272267	0.00305498	0.0230314	0.0160252	0.0114442	0.00395593	0.00622881	0.0365595	0.00542508	0.00719271	0.0342986	0.0106423	0.00966004	0.0202816	0.0209368	0.0105105	0.0577141	0.00828528	0.0291886	0.01578213	0.03008438	0.0116493	0.589641	0.00365452	0.00520785	0.379657	0.01019	9.707957	0.1443332	6	37.3339	0.444197	0.000636294	0.0369297	0.397527	3.56491	0.292883	0.306084	0.127604	0.273429	0.1744176	0.8275152
3117	1	-3789.31	-3713.062	-76.24791	6.559817	0.1612631	0.00923017	0.0257872	0.0252826	0.0141212	0.0103037	0.00337387	0.0182568	0.0401743	0.0685558	5.88233e-05	0.00392987	0.0177902	0.0318633	0.00511077	0.0416601	0.0281621	0.00437844	0.035694	0.00952965	0.00147923	0.0149102	0.0414146	0.0197181	0.0295907	0.00160387	0.0145458	0.0163114	0.046841	0.0266994	0.0402019	0.00268192	0.00176503	0.00582736	0.00169525	0.00478039	0.0154942	0.0126321	0.0142014	0.0139784	0.00911207	7.24407e-05	0.0177962	0.0155656	0.01676294	0.00737943	0.436179	0.00543031	0.0041871	0.536149	0.0106742	14.69544	0.1669935	4	37.79342	0.4056712	0.000101048	0.014826	0.275476	3.7096	0.281078	0.304235	0.156751	0.257936	0.1837564	0.9087763
3118	0	-3808.482	-3712.413	-96.06948	6.277246	0.1838225	0.0108129	0.0201868	0.12738	0.0626941	0.0245727	0.0492371	0.0757691	0.0181773	0.00942787	0.00616973	0.0282132	0.0140017	0.0330386	0.077023	0.0150924	0.105511	0.00645955	0.024279	0.0167487	0.0313575	0.0405643	0.221307	0.0164267	0.026409	0.00142613	0.0238621	0.0189995	0.0175543	0.00377656	0.00521566	0.0484154	0.0260922	0.0122909	0.0129135	0.0251162	0.00140796	0.00581133	0.000442167	0.0257749	0.0665051	0.0259024	0.00289596	0.02943526	0.03008438	0.0111593	0.56484	0.00180322	0.00941873	0.40257	0.0102088	9.707957	0.1443332	6	37.3339	0.444197	0.000289265	0.0249949	0.340138	3.63458	0.291609	0.306727	0.124695	0.276969	0.1744176	0.8275152
3119	1	-3790.61	-3710.101	-80.50901	6.559817	0.1756941	0.00704629	0.0376505	0.0234428	0.0129163	0.0123686	0.00649277	0.000154729	0.00445841	0.017613	0.0395485	0.0101484	0.019604	0.0419353	0.00619077	0.0705482	0.024684	0.00492725	0.00430994	0.0472462	0.0196269	0.00769143	0.0287469	0.00488102	0.00820847	0.0019054	0.0610067	0.00475716	0.0243964	0.00881364	0.0368534	0.0641383	0.0229752	0.00059707	0.00792788	0.00422507	0.00694299	0.0187163	0.0129695	0.0542348	0.00113538	0.0162328	0.0244945	0.02035394	0.01676294	0.00673004	0.483845	0.0138367	0.005109	0.488968	0.00151106	14.69544	0.1669935	4	37.79342	0.4056712	0.000204299	0.021034	0.317333	3.66143	0.305448	0.292283	0.122054	0.280216	0.1837564	0.9087763
3120	0	-3806.022	-3713.257	-92.76457	6.277246	0.1966044	0.0124578	0.0430799	0.0328946	0.0454398	0.118758	0.0587144	0.0475196	0.0117044	0.0107218	0.0111852	0.0425863	0.0125471	0.0873136	0.0862353	0.0164159	0.0730705	0.00507636	0.0205805	0.00663563	0.0269686	0.0511095	0.0247958	0.0350001	0.0304439	0.00551957	0.011148	0.0875624	0.000187099	0.00374839	0.00821037	0.0563678	0.006811	0.0257514	0.00626236	0.024644	0.0323452	0.0153013	0.0314086	0.0039877	0.0482724	0.00308791	0.00570517	0.0291884	0.03008438	0.0117811	0.5461	0.000888451	0.0052434	0.425001	0.0109863	9.707957	0.1443332	6	37.3339	0.444197	0.00047148	0.0318398	0.374738	3.59295	0.29527	0.328246	0.11629	0.260194	0.1744176	0.8275152
3121	1	-3790.046	-3708.471	-81.57481	6.559817	0.1983663	0.00599253	0.0262838	0.0278361	0.00992183	0.0112333	0.007986	0.0158442	0.0326511	0.00418575	0.0456441	0.000574603	0.0194161	0.0284652	0.0199916	0.0128784	0.0265043	0.00452021	0.0259534	0.0251246	0.00477265	0.00104017	0.0196757	0.0372076	0.0258802	0.00940618	0.0724397	0.000960502	0.0359027	0.034963	0.0249991	0.0141415	0.0779927	0.00180544	0.0662475	0.0081011	0.00508922	0.0138116	0.00835701	0.0282792	0.00573945	0.00188729	0.00384766	0.01931958	0.01676294	0.0101077	0.480332	0.00875008	0.00724046	0.485417	0.00815271	14.69544	0.1669935	4	37.79342	0.4056712	0.000501835	0.0328384	0.379381	3.58728	0.3024	0.279258	0.145677	0.272665	0.1837564	0.9087763
3122	0	-3795.236	-3716.211	-79.02555	6.277246	0.1926698	0.0261413	0.0695967	0.00725295	0.00379119	0.00723119	0.0475151	0.00807239	0.0115528	0.00835649	0.00902961	0.0322806	0.0143858	0.0328846	0.00616761	0.0423689	0.0713641	0.00432964	0.00942476	0.0147592	0.0288008	0.0015982	0.018271	0.00822189	0.0190842	0.00827702	0.034161	0.0182322	0.0113946	0.00580025	0.00430916	0.060169	0.000559312	0.0152439	0.0152375	0.0125241	0.0363468	0.0141487	0.055096	0.0204907	0.0426914	0.0185184	0.0165633	0.02869615	0.03008438	0.0158285	0.521021	0.00870709	0.00322528	0.443476	0.00774183	9.707957	0.1443332	6	37.3339	0.444197	0.00040847	0.0296566	0.364257	3.60568	0.289392	0.311035	0.121079	0.278494	0.1744176	0.8275152
3123	1	-3784.579	-3710.214	-74.36569	6.559817	0.2375828	0.00955499	0.0261658	0.0182456	0.00910808	0.0100983	0.00629346	0.00322585	0.00503233	0.00817431	0.0217545	0.0347144	0.0037187	0.0419285	0.0225854	0.00911447	0.0209247	0.00217538	0.0249454	0.0026806	0.0135413	0.00805773	0.00178704	0.0526714	0.00267933	0.00813746	0.0346463	0.000966135	0.00168585	0.021884	0.0419569	0.0164334	0.0202296	0.00839086	0.0933415	0.00628364	0.00979112	0.0242717	0.0330464	0.00101561	0.0135721	0.00939628	0.00460993	0.01413604	0.01676294	0.0101369	0.608227	0.00764449	0.0131955	0.355315	0.00548114	14.69544	0.1669935	4	37.79342	0.4056712	0.00158269	0.0578808	0.474558	3.46598	0.304962	0.303269	0.12261	0.269159	0.1837564	0.9087763
