Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1775	1	-3743.107	-3726.876	-16.23025	0.3255003	0.2058204	0.2344648	0.2057895	0.0133024	0.491592	0.0125453	0.0119251	0.467079	0.00355596	0.03849016	0.000645727	0.0371993	0.398677	3.56348	0.298687	0.286087	0.140364	0.274862	0.2442797	0.157566
1776	0	-3735.746	-3720.338	-15.40749	0.2486314	0.2378278	0.2752925	-0.05758318	0.0127488	0.571661	0.0124415	0.00407351	0.396871	0.00220491	0.105474	0.00159218	0.0580512	0.475104	3.46525	0.309268	0.298689	0.133726	0.258318	0.04789079	2.202385
1777	1	-3740.487	-3722.608	-17.87852	0.2801045	0.2120941	0.2651504	-0.449081	0.0164521	0.611683	0.00975998	0.00145367	0.357248	0.00340317	0.4517157	0.000787445	0.0410309	0.414479	3.5437	0.280655	0.317645	0.120613	0.281087	0.002634691	171.4492
1778	0	-3732.665	-3718.009	-14.6551	0.2476591	0.199709	0.3019386	-0.02364839	0.0105125	0.508465	0.0062431	0.00859848	0.460011	0.00616925	0.02687304	0.000525881	0.0336078	0.382898	3.58297	0.30719	0.290001	0.139369	0.26344	0.003224648	8.333634
1779	1	-3735.725	-3721.018	-14.7066	0.2608608	0.2278802	0.2656339	0.01190611	0.0126156	0.61389	0.0096588	0.00277766	0.358538	0.00252011	0.03427108	0.00123595	0.0512481	0.452462	3.49505	0.282419	0.300175	0.132435	0.284971	0.0461772	0.7421647
1780	0	-3737.777	-3721.055	-16.72127	0.2531909	0.1711753	0.3001985	-0.2407103	0.00938257	0.542266	0.00508759	0.00960477	0.429451	0.00420816	0.2608457	0.000165992	0.0189734	0.304404	3.67646	0.282333	0.303554	0.12634	0.287773	0.02013544	12.95456
1781	1	-3740.222	-3725.113	-15.10876	0.287842	0.2450875	0.2592215	0.1130043	0.0196833	0.559152	0.0136257	0.00360652	0.402974	0.000958986	0.009774262	0.00189066	0.0631659	0.491011	3.44393	0.275542	0.309822	0.11919	0.295445	0.1227785	0.07960887
1782	0	-3748.754	-3732.156	-16.59782	0.1957561	0.1899213	0.3668356	-0.132248	0.0124472	0.542489	0.0154585	0.00134341	0.425893	0.00236915	0.1608634	0.000368215	0.0281709	0.356845	3.61462	0.310422	0.311346	0.113121	0.265111	0.02861539	5.621569
1783	1	-3743.63	-3728.785	-14.84547	0.2920306	0.2057571	0.2180529	-0.006682204	0.0134445	0.443803	0.0118162	0.00613769	0.522424	0.00237386	0.07841911	0.000644397	0.0371614	0.398516	3.56368	0.304747	0.288695	0.139667	0.266892	0.07173691	1.093149
1784	0	-3734.145	-3718.958	-15.18742	0.2644244	0.2256931	0.2903143	-0.03606606	0.0125082	0.513777	0.00993	0.0125624	0.444841	0.00638205	0.07203313	0.00116551	0.0497877	0.447351	3.5017	0.296863	0.302288	0.133626	0.267223	0.03596707	2.002752
1785	1	-3739.21	-3723.876	-15.33403	0.2864309	0.1963809	0.2815605	0.1256994	0.0113688	0.571861	0.0115762	0.00417776	0.38822	0.012796	0.005555149	0.000467726	0.031714	0.374146	3.59367	0.288997	0.323475	0.138626	0.248902	0.1312545	0.04232349
1786	0	-3738.25	-3723.681	-14.56917	0.2543385	0.2050392	0.2949182	0.01827251	0.0125472	0.515376	0.00802418	0.0123001	0.446225	0.00552785	0.005066451	0.000629433	0.0367323	0.396681	3.56596	0.287542	0.317263	0.120745	0.27445	0.02333896	0.2170812
1787	1	-3747.356	-3730.064	-17.29169	0.3122225	0.2488856	0.242767	-0.2324755	0.0169859	0.545628	0.0179507	0.00240325	0.403696	0.0133365	0.3141981	0.00206023	0.0658863	0.49913	3.43292	0.296274	0.312591	0.114348	0.276788	0.08172255	3.844693
1788	0	-3740.576	-3724.185	-16.39089	0.2335323	0.1836799	0.2997946	-0.06915802	0.0113605	0.485471	0.00329128	0.0156036	0.480726	0.00354774	0.1569954	0.000287582	0.0249227	0.339744	3.63505	0.306322	0.313781	0.130958	0.248939	0.08783733	1.787342
1789	1	-3750.647	-3734.997	-15.64964	0.2514022	0.1991565	0.2310136	-0.05443127	0.0168323	0.546103	0.00545458	0.0154773	0.404047	0.0120849	0.1426184	0.000515889	0.0332903	0.381453	3.58474	0.290465	0.297234	0.108911	0.303391	0.08818714	1.617225
1790	0	-3739.879	-3724.343	-15.5355	0.249115	0.2234973	0.3034026	-0.07924793	0.0148801	0.484932	0.00733705	0.00917079	0.480193	0.00348747	0.1059052	0.00109755	0.0483352	0.442171	3.5084	0.321011	0.286069	0.148026	0.244895	0.02665729	3.972843
1791	1	-3741.407	-3725.608	-15.79926	0.2727035	0.2238325	0.2473567	-0.2244853	0.0112008	0.525477	0.0117429	0.00278903	0.444659	0.00413149	0.2268101	0.00110775	0.048556	0.442964	3.50737	0.264722	0.339172	0.137108	0.258998	0.002324863	97.5585
1792	0	-3740.497	-3724.007	-16.48987	0.2531892	0.2098648	0.2361896	-0.00718212	0.0160202	0.526686	0.0111015	0.00718324	0.438152	0.000857244	0.1651962	0.000734839	0.0396533	0.40891	3.5507	0.287135	0.293515	0.152078	0.267272	0.1580141	1.045452
1793	1	-3740.442	-3723.757	-16.68523	0.2812878	0.2126975	0.2184502	-0.07124182	0.0186222	0.453969	0.00666769	0.00169458	0.513502	0.00554508	0.2167293	0.000802119	0.0414067	0.415978	3.54181	0.320115	0.273985	0.136478	0.269422	0.1454874	1.489677
1794	0	-3741.234	-3722.053	-19.18049	0.24004	0.1776846	0.3262397	0.2248009	0.00934594	0.531958	0.00713232	0.00798593	0.442538	0.00103951	0.1568133	0.000223117	0.0219742	0.322972	3.65483	0.294942	0.29716	0.136875	0.271023	0.3816142	0.4109209
1795	1	-3737.917	-3723.25	-14.66668	0.2747593	0.2345257	0.2373314	0.04677292	0.0197177	0.478413	0.00895413	0.00599299	0.476058	0.0108638	0.03000117	0.0014673	0.0557652	0.467697	3.47507	0.313124	0.28605	0.139678	0.261148	0.07677409	0.3907721
1796	0	-3736.971	-3720.968	-16.00265	0.1990555	0.1670306	0.3353839	-0.1113155	0.00866015	0.545044	0.0103735	0.0077476	0.423623	0.00455155	0.1365816	0.000135854	0.0171759	0.292398	3.69029	0.293362	0.317497	0.116803	0.272338	0.02526608	5.405729
1797	1	-3735.879	-3719.866	-16.01268	0.2788563	0.2222359	0.2686855	0.05350501	0.0153242	0.533715	0.0036295	0.00457642	0.438045	0.00470959	0.08709384	0.00105975	0.0475071	0.439172	3.51226	0.308104	0.295743	0.134999	0.261155	0.1405989	0.6194492
1798	0	-3743.569	-3726.086	-17.4829	0.1819125	0.175919	0.3599872	-0.1257234	0.00863032	0.531097	0.0087226	0.00743531	0.440181	0.00393403	0.2193414	0.000206364	0.0211392	0.317972	3.66068	0.293896	0.307644	0.11873	0.27973	0.09361801	2.34294
1799	1	-3742.001	-3726.651	-15.34999	0.2593945	0.2490867	0.294193	-0.005034214	0.0216913	0.540916	0.00754748	0.00426687	0.423709	0.00186977	0.06306115	0.00206946	0.0660312	0.499556	3.43234	0.287756	0.28844	0.15038	0.273424	0.05802694	1.086757
1800	0	-3740.675	-3720.129	-20.5463	0.1982804	0.2250775	0.3428427	0.3026755	0.00887585	0.554385	0.0123624	0.00776134	0.40756	0.009055	0.1971359	0.00114618	0.0493791	0.445903	3.50357	0.309431	0.294833	0.121979	0.273757	0.4998113	0.3944206
1801	1	-3735.462	-3719.926	-15.53557	0.2768253	0.2178728	0.2922584	0.03042056	0.0150471	0.507379	0.0110536	0.00710837	0.457277	0.00213498	0.05680885	0.000935813	0.0446805	0.428678	3.52571	0.291762	0.293105	0.137174	0.277959	0.08722941	0.6512579
1802	0	-3737.43	-3720.526	-16.9045	0.2146716	0.2040557	0.3259219	0.1432101	0.0124722	0.547736	0.0122142	0.00599605	0.402672	0.0189102	0.06836266	0.000609331	0.0361475	0.39416	3.56908	0.293294	0.316549	0.125698	0.264459	0.2115727	0.3231166
1803	1	-3743.973	-3725.873	-18.10037	0.2758201	0.2086588	0.2577226	-0.2343377	0.0195762	0.545644	0.00628786	0.00457156	0.42332	0.000600876	0.3537401	0.000707423	0.0389153	0.405876	3.5545	0.280187	0.299622	0.15105	0.269141	0.1194024	2.962588
1804	0	-3738.325	-3723.127	-15.19751	0.2090213	0.1988788	0.3072898	0.09065229	0.0102057	0.508713	0.00946082	0.00537353	0.447019	0.019228	0.001681927	0.000510918	0.0331312	0.380725	3.58563	0.2971	0.293584	0.131234	0.278082	0.09233422	0.01821564
1805	1	-3739.37	-3725.076	-14.29454	0.2739996	0.2183216	0.2187563	-0.04901098	0.0146058	0.567909	0.00668155	0.0063594	0.404038	0.000406589	0.06661228	0.000948081	0.0449685	0.429766	3.52432	0.297648	0.306626	0.132826	0.2629	0.0176013	3.784509
1806	0	-3741.063	-3724.934	-16.12855	0.2068177	0.1704735	0.3188132	0.06569589	0.00708043	0.51099	0.0095217	0.00407295	0.44902	0.0193141	0.06470167	0.000160566	0.0186628	0.30238	3.6788	0.326523	0.26919	0.13413	0.270157	0.1303976	0.4961877
1807	1	-3739.491	-3724.524	-14.96673	0.276133	0.1637897	0.260242	-0.007182921	0.0113016	0.551462	0.0115807	0.00334509	0.419539	0.00277205	0.06211342	0.000115333	0.0158334	0.282918	3.70113	0.298537	0.305118	0.144397	0.251949	0.0549305	1.130764
1808	0	-3735.436	-3719.976	-15.46023	0.2121257	0.1817688	0.3356722	-0.07701965	0.012954	0.453451	0.00982999	0.00459175	0.506215	0.012958	0.08363016	0.000265715	0.0239641	0.334433	3.64134	0.313868	0.307712	0.123091	0.255329	0.006610518	12.65108
1809	1	-3745.689	-3728.719	-16.96928	0.2322735	0.1827339	0.264409	-0.04034538	0.00775991	0.449644	0.0059696	0.011558	0.517883	0.00718558	0.1967366	0.000276599	0.024446	0.337119	3.63816	0.311405	0.288704	0.140722	0.259169	0.1563913	1.257977
1810	0	-3740.879	-3724.063	-16.81536	0.2014481	0.2247534	0.3224688	0.04283926	0.0204246	0.475959	0.00380812	0.00768801	0.488873	0.00324687	0.1163323	0.00113609	0.0491644	0.44514	3.50456	0.320256	0.288745	0.120332	0.270667	0.1591715	0.730861
1811	1	-3738.348	-3722.715	-15.63356	0.2959448	0.187616	0.2175244	-0.008977014	0.00824776	0.547836	0.00657622	0.0117532	0.418681	0.00690646	0.1225561	0.000336736	0.0269505	0.350572	3.62214	0.28519	0.303862	0.134971	0.275977	0.1135791	1.079038
1812	0	-3738.387	-3720.737	-17.65009	0.1667305	0.1978782	0.4338556	0.1070612	0.0111232	0.452567	0.00773676	0.00487549	0.509546	0.0141515	0.07102313	0.00049329	0.0325604	0.378098	3.58885	0.299613	0.29933	0.12963	0.271427	0.1780843	0.3988174
1813	1	-3744.842	-3726.167	-18.6752	0.3090638	0.2108098	0.2506746	0.1659737	0.0107902	0.564984	0.0118126	0.0111444	0.396202	0.00506713	0.1890293	0.000756831	0.0402352	0.411277	3.54773	0.316454	0.280777	0.125089	0.277679	0.355003	0.5324724
1814	0	-3738.798	-3722.516	-16.28174	0.1688298	0.1935655	0.4161835	0.07585356	0.0129039	0.49394	0.00892985	0.000587378	0.473957	0.0096822	0.009590004	0.000422247	0.0301478	0.366657	3.60277	0.294992	0.286248	0.1406	0.27816	0.08544356	0.1122379
1815	1	-3744.122	-3728.677	-15.44548	0.3101029	0.1819064	0.2246947	-0.1146059	0.0124769	0.570477	0.0172281	0.00178419	0.395803	0.00223083	0.1599938	0.000267247	0.0240326	0.334817	3.64088	0.296757	0.322823	0.132915	0.247505	0.04538791	3.525031
1816	0	-3742.189	-3723.03	-19.15916	0.1588685	0.1618457	0.4991256	-0.3328526	0.0079597	0.498533	0.00722034	0.00179299	0.478364	0.00612992	0.3475626	0.000104214	0.0150553	0.277196	3.70764	0.289261	0.301014	0.143344	0.266381	0.01471001	23.62763
1817	1	-3738.643	-3722.952	-15.69112	0.3137608	0.1831501	0.2282318	-0.1211987	0.014664	0.52216	0.0113054	0.00593243	0.444027	0.00191038	0.1742351	0.000281392	0.0246552	0.338275	3.63679	0.274739	0.321109	0.136273	0.267878	0.05303644	3.285197
1818	0	-3735.54	-3717.284	-18.25531	0.2132477	0.1699233	0.3432823	-0.3609513	0.00881073	0.521344	0.00824053	0.00390399	0.452232	0.00546964	0.3923165	0.000156405	0.018421	0.300791	3.68063	0.297335	0.300418	0.143929	0.258318	0.0313652	12.50802
1819	1	-3738.326	-3723.6	-14.7259	0.2987654	0.2154115	0.2485435	0.08571698	0.0133136	0.548938	0.00706674	0.00797859	0.419297	0.00340576	0.007775402	0.000870465	0.0431125	0.422672	3.53334	0.300095	0.301966	0.134629	0.263311	0.09349238	0.08316616
1820	0	-3733.681	-3717.449	-16.23198	0.2127193	0.1850372	0.3314817	0.1314022	0.00870949	0.581012	0.00792043	0.00352886	0.395821	0.00300835	0.02988201	0.000303895	0.0256139	0.343494	3.63059	0.291732	0.298489	0.129463	0.280317	0.1612842	0.1852755
1821	1	-3740.784	-3727.414	-13.36989	0.3398726	0.22084	0.1821406	0.007071555	0.0139889	0.533445	0.0160437	0.00529988	0.429417	0.00180588	0.005300841	0.00101896	0.0465964	0.435836	3.51655	0.321367	0.273507	0.135599	0.269528	0.0123724	0.4284409
1822	0	-3736.109	-3721.292	-14.81687	0.2339688	0.1872981	0.2752429	-0.05604874	0.019088	0.46661	0.0040759	0.00771182	0.498159	0.00435524	0.06944929	0.000332555	0.0267841	0.349703	3.62318	0.319017	0.28263	0.139866	0.258487	0.01340055	5.18257
1823	1	-3742.002	-3727.229	-14.77243	0.3338182	0.2410398	0.208861	-0.06470877	0.0105182	0.533592	0.0160481	0.00762449	0.429535	0.00268256	0.1042782	0.00172014	0.0602997	0.482205	3.45578	0.280001	0.314796	0.133338	0.271864	0.03956945	2.635322
1824	0	-3735.777	-3720.632	-15.14572	0.2491877	0.175399	0.2824847	0.08422429	0.0112355	0.466371	0.00667402	0.00969282	0.497058	0.00896845	0.01366352	0.000201614	0.0208963	0.316494	3.66241	0.303269	0.292379	0.138403	0.265948	0.09788782	0.1395835
1825	1	-3740.652	-3724.581	-16.07167	0.3482757	0.206239	0.1855696	-0.281789	0.0157499	0.531745	0.0129814	0.00896939	0.428048	0.00250619	0.2971853	0.000654581	0.0374506	0.399744	3.56215	0.305053	0.304517	0.130556	0.259874	0.01539622	19.30248
1826	0	-3737.868	-3721.332	-16.53528	0.2477392	0.1822228	0.2619195	0.09642576	0.0105287	0.473382	0.0110706	0.00859275	0.481616	0.0148101	0.1029204	0.000270795	0.0241902	0.335698	3.63984	0.298395	0.302995	0.136438	0.262172	0.1993462	0.51629
1827	1	-3741.747	-3726.241	-15.50598	0.3326355	0.199079	0.2185916	0.1801557	0.0161232	0.529472	0.011038	0.00927633	0.428831	0.00525996	0.01947777	0.000514499	0.0332458	0.38125	3.58499	0.32043	0.280916	0.133803	0.26485	0.1996335	0.09756766
1828	0	-3738.848	-3723.681	-15.16608	0.2727436	0.2450466	0.2772309	-0.01419441	0.0166416	0.572217	0.00771905	0.00120952	0.397581	0.00463232	0.06783612	0.00188889	0.0631368	0.490923	3.44405	0.291836	0.27262	0.138583	0.29696	0.05364171	1.264615
1829	1	-3741.95	-3725.995	-15.95554	0.3579387	0.2169672	0.2368402	-0.2498401	0.0123901	0.516078	0.0101315	0.00534298	0.447592	0.00846634	0.2499154	0.000911392	0.0441013	0.426475	3.52851	0.305933	0.299277	0.136772	0.258018	7.536802e-05	3315.935
1830	0	-3737.544	-3721.143	-16.40065	0.2677004	0.2165022	0.2878601	-0.05296596	0.0188216	0.566791	0.00589785	0.00475435	0.401331	0.00240388	0.1518985	0.000899023	0.0438049	0.425341	3.52996	0.282098	0.318703	0.131738	0.267461	0.09893259	1.535374
1831	1	-3745.51	-3731.198	-14.31225	0.3352949	0.1902432	0.2060402	-0.0631593	0.0126578	0.482106	0.00785525	0.0104335	0.474801	0.0121468	0.08057291	0.000372776	0.0283432	0.357718	3.61357	0.291793	0.309588	0.142738	0.255881	0.01741361	4.627008
1832	0	-3745.469	-3727.728	-17.7412	0.253343	0.2726251	0.2580187	0.1890328	0.0184645	0.513146	0.0113545	0.00521142	0.445823	0.00600032	0.1232642	0.00333787	0.0834489	0.546835	3.36638	0.295611	0.302298	0.132888	0.269203	0.312297	0.3947019
1833	1	-3740.619	-3725.676	-14.94354	0.2898338	0.2116541	0.2411885	0.07654923	0.013349	0.561425	0.00600355	0.0134337	0.399347	0.00644187	0.028069	0.000776862	0.0407577	0.413384	3.54508	0.295778	0.313368	0.143385	0.247469	0.1046182	0.2682993
1834	0	-3736.838	-3721.943	-14.89567	0.2484668	0.1951571	0.2413978	0.01677777	0.0117289	0.514635	0.0101111	0.00934776	0.447117	0.00706054	0.05739174	0.000447548	0.0310291	0.370901	3.59762	0.282106	0.314066	0.132163	0.271665	0.07416951	0.7737916
1835	1	-3740.111	-3720.995	-19.11614	0.2520071	0.1899477	0.3029359	-0.01408805	0.0125024	0.525821	0.00219941	0.00606078	0.434266	0.0191504	0.2856112	0.000368588	0.028185	0.356917	3.61453	0.29271	0.311725	0.14166	0.253905	0.2715232	1.051885
1836	0	-3737.836	-3720.545	-17.29111	0.2515109	0.1965306	0.2975315	-0.1587869	0.0100581	0.501262	0.00799255	0.0112431	0.462568	0.00687707	0.2510753	0.000470239	0.0317983	0.374543	3.59319	0.290356	0.300267	0.140699	0.268678	0.09228832	2.720553
1837	1	-3739.614	-3723.262	-16.35219	0.1956229	0.1898365	0.3422008	0.06468664	0.00773539	0.498159	0.00912872	0.00933967	0.460021	0.0156158	0.06544646	0.000367022	0.0281256	0.356616	3.61489	0.277196	0.305149	0.142273	0.275382	0.1301331	0.5029194
1838	0	-3736.566	-3719.961	-16.60483	0.2519698	0.1795426	0.2917838	0.04822803	0.0122392	0.498043	0.00737181	0.00727986	0.459598	0.0154681	0.1132419	0.000241815	0.0228695	0.328205	3.64868	0.31014	0.309981	0.126142	0.253737	0.16147	0.7013189
1839	1	-3740.323	-3721.615	-18.70794	0.1994652	0.1682062	0.3259259	0.215504	0.0130868	0.470562	0.0125643	0.00691233	0.485687	0.0111878	0.1428775	0.000143943	0.0176766	0.295817	3.68636	0.305952	0.30409	0.137776	0.252182	0.3583815	0.3986743
1840	0	-3742.945	-3726.059	-16.88618	0.2532782	0.1796329	0.2738553	-0.1009143	0.00820368	0.544501	0.00679415	0.0104907	0.428296	0.00171465	0.2180563	0.000242752	0.0229134	0.328458	3.64839	0.298163	0.282272	0.139923	0.279643	0.1171421	1.861469
1841	1	-3743.021	-3725.231	-17.78958	0.2204336	0.1714259	0.2761993	0.2887983	0.00748031	0.496143	0.0165046	0.0019173	0.46554	0.0124155	0.07674118	0.000167963	0.019085	0.305125	3.67562	0.299772	0.293753	0.130437	0.276037	0.3655395	0.2099395
1842	0	-3736.886	-3721.827	-15.05876	0.2542465	0.1718075	0.2636185	0.03300742	0.0136843	0.495357	0.0108561	0.00953902	0.466914	0.00364887	0.04642285	0.000170998	0.0192554	0.306223	3.67435	0.303706	0.30078	0.134905	0.26061	0.07943027	0.5844478
1843	1	-3740.296	-3725.209	-15.08738	0.2038584	0.2137278	0.3227862	0.00171049	0.0160038	0.459374	0.00571921	0.00934817	0.501734	0.00782095	0.02846936	0.000827613	0.0420514	0.418528	3.53859	0.300926	0.317414	0.132416	0.249244	0.03017985	0.9433234
1844	0	-3738.084	-3723.254	-14.82986	0.2514842	0.207771	0.301789	0.0156797	0.0109335	0.531558	0.0146883	0.0049552	0.433634	0.004231	0.01820826	0.000687702	0.0383755	0.403633	3.5573	0.309916	0.284983	0.126195	0.278906	0.03388796	0.5373077
1845	1	-3742.222	-3725.495	-16.72746	0.2008654	0.1608699	0.3142526	-0.1749101	0.0123741	0.528599	0.00400671	0.0111024	0.425367	0.0185511	0.2264805	9.89518e-05	0.0146724	0.274314	3.71091	0.31162	0.282773	0.131201	0.274407	0.05157039	4.391677
1846	0	-3742.313	-3726.134	-16.17902	0.2546261	0.2286694	0.2156217	0.1479127	0.0152637	0.525458	0.0102555	0.00271381	0.444121	0.00218828	0.08080121	0.00126206	0.0517784	0.454294	3.49267	0.294581	0.27797	0.142822	0.284628	0.2287139	0.353285
1847	1	-3739.168	-3722.393	-16.77541	0.1865922	0.1782417	0.3743364	-0.1056819	0.0140983	0.474712	0.000644562	0.00836879	0.484639	0.0175376	0.1570278	0.000228607	0.0222409	0.324545	3.65299	0.312409	0.310204	0.122226	0.255161	0.05134589	3.058234
1848	0	-3737.077	-3721.631	-15.4461	0.248433	0.2050362	0.240472	0.05176236	0.0218735	0.500367	0.00764026	0.00920592	0.458654	0.00225989	0.07230091	0.000629371	0.0367305	0.396674	3.56597	0.285007	0.297647	0.138653	0.278693	0.1240633	0.5827745
1849	1	-3743.896	-3728.11	-15.78561	0.2503622	0.1843476	0.3002072	0.02239108	0.0108334	0.581098	0.00085644	0.0176787	0.366663	0.0228701	0.07453163	0.000295524	0.0252616	0.341591	3.63285	0.269206	0.31104	0.129974	0.289781	0.09692271	0.76898
1850	0	-3744.551	-3729.867	-14.68367	0.2639421	0.258904	0.2817949	0.03820816	0.019242	0.424607	0.0102622	0.0144414	0.529893	0.00155452	0.009277925	0.00255297	0.0731914	0.51989	3.40437	0.287321	0.286285	0.158339	0.268055	0.04748609	0.195382
1851	1	-3749.662	-3734.328	-15.33433	0.2352908	0.1721844	0.3178925	-0.001574777	0.0060163	0.589941	0.000410221	0.0146539	0.375932	0.0130471	0.04690417	0.000174036	0.0194246	0.307306	3.6731	0.278506	0.343822	0.129902	0.247769	0.0453294	1.034741
1852	0	-3736.362	-3721.946	-14.41556	0.2683668	0.1910906	0.2727188	0.03118411	0.00901048	0.429734	0.0119053	0.0118487	0.536291	0.0012102	0.002009301	0.000384973	0.0287989	0.360008	3.61081	0.314351	0.287818	0.13439	0.263441	0.03319341	0.06053311
1853	1	-3740.98	-3725.385	-15.59502	0.2563639	0.1861736	0.25889	-0.08796288	0.017115	0.583945	0.00702244	0.0127247	0.372111	0.00708109	0.1406703	0.000318064	0.0261991	0.346621	3.62686	0.272804	0.330516	0.126807	0.269874	0.05270743	2.66889
1854	0	-3741.249	-3724.461	-16.78829	0.2860603	0.1934312	0.2373022	-0.2287445	0.0163869	0.512295	0.0117639	0.0151652	0.443499	0.000890594	0.2908631	0.000420161	0.0300739	0.366297	3.60321	0.327738	0.279572	0.138192	0.254498	0.06211863	4.682382
1855	1	-3739.143	-3722.793	-16.35087	0.2494743	0.2584901	0.2698029	0.02795194	0.013713	0.509253	0.0136467	0.00878936	0.452476	0.00212173	0.1221978	0.00253128	0.0728862	0.519051	3.40553	0.281243	0.285873	0.135489	0.297395	0.1501497	0.8138396
1856	0	-3739.801	-3723.45	-16.35148	0.2869749	0.2061921	0.2679484	0.0562722	0.0151573	0.473856	0.0108813	0.00449214	0.495247	0.00036589	0.1069617	0.000653584	0.0374224	0.399624	3.5623	0.293039	0.287438	0.144779	0.274744	0.1632338	0.6552664
1857	1	-3739.771	-3721.428	-18.34271	0.2645619	0.2073997	0.2784138	0.1337618	0.014204	0.485321	0.00956628	0.0132683	0.476458	0.00118338	0.1781166	0.00067957	0.0381505	0.402693	3.55848	0.313721	0.297999	0.132207	0.256073	0.3118784	0.571109
1858	0	-3735.275	-3720.622	-14.6529	0.2908042	0.188332	0.2161564	0.006340521	0.0155837	0.511959	0.006738	0.0043314	0.461012	0.000376182	0.06111361	0.000346296	0.027327	0.352526	3.6198	0.297014	0.292757	0.139837	0.270393	0.06745413	0.9060025
1859	1	-3735.829	-3719.921	-15.90846	0.266754	0.1977452	0.2771987	0.1712219	0.0154165	0.531217	0.00440098	0.00538052	0.443411	0.000174505	0.01957403	0.00049098	0.0324849	0.377748	3.58928	0.301703	0.309495	0.128823	0.25998	0.1907959	0.1025915
1860	0	-3736.408	-3718.784	-17.62449	0.2924312	0.190506	0.2491726	0.07040671	0.0124179	0.574387	0.00641712	0.00719851	0.394914	0.00466559	0.1809241	0.000376527	0.0284842	0.358428	3.61271	0.306826	0.302854	0.133931	0.256388	0.2513309	0.7198644
1861	1	-3742.361	-3725.593	-16.76784	0.2675492	0.2081425	0.2727627	-0.3052581	0.0213263	0.483228	0.00539542	0.00659629	0.477366	0.00608778	0.3106308	0.000695906	0.038601	0.404573	3.55613	0.33016	0.27822	0.144085	0.247536	0.005372777	57.8157
1862	0	-3736.858	-3719.769	-17.08876	0.2542846	0.1896783	0.3052908	-0.0341568	0.0105775	0.502388	0.00649561	0.00730744	0.472345	0.000886268	0.173791	0.000364801	0.0280412	0.356187	3.61541	0.315272	0.303365	0.134877	0.246487	0.1396343	1.244616
1863	1	-3738.41	-3722.976	-15.43407	0.2808797	0.2158117	0.248483	-0.1400988	0.0150126	0.495469	0.00943794	0.00247353	0.471127	0.00647997	0.1610927	0.000880869	0.0433661	0.423653	3.5321	0.301288	0.315735	0.140944	0.242034	0.02099383	7.673336
1864	0	-3739.362	-3724.909	-14.45306	0.2708576	0.1806972	0.27257	-0.01943793	0.0134247	0.480454	0.00959664	0.017639	0.478619	0.000267352	0.03031823	0.000254002	0.0234342	0.331441	3.64487	0.282605	0.303459	0.149902	0.264034	0.0108803	2.786525
1865	1	-3741.485	-3726.046	-15.43887	0.2922156	0.2011728	0.2521076	-0.1599501	0.0120705	0.549789	0.0124473	0.00589619	0.402423	0.0173734	0.1702348	0.000553017	0.0344548	0.386712	3.57828	0.293302	0.313473	0.131942	0.261283	0.01028473	16.55219
1866	0	-3735.877	-3721.293	-14.5842	0.2672977	0.1682541	0.2525088	-0.05727384	0.0120706	0.54418	0.0108882	0.0168746	0.415365	0.000621546	0.06894467	0.00014428	0.0176972	0.295956	3.6862	0.29773	0.301178	0.133184	0.267907	0.01167083	5.907437
1867	1	-3739.208	-3722.788	-16.41947	0.3108039	0.1937864	0.2138307	-0.1269172	0.0173306	0.516765	0.0104983	0.00531803	0.446192	0.00389645	0.2262838	0.000425695	0.0302695	0.367247	3.60206	0.30929	0.296396	0.131872	0.262442	0.09936661	2.277262
1868	0	-3739.032	-3723.697	-15.3346	0.2839275	0.188943	0.247492	-0.1642296	0.012365	0.517172	0.0165571	0.0171833	0.436085	0.000637623	0.1697766	0.000354606	0.0276501	0.354189	3.61781	0.320321	0.27909	0.128499	0.27209	0.00554702	30.60682
1869	1	-3739.454	-3725.697	-13.75676	0.3447699	0.2116926	0.1946531	0.03682021	0.0173617	0.517692	0.00402907	0.0012973	0.454541	0.00507923	0.005081932	0.000777783	0.0407815	0.41348	3.54496	0.288873	0.292805	0.142756	0.275566	0.04190215	0.121281
1870	0	-3738.385	-3722.71	-15.67473	0.300002	0.2084862	0.2591336	0.1680918	0.00884465	0.52423	0.0145585	0.0117737	0.438187	0.00240608	0.01496415	0.000703558	0.0388102	0.405441	3.55505	0.277556	0.306527	0.134604	0.281313	0.1830559	0.08174632
1871	1	-3737.083	-3722.92	-14.16245	0.3019	0.2008845	0.2107287	-0.001232576	0.0189136	0.468475	0.0103746	0.00365535	0.494439	0.00414216	0.03916406	0.000547596	0.0342873	0.385963	3.5792	0.300167	0.280506	0.151049	0.268279	0.03793149	1.032495
1872	0	-3741.093	-3722.369	-18.72415	0.2771025	0.1826423	0.2752346	-0.4451692	0.00931269	0.558508	0.00744444	0.0119698	0.40767	0.00509459	0.4909225	0.000275552	0.0244001	0.336865	3.63846	0.304512	0.296471	0.118908	0.280109	0.0457533	10.72977
